Date,Year,Gare,Attribute,Value
2022-05-03,2022,Nation RER A,PM10,86.375
2022-05-04,2022,Nation RER A,PM10,103.75
2022-05-05,2022,Nation RER A,PM10,103.45833333333333
2022-05-06,2022,Nation RER A,PM10,117.0
2022-05-07,2022,Nation RER A,PM10,99.91666666666667
2022-05-08,2022,Nation RER A,PM10,97.91666666666667
2022-05-09,2022,Nation RER A,PM10,125.91666666666667
2022-05-10,2022,Nation RER A,PM10,109.66666666666667
2022-05-11,2022,Nation RER A,PM10,108.75
2022-05-12,2022,Nation RER A,PM10,108.91666666666667
2022-05-13,2022,Nation RER A,PM10,111.08333333333333
2022-05-14,2022,Nation RER A,PM10,91.25
2022-05-15,2022,Nation RER A,PM10,103.58333333333333
2022-05-16,2022,Nation RER A,PM10,120.91666666666667
2022-05-17,2022,Nation RER A,PM10,100.125
2022-05-18,2022,Nation RER A,PM10,129.58333333333334
2022-05-19,2022,Nation RER A,PM10,126.5
2022-05-20,2022,Nation RER A,PM10,135.41666666666666
2022-05-21,2022,Nation RER A,PM10,101.5
2022-05-22,2022,Nation RER A,PM10,131.20833333333334
2022-05-23,2022,Nation RER A,PM10,135.54166666666666
2022-05-24,2022,Nation RER A,PM10,111.375
2022-05-25,2022,Nation RER A,PM10,128.79166666666666
2022-05-26,2022,Nation RER A,PM10,112.70833333333333
2022-05-27,2022,Nation RER A,PM10,128.125
2022-05-28,2022,Nation RER A,PM10,142.625
2022-05-29,2022,Nation RER A,PM10,139.25
2022-05-30,2022,Nation RER A,PM10,158.875
2022-05-31,2022,Nation RER A,PM10,162.79166666666666
2022-06-01,2022,Nation RER A,PM10,152.83333333333334
2022-06-02,2022,Nation RER A,PM10,163.75
2022-06-03,2022,Nation RER A,PM10,197.29166666666666
2022-06-04,2022,Nation RER A,PM10,122.75
2022-06-05,2022,Nation RER A,PM10,119.04166666666667
2022-06-06,2022,Nation RER A,PM10,123.625
2022-06-07,2022,Nation RER A,PM10,161.625
2022-06-08,2022,Nation RER A,PM10,188.625
2022-06-09,2022,Nation RER A,PM10,151.66666666666666
2022-06-10,2022,Nation RER A,PM10,143.75
2022-06-11,2022,Nation RER A,PM10,125.20833333333333
2022-06-12,2022,Nation RER A,PM10,136.125
2022-06-13,2022,Nation RER A,PM10,163.91304347826087
2022-06-14,2022,Nation RER A,PM10,194.25
2022-06-15,2022,Nation RER A,PM10,153.20833333333334
2022-06-16,2022,Nation RER A,PM10,161.83333333333334
2022-06-17,2022,Nation RER A,PM10,209.16666666666666
2022-06-18,2022,Nation RER A,PM10,136.91666666666666
2022-06-19,2022,Nation RER A,PM10,127.70833333333333
2022-06-20,2022,Nation RER A,PM10,140.25
2022-06-21,2022,Nation RER A,PM10,134.75
2022-06-22,2022,Nation RER A,PM10,171.70833333333334
2022-06-23,2022,Nation RER A,PM10,131.58333333333334
2022-06-24,2022,Nation RER A,PM10,136.66666666666666
2022-06-25,2022,Nation RER A,PM10,134.29166666666666
2022-06-26,2022,Nation RER A,PM10,111.16666666666667
2022-06-27,2022,Nation RER A,PM10,140.08333333333334
2022-06-28,2022,Nation RER A,PM10,143.33333333333334
2022-06-29,2022,Nation RER A,PM10,147.75
2022-06-30,2022,Nation RER A,PM10,158.33333333333334
2022-07-01,2022,Nation RER A,PM10,135.95833333333334
2022-07-02,2022,Nation RER A,PM10,118.79166666666667
2022-07-03,2022,Nation RER A,PM10,123.91666666666667
2022-07-04,2022,Nation RER A,PM10,149.33333333333334
2022-07-05,2022,Nation RER A,PM10,133.41666666666666
2022-07-06,2022,Nation RER A,PM10,141.79166666666666
2022-07-07,2022,Nation RER A,PM10,129.20833333333334
2022-07-08,2022,Nation RER A,PM10,146.83333333333334
2022-07-09,2022,Nation RER A,PM10,150.875
2022-07-10,2022,Nation RER A,PM10,139.70833333333334
2022-07-11,2022,Nation RER A,PM10,182.04166666666666
2022-07-12,2022,Nation RER A,PM10,169.20833333333334
2022-07-13,2022,Nation RER A,PM10,183.875
2022-07-14,2022,Nation RER A,PM10,135.41666666666666
2022-07-15,2022,Nation RER A,PM10,235.54166666666666
2022-07-16,2022,Nation RER A,PM10,287.75
2022-07-17,2022,Nation RER A,PM10,282.0
2022-07-18,2022,Nation RER A,PM10,313.25
2022-07-19,2022,Nation RER A,PM10,272.6666666666667
2022-07-20,2022,Nation RER A,PM10,280.75
2022-07-21,2022,Nation RER A,PM10,230.875
2022-07-22,2022,Nation RER A,PM10,269.9166666666667
2022-07-23,2022,Nation RER A,PM10,236.33333333333334
2022-07-24,2022,Nation RER A,PM10,238.95833333333334
2022-07-25,2022,Nation RER A,PM10,123.33333333333333
2022-07-26,2022,Nation RER A,PM10,110.33333333333333
2022-07-27,2022,Nation RER A,PM10,138.25
2022-07-28,2022,Nation RER A,PM10,138.125
2022-07-29,2022,Nation RER A,PM10,141.375
2022-07-30,2022,Nation RER A,PM10,104.33333333333333
2022-07-31,2022,Nation RER A,PM10,109.75
2022-08-01,2022,Nation RER A,PM10,111.95833333333333
2022-08-02,2022,Nation RER A,PM10,85.08333333333333
2022-08-03,2022,Nation RER A,PM10,115.0
2022-08-04,2022,Nation RER A,PM10,127.41666666666667
2022-08-05,2022,Nation RER A,PM10,109.16666666666667
2022-08-06,2022,Nation RER A,PM10,102.75
2022-08-07,2022,Nation RER A,PM10,110.70833333333333
2022-08-08,2022,Nation RER A,PM10,114.04166666666667
2022-08-09,2022,Nation RER A,PM10,114.25
2022-08-10,2022,Nation RER A,PM10,111.125
2022-08-11,2022,Nation RER A,PM10,101.875
2022-08-12,2022,Nation RER A,PM10,101.70833333333333
2022-08-13,2022,Nation RER A,PM10,107.5
2022-08-14,2022,Nation RER A,PM10,117.875
2022-08-15,2022,Nation RER A,PM10,87.375
2022-08-16,2022,Nation RER A,PM10,108.5
2022-08-17,2022,Nation RER A,PM10,204.79166666666666
2022-08-18,2022,Nation RER A,PM10,155.95833333333334
2022-08-19,2022,Nation RER A,PM10,124.04166666666667
2022-08-20,2022,Nation RER A,PM10,81.20833333333333
2022-08-21,2022,Nation RER A,PM10,92.375
2022-08-22,2022,Nation RER A,PM10,123.875
2022-08-23,2022,Nation RER A,PM10,126.04166666666667
2022-08-24,2022,Nation RER A,PM10,90.25
2022-08-25,2022,Nation RER A,PM10,95.04166666666667
2022-08-26,2022,Nation RER A,PM10,84.29166666666667
2022-08-27,2022,Nation RER A,PM10,91.875
2022-08-28,2022,Nation RER A,PM10,88.625
2022-08-29,2022,Nation RER A,PM10,113.41666666666667
2022-08-30,2022,Nation RER A,PM10,96.625
2022-08-31,2022,Nation RER A,PM10,85.58333333333333
2022-09-01,2022,Nation RER A,PM10,100.375
2022-09-02,2022,Nation RER A,PM10,89.0
2022-09-03,2022,Nation RER A,PM10,89.0
2022-09-04,2022,Nation RER A,PM10,89.0
2022-09-05,2022,Nation RER A,PM10,110.83333333333333
2022-09-06,2022,Nation RER A,PM10,122.83333333333333
2022-09-07,2022,Nation RER A,PM10,117.79166666666667
2022-09-08,2022,Nation RER A,PM10,115.41666666666667
2022-09-09,2022,Nation RER A,PM10,113.75
2022-09-10,2022,Nation RER A,PM10,87.33333333333333
2022-09-11,2022,Nation RER A,PM10,106.04166666666667
2022-09-12,2022,Nation RER A,PM10,163.75
2022-09-13,2022,Nation RER A,PM10,143.75
2022-09-14,2022,Nation RER A,PM10,122.375
2022-09-15,2022,Nation RER A,PM10,139.91666666666666
2022-09-16,2022,Nation RER A,PM10,121.16666666666667
2022-09-17,2022,Nation RER A,PM10,119.5
2022-09-18,2022,Nation RER A,PM10,110.66666666666667
2022-09-19,2022,Nation RER A,PM10,105.83333333333333
2022-09-20,2022,Nation RER A,PM10,111.54166666666667
2022-09-21,2022,Nation RER A,PM10,104.29166666666667
2022-09-22,2022,Nation RER A,PM10,117.04166666666667
2022-09-23,2022,Nation RER A,PM10,149.91666666666666
2022-09-24,2022,Nation RER A,PM10,137.83333333333334
2022-09-25,2022,Nation RER A,PM10,154.625
2022-09-26,2022,Nation RER A,PM10,154.5
2022-09-27,2022,Nation RER A,PM10,166.70833333333334
2022-09-28,2022,Nation RER A,PM10,67.04166666666667
2022-09-29,2022,Nation RER A,PM10,85.5
2022-09-30,2022,Nation RER A,PM10,77.79166666666667
2022-10-01,2022,Nation RER A,PM10,61.333333333333336
2022-10-02,2022,Nation RER A,PM10,44.166666666666664
2022-10-03,2022,Nation RER A,PM10,67.08333333333333
2022-10-04,2022,Nation RER A,PM10,75.04166666666667
2022-10-05,2022,Nation RER A,PM10,77.66666666666667
2022-10-06,2022,Nation RER A,PM10,68.45833333333333
2022-10-07,2022,Nation RER A,PM10,73.45833333333333
2022-10-08,2022,Nation RER A,PM10,62.416666666666664
2022-10-09,2022,Nation RER A,PM10,59.25
2022-10-10,2022,Nation RER A,PM10,82.45833333333333
2022-10-11,2022,Nation RER A,PM10,84.875
2022-10-12,2022,Nation RER A,PM10,84.5
2022-10-13,2022,Nation RER A,PM10,68.125
2022-10-14,2022,Nation RER A,PM10,71.16666666666667
2022-10-15,2022,Nation RER A,PM10,58.375
2022-10-16,2022,Nation RER A,PM10,62.583333333333336
2022-10-17,2022,Nation RER A,PM10,76.625
2022-10-18,2022,Nation RER A,PM10,63.75
2022-10-19,2022,Nation RER A,PM10,81.91666666666667
2022-10-20,2022,Nation RER A,PM10,69.45833333333333
2022-10-21,2022,Nation RER A,PM10,75.75
2022-10-22,2022,Nation RER A,PM10,65.16666666666667
2022-10-23,2022,Nation RER A,PM10,65.0
2022-10-24,2022,Nation RER A,PM10,62.333333333333336
2022-10-25,2022,Nation RER A,PM10,74.375
2022-10-26,2022,Nation RER A,PM10,69.54166666666667
2022-10-27,2022,Nation RER A,PM10,76.20833333333333
2022-10-28,2022,Nation RER A,PM10,108.375
2022-10-29,2022,Nation RER A,PM10,85.54166666666667
2022-10-30,2022,Nation RER A,PM10,74.4
2022-10-31,2022,Nation RER A,PM10,76.75
2022-11-01,2022,Nation RER A,PM10,53.125
2022-11-02,2022,Nation RER A,PM10,79.04166666666667
2022-11-03,2022,Nation RER A,PM10,73.29166666666667
2022-11-04,2022,Nation RER A,PM10,72.625
2022-11-05,2022,Nation RER A,PM10,84.0
2022-11-06,2022,Nation RER A,PM10,89.0
2022-11-07,2022,Nation RER A,PM10,89.0
2022-11-08,2022,Nation RER A,PM10,89.0
2022-11-09,2022,Nation RER A,PM10,89.0
2022-11-10,2022,Nation RER A,PM10,83.70833333333333
2022-11-11,2022,Nation RER A,PM10,44.708333333333336
2022-11-12,2022,Nation RER A,PM10,66.83333333333333
2022-11-13,2022,Nation RER A,PM10,70.91666666666667
2022-11-14,2022,Nation RER A,PM10,81.08333333333333
2022-11-15,2022,Nation RER A,PM10,72.54166666666667
2022-11-16,2022,Nation RER A,PM10,68.16666666666667
