Geo Point,Geo Shape,gares_id,nom_long,nom_so_gar,nom_su_gar,id_ref_ZdC,nom_ZdC,id_ref_ZdA,nom_ZdA,idrefliga,idrefligc,res_com,indice_lig,mode_,tertrain,terrer,termetro,tertram,terval,exploitant,idf,principal,x,y,picto ligne,nom_iv
"48.85509449354248, 2.384699760132843","{""coordinates"": [2.384699760132843, 48.85509449354248], ""type"": ""Point""}",156,Charonne,,,73647,Charonne,42560,Charonne,A01542,C01379,METRO 9,9,METRO,0,0,0,0,0,RATP,1,0,654852.271,6861848.7876,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/78e78b6d779fd1700a65a68abe9b1b7a,Charonne
"48.803489717990644, 2.3173602968975313","{""coordinates"": [2.317360296897531, 48.803489717990644], ""type"": ""Point""}",1250,Bagneux - Lucie Aubrac,,,483315,Bagneux - Lucie Aubrac,483280,Bagneux - Lucie Aubrac,A01537,C01374,METRO 4,4,METRO,0,0,METRO 4,0,0,RATP,1,0,649861.7413,6856151.5575,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/40edb03ba8639ac2542ee899469bacdb,Bagneux - Lucie Aubrac
"48.85105028137978, 2.3442733454213514","{""coordinates"": [2.344273345421351, 48.85105028137978], ""type"": ""Point""}",192,Cluny-La Sorbonne,,,73620,Cluny La Sorbonne,44877,Saint-Michel Notre-Dame,A01543,C01380,METRO 10,10,METRO,0,0,0,0,0,RATP,1,0,651882.3097,6861422.9819,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/2354d638a96aaa2bdc700214befec049,Cluny-La Sorbonne
"48.85804605444998, 2.2741546297365582","{""coordinates"": [2.274154629736558, 48.85804605444998], ""type"": ""Point""}",423,La Muette,,,71229,La Muette,45453,Boulainvilliers,A01542,C01379,METRO 9,9,METRO,0,0,0,0,0,RATP,1,0,646744.2367,6862245.8557,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/78e78b6d779fd1700a65a68abe9b1b7a,La Muette
"48.86251523404101, 2.3457858600391797","{""coordinates"": [2.34578586003918, 48.86251523404101], ""type"": ""Point""}",460,Les Halles,,,474151,Les Halles,45102,Châtelet les Halles,A01537,C01374,METRO 4,4,METRO,0,0,0,0,0,RATP,1,0,652003.8587,6862696.8633,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/40edb03ba8639ac2542ee899469bacdb,Les Halles
"48.88489625421614, 2.297724346480177","{""coordinates"": [2.297724346480177, 48.88489625421614], ""type"": ""Point""}",631,Pereire-Levallois,,,71453,Péreire,44314,Péreire Levallois,A01536,C01373,METRO 3,3,METRO,0,0,0,0,0,RATP,1,0,648500.0697,6865215.7477,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/f78ce6bd7997c9c645e25ebdc320ff0a,Pereire-Levallois
"48.90449641964034, 2.321743589558778","{""coordinates"": [2.321743589558778, 48.90449641964034], ""type"": ""Point""}",1228,Saint-Ouen,,,72126,Saint-Ouen,43203,Saint-Ouen,A01547,C01384,METRO 14,14,METRO,0,0,0,0,0,RATP,1,0,650280.148,6867379.7856,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/9bca75433eb738dae9e4d3657b7a3de5,Saint-Ouen
"48.875336841182126, 2.2901275088247","{""coordinates"": [2.2901275088247, 48.875336841182126], ""type"": ""Point""}",25,Argentine,,,71348,Argentine,42213,Argentine,A01534,C01371,METRO 1,1,METRO,0,0,0,0,0,RATP,1,0,647933.4302,6864157.7905,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/f99937fd31b1787d79e47d20b18f71c4,Argentine
"48.88380394146675, 2.350612999325322","{""coordinates"": [2.350612999325322, 48.88380394146675], ""type"": ""Point""}",49,Barbès-Rochechouart,,,71426,Barbès Rochechouart,42280,Barbès Rochechouart,A01535,C01372,METRO 2,2,METRO,0,0,0,0,0,RATP,1,0,652377.4596,6865061.0935,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/936e2e595d6b2f9c3555b888f90817a1,Barbès-Rochechouart
"48.78000282797376, 2.459363129076404","{""coordinates"": [2.459363129076404, 48.78000282797376], ""type"": ""Point""}",224,Créteil–Préfecture,Hôtel de Ville,,70021,Créteil Préfecture,42778,Créteil Préfecture,A01541,C01378,METRO 8,8,METRO,0,0,0,0,0,RATP,1,0,660273.4464,6853459.3559,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/fc7c7039b5a3e79675aeb4d59dce6f51,Créteil–Préfecture
"48.78992046595464, 2.4505115282905896","{""coordinates"": [2.45051152829059, 48.78992046595464], ""type"": ""Point""}",226,Créteil-Université,,,70172,Créteil Université,42779,Créteil Université,A01541,C01378,METRO 8,8,METRO,0,0,0,0,0,RATP,1,0,659630.7057,6854566.5406,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/fc7c7039b5a3e79675aeb4d59dce6f51,Créteil-Université
"48.839041142779394, 2.389620014061438","{""coordinates"": [2.389620014061438, 48.839041142779394], ""type"": ""Point""}",244,Dugommier,,,71606,Dugommier,42869,Dugommier,A01539,C01376,METRO 6,6,METRO,0,0,0,0,0,RATP,1,0,655199.4898,6860061.0017,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/57c723464a2a0862aa51d73d8a09eff0,Dugommier
"48.846656850308115, 2.3516232550160123","{""coordinates"": [2.351623255016012, 48.846656850308115], ""type"": ""Point""}",125,Cardinal Lemoine,,,71153,Cardinal Lemoine,42435,Cardinal Lemoine,A01543,C01380,METRO 10,10,METRO,0,0,0,0,0,RATP,1,0,652417.6278,6860930.0204,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/2354d638a96aaa2bdc700214befec049,Cardinal Lemoine
"48.919007554283056, 2.342608014423155","{""coordinates"": [2.342608014423155, 48.919007554283056], ""type"": ""Point""}",126,Carrefour Pleyel,,,72217,Carrefour Pleyel,42447,Carrefour Pleyel,A01546,C01383,METRO 13,13,METRO,0,0,0,0,0,RATP,1,0,651823.021,6868980.4409,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/1abb1d47991fd6f6cb130b89715ad9f1,Carrefour Pleyel
"48.87202380946529, 2.300560451236721","{""coordinates"": [2.300560451236721, 48.87202380946529], ""type"": ""Point""}",329,George V,,,71328,George V,43283,George V,A01534,C01371,METRO 1,1,METRO,0,0,0,0,0,RATP,1,0,648695.3653,6863782.5779,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/f99937fd31b1787d79e47d20b18f71c4,George V
"48.863257944024426, 2.366661093353451","{""coordinates"": [2.366661093353451, 48.863257944024426], ""type"": ""Point""}",283,Filles du Calvaire,,,71277,Filles Du Calvaire,58727,Filles du Calvaire,A01541,C01378,METRO 8,8,METRO,0,0,0,0,0,RATP,1,0,653535.9903,6862766.9605,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/fc7c7039b5a3e79675aeb4d59dce6f51,Filles du Calvaire
"48.83711700605412, 2.4023331645551846","{""coordinates"": [2.402333164555185, 48.83711700605412], ""type"": ""Point""}",546,Michel Bizot,,,71595,Michel Bizot,44140,Michel Bizot,A01541,C01378,METRO 8,8,METRO,0,0,0,0,0,RATP,1,0,656130.9689,6859839.9191,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/fc7c7039b5a3e79675aeb4d59dce6f51,Michel Bizot
"48.85772541195898, 2.3105659609468447","{""coordinates"": [2.310565960946845, 48.85772541195898], ""type"": ""Point""}",425,La Tour Maubourg,,,71242,La Tour Maubourg,43409,La Tour Maubourg,A01541,C01378,METRO 8,8,METRO,0,0,0,0,0,RATP,1,0,649415.3796,6862186.2617,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/fc7c7039b5a3e79675aeb4d59dce6f51,La Tour Maubourg
"48.889674072959075, 2.338760650528742","{""coordinates"": [2.338760650528742, 48.889674072959075], ""type"": ""Point""}",419,Lamarck-Caulaincourt,,,71492,Lamarck Caulaincourt,43600,Lamarck Caulaincourt,A01545,C01382,METRO 12,12,METRO,0,0,0,0,0,RATP,1,0,651513.7585,6865721.0312,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/5629d91af00c9f8af73e2b4cfdbcbb49,Lamarck-Caulaincourt
"48.85152370749983, 2.375101033755616","{""coordinates"": [2.375101033755616, 48.85152370749983], ""type"": ""Point""}",441,Ledru Rollin,,,71693,Ledru Rollin,43674,Ledru Rollin,A01541,C01378,METRO 8,8,METRO,0,0,0,0,0,RATP,1,0,654144.8357,6861457.2786,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/fc7c7039b5a3e79675aeb4d59dce6f51,Ledru Rollin
"48.87023324246549, 2.325163546827897","{""coordinates"": [2.325163546827897, 48.87023324246549], ""type"": ""Point""}",487,Madeleine,,,71324,Madeleine,43898,Madeleine,A01545,C01382,METRO 12,12,METRO,0,0,0,0,0,RATP,1,0,650498.2822,6863567.7761,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/5629d91af00c9f8af73e2b4cfdbcbb49,Madeleine
"48.90323367785232, 2.306010915009082","{""coordinates"": [2.306010915009082, 48.90323367785232], ""type"": ""Point""}",491,Mairie de Clichy,,,72118,Mairie de Clichy,44012,Mairie de Clichy,A01546,C01383,METRO 13,13,METRO,0,0,0,0,0,RATP,1,0,649125.6534,6867249.3956,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/1abb1d47991fd6f6cb130b89715ad9f1,Mairie de Clichy
"48.87976125216355, 2.4164796436815146","{""coordinates"": [2.416479643681515, 48.87976125216355], ""type"": ""Point""}",494,Mairie des Lilas,,,71909,Mairie des Lilas,44055,Mairie des Lilas,A01544,C01381,METRO 11,11,METRO,0,0,METRO 11,0,0,RATP,1,0,657204.3492,6864573.8588,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/964a06dc4dd9a4041b09c37567bd5b94,Mairie des Lilas
"48.85744868914132, 2.2858124441464076","{""coordinates"": [2.285812444146408, 48.85744868914132], ""type"": ""Point""}",626,Passy,,,71237,Passy,45417,Passy,A01539,C01376,METRO 6,6,METRO,0,0,0,0,0,RATP,1,0,647598.9541,6862171.6349,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/57c723464a2a0862aa51d73d8a09eff0,Passy
"48.868440162341024, 2.4015617127425415","{""coordinates"": [2.401561712742541, 48.868440162341024], ""type"": ""Point""}",630,Pelleport,,,71828,Pelleport,45630,Pelleport,A01549,C01386,METRO 3bis,3bis,METRO,0,0,0,0,0,RATP,1,0,656100.7414,6863323.2148,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/84385f6415d8d60e0a135171e93312a5,Pelleport
"48.85193594110045, 2.3406130064065036","{""coordinates"": [2.340613006406504, 48.85193594110045], ""type"": ""Point""}",604,Odéon,,,73618,Odéon,58716,Odéon,A01543,C01380,METRO 10,10,METRO,0,0,0,0,0,RATP,1,0,651614.54,6861523.6957,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/2354d638a96aaa2bdc700214befec049,Odéon
"48.85357547156908, 2.3571625716183364","{""coordinates"": [2.357162571618336, 48.85357547156908], ""type"": ""Point""}",673,Pont Marie,Cité des Arts,,71217,Pont Marie (Cité des Arts),44487,Pont Marie (Cité des Arts),A01540,C01377,METRO 7,7,METRO,0,0,0,0,0,RATP,1,0,652830.3951,6861695.9829,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/0b6c43f2294318bf37466cef3a6c001a,Pont Marie
"48.847066132217904, 2.30740224061964","{""coordinates"": [2.30740224061964, 48.847066132217904], ""type"": ""Point""}",791,Ségur,,,71157,Ségur,51612,Ségur,A01543,C01380,METRO 10,10,METRO,0,0,0,0,0,RATP,1,0,649172.8635,6861003.0844,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/2354d638a96aaa2bdc700214befec049,Ségur
"48.867513024064, 2.346552336353211","{""coordinates"": [2.346552336353211, 48.867513024064], ""type"": ""Point""}",792,Sentier,,,73634,Sentier,44825,Sentier,A01536,C01373,METRO 3,3,METRO,0,0,0,0,0,RATP,1,0,652064.6885,6863252.1122,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/f78ce6bd7997c9c645e25ebdc320ff0a,Sentier
"48.85849912278188, 2.3231676112467445","{""coordinates"": [2.323167611246745, 48.85849912278188], ""type"": ""Point""}",803,Solférino,Musée d'Orsay,,71270,Solférino,44840,Solférino,A01545,C01382,METRO 12,12,METRO,0,0,0,0,0,RATP,1,0,650340.6927,6862264.2924,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/5629d91af00c9f8af73e2b4cfdbcbb49,Solférino
"48.86651446080855, 2.3608035032752683","{""coordinates"": [2.360803503275268, 48.86651446080855], ""type"": ""Point""}",849,Temple,,,71296,Temple,44924,Temple,A01536,C01373,METRO 3,3,METRO,0,0,0,0,0,RATP,1,0,653109.1971,6863132.5225,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/f78ce6bd7997c9c645e25ebdc320ff0a,Temple
"48.83244909820875, 2.288022141100324","{""coordinates"": [2.288022141100324, 48.83244909820875], ""type"": ""Point""}",701,Porte de Versailles,Parc des Expositions de Paris,,71045,Porte de Versailles,49515,Porte de Versailles,A01545,C01382,METRO 12,12,METRO,0,0,0,0,0,RATP,1,0,647736.0144,6859390.483,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/5629d91af00c9f8af73e2b4cfdbcbb49,Porte de Versailles
"48.87388185322374, 2.385316215101792","{""coordinates"": [2.385316215101792, 48.87388185322374], ""type"": ""Point""}",716,Pyrénées,,,71864,Pyrenées,44580,Pyrénées,A01544,C01381,METRO 11,11,METRO,0,0,0,0,0,RATP,1,0,654913.7648,6863937.4476,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/964a06dc4dd9a4041b09c37567bd5b94,Pyrénées
"48.861204989395915, 2.3534957414911455","{""coordinates"": [2.353495741491145, 48.861204989395915], ""type"": ""Point""}",721,Rambuteau,Centre Georges Pompidou,,71273,Rambuteau,44593,Rambuteau,A01544,C01381,METRO 11,11,METRO,0,0,0,0,0,RATP,1,0,652568.2853,6862546.5161,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/964a06dc4dd9a4041b09c37567bd5b94,Rambuteau
"48.945867271208414, 2.364636482504226","{""coordinates"": [2.364636482504226, 48.945867271208414], ""type"": ""Point""}",763,Saint-Denis - Université,,,72358,Saint-Denis Université (Paris 8),44860,Saint-Denis - Université,A01546,C01383,METRO 13,13,METRO,0,0,METRO 13,0,0,RATP,1,0,653461.3754,6871954.0026,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/1abb1d47991fd6f6cb130b89715ad9f1,Saint-Denis - Université
"48.85144170650579, 2.3144081214724865","{""coordinates"": [2.314408121472487, 48.85144170650579], ""type"": ""Point""}",765,Saint-François-Xavier,,,71204,Saint-François Xavier,45139,Saint-François Xavier,A01546,C01383,METRO 13,13,METRO,0,0,0,0,0,RATP,1,0,649691.21,6861485.1181,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/1abb1d47991fd6f6cb130b89715ad9f1,Saint-François-Xavier
"48.84881637243505, 2.321257862893747","{""coordinates"": [2.321257862893747, 48.84881637243505], ""type"": ""Point""}",871,Vaneau,,,71170,Vaneau,45116,Vaneau,A01543,C01380,METRO 10,10,METRO,0,0,0,0,0,RATP,1,0,650191.3229,6861188.8642,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/2354d638a96aaa2bdc700214befec049,Vaneau
"48.83951658446791, 2.301107516242396","{""coordinates"": [2.301107516242396, 48.83951658446791], ""type"": ""Point""}",877,Vaugirard,Adolphe Chériou,,71091,Vaugirard,44995,Vaugirard,A01545,C01382,METRO 12,12,METRO,0,0,0,0,0,RATP,1,0,648703.4995,6860167.7255,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/5629d91af00c9f8af73e2b4cfdbcbb49,Vaugirard
"48.84221841267896, 2.329008926235402","{""coordinates"": [2.329008926235402, 48.84221841267896], ""type"": ""Point""}",879,Vavin,,,71117,Vavin,44997,Vavin,A01537,C01374,METRO 4,4,METRO,0,0,0,0,0,RATP,1,0,650753.8774,6860450.3764,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/40edb03ba8639ac2542ee899469bacdb,Vavin
"48.930757003301366, 2.2841744482709228","{""coordinates"": [2.284174448270923, 48.930757003301366], ""type"": ""Point""}",1008,Les Courtilles,,,72286,Asnières - Gennevilliers Les Courtilles,42231,Asnières - Gennevilliers Les Courtilles,A01546,C01383,METRO 13,13,METRO,0,0,METRO 13,0,0,RATP,1,1,647552.6733,6870324.1849,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/1abb1d47991fd6f6cb130b89715ad9f1,Les Courtilles
"48.90656714504601, 2.365920319400959","{""coordinates"": [2.365920319400959, 48.90656714504601], ""type"": ""Point""}",1073,Front Populaire,Aubervilliers,,74041,Front Populaire,58497,Front Populaire,A01545,C01382,METRO 12,12,METRO,0,0,0,0,0,RATP,1,1,653520.3175,6867583.1321,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/5629d91af00c9f8af73e2b4cfdbcbb49,Front Populaire
"48.882249532253695, 2.337164539445146","{""coordinates"": [2.337164539445146, 48.882249532253695], ""type"": ""Point""}",646,Pigalle,,,71409,Pigalle,44345,Pigalle,A01545,C01382,METRO 12,12,METRO,0,0,0,0,0,RATP,1,0,651389.7941,6864896.4477,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/5629d91af00c9f8af73e2b4cfdbcbb49,Pigalle
"48.84733558368036, 2.408089407236094","{""coordinates"": [2.408089407236094, 48.84733558368036], ""type"": ""Point""}",702,Porte de Vincennes,,,71663,Porte de Vincennes,44528,Porte de Vincennes,A01534,C01371,METRO 1,1,METRO,0,0,0,0,0,RATP,1,0,656561.9892,6860972.9448,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/f99937fd31b1787d79e47d20b18f71c4,Porte de Vincennes
"48.88027195609515, 2.398468172268172","{""coordinates"": [2.398468172268172, 48.88027195609515], ""type"": ""Point""}",709,Pré Saint-Gervais,,,71911,Pré Saint-Gervais,45617,Pré Saint-Gervais,A01550,C01387,METRO 7bis,7b,METRO,0,0,METRO 7bis,0,0,RATP,1,0,655883.8374,6864640.5585,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/53a6369ab3772b0115d7c675f45329d2,Pré Saint-Gervais
"48.855196323880406, 2.3258155665115288","{""coordinates"": [2.325815566511529, 48.855196323880406], ""type"": ""Point""}",752,Rue du Bac,,,71227,Rue du Bac,58717,Rue du Bac,A01545,C01382,METRO 12,12,METRO,0,0,0,0,0,RATP,1,0,650531.8333,6861895.3889,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/5629d91af00c9f8af73e2b4cfdbcbb49,Rue du Bac
"48.80468811997663, 2.363953196602165","{""coordinates"": [2.363953196602165, 48.80468811997663], ""type"": ""Point""}",896,Villejuif - Léo Lagrange,,,70375,Villejuif Léo Lagrange,47826,Villejuif Léo Lagrange,A01540,C01377,METRO 7,7,METRO,0,0,0,0,0,RATP,1,0,653284.8753,6856256.2281,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/0b6c43f2294318bf37466cef3a6c001a,Villejuif - Léo Lagrange
"48.84520470264663, 2.2664415417194004","{""coordinates"": [2.2664415417194, 48.84520470264663], ""type"": ""Point""}",149,Chardon Lagache,,,71141,Chardon Lagache,42543,Chardon Lagache,A01543,C01380,METRO 10,10,METRO,0,0,0,0,0,RATP,1,0,646165.0736,6860823.2591,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/2354d638a96aaa2bdc700214befec049,Chardon Lagache
"48.91494975634199, 2.4044090887818634","{""coordinates"": [2.404409088781863, 48.91494975634199], ""type"": ""Point""}",290,Fort d'Aubervilliers,,,73695,Fort d'Aubervilliers,47891,Fort d'Aubervilliers,A01540,C01377,METRO 7,7,METRO,0,0,0,0,0,RATP,1,0,656348.6196,6868493.288,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/0b6c43f2294318bf37466cef3a6c001a,Fort d'Aubervilliers
"48.87146657720145, 2.277083018415724","{""coordinates"": [2.277083018415724, 48.87146657720145], ""type"": ""Point""}",682,Porte Dauphine,,,474152,Porte Dauphine,44509,Porte Dauphine,A01535,C01372,METRO 2,2,METRO,0,0,METRO 2,0,0,RATP,1,0,646972.7507,6863736.1283,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/936e2e595d6b2f9c3555b888f90817a1,Porte Dauphine
"48.85787849393227, 2.380020644247982","{""coordinates"": [2.380020644247982, 48.85787849393227], ""type"": ""Point""}",920,Voltaire,,,71750,Voltaire,45065,Voltaire,A01542,C01379,METRO 9,9,METRO,0,0,0,0,0,RATP,1,0,654511.3779,6862161.0305,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/78e78b6d779fd1700a65a68abe9b1b7a,Voltaire
"48.864343777799434, 2.3301298771128605","{""coordinates"": [2.33012987711286, 48.864343777799434], ""type"": ""Point""}",864,Tuileries,,,71284,Tuileries,45664,Tuileries,A01534,C01371,METRO 1,1,METRO,0,0,0,0,0,RATP,1,0,650857.0163,6862909.8123,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/f99937fd31b1787d79e47d20b18f71c4,Tuileries
"48.889560827381025, 2.3151768973047835","{""coordinates"": [2.315176897304783, 48.889560827381025], ""type"": ""Point""}",1226,Pont Cardinet,,,71475,Pont Cardinet,480287,Pont Cardinet,A01547,C01384,METRO 14,14,METRO,0,0,0,0,0,RATP,1,0,649784.3823,6865723.1786,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/9bca75433eb738dae9e4d3657b7a3de5,Pont Cardinet
"48.88297276689289, 2.3446670737483","{""coordinates"": [2.3446670737483, 48.88297276689289], ""type"": ""Point""}",21,Anvers,Sacré-Cœur,,71419,Anvers,42210,Anvers,A01535,C01372,METRO 2,2,METRO,0,0,0,0,0,RATP,1,0,651940.6604,6864972.2744,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/936e2e595d6b2f9c3555b888f90817a1,Anvers
"48.8931499848255, 2.4127630445476265","{""coordinates"": [2.412763044547626, 48.8931499848255], ""type"": ""Point""}",253,Église de Pantin,,,72024,Église de Pantin,42949,Église de Pantin,A01538,C01375,METRO 5,5,METRO,0,0,0,0,0,RATP,1,0,656942.8491,6866064.6389,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/3c28f4bbbdd8db6a404f77a19c935273,Église de Pantin
"48.87447567571325, 2.322001788877925","{""coordinates"": [2.322001788877925, 48.87447567571325], ""type"": ""Point""}",759,Saint-Augustin,,,73690,Saint-Augustin,44857,Saint-Augustin,A01542,C01379,METRO 9,9,METRO,0,0,0,0,0,RATP,1,0,650270.4119,6864041.4896,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/78e78b6d779fd1700a65a68abe9b1b7a,Saint-Augustin
"48.76881073327119, 2.4642800705433565","{""coordinates"": [2.464280070543357, 48.76881073327119], ""type"": ""Point""}",1072,Créteil - Pointe du Lac,,,69884,Pointe du Lac,44453,Pointe du Lac,A01541,C01378,METRO 8,8,METRO,0,0,METRO 8,0,0,RATP,1,0,660626.3001,6852212.5077,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/fc7c7039b5a3e79675aeb4d59dce6f51,Créteil - Pointe du Lac
