Geo Point,Geo Shape,gares_id,nom_long,nom_so_gar,nom_su_gar,id_ref_ZdC,nom_ZdC,id_ref_ZdA,nom_ZdA,idrefliga,idrefligc,res_com,indice_lig,mode_,tertrain,terrer,termetro,tertram,terval,exploitant,idf,principal,x,y,picto ligne,nom_iv
"48.8763302640252, 2.3331088937605435","{""coordinates"": [2.333108893760544, 48.8763302640252], ""type"": ""Point""}",861,Trinité d'Estienne d'Orves,,,71355,Trinité d'Estienne d'Orves,45170,Trinité d'Estienne d'Orves,A01545,C01382,METRO 12,12,METRO,0,0,0,0,0,RATP,1,0,651086.8143,6864240.7689,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/5629d91af00c9f8af73e2b4cfdbcbb49,Trinité d'Estienne d'Orves
"48.840663228364996, 2.3263846107928456","{""coordinates"": [2.326384610792846, 48.840663228364996], ""type"": ""Point""}",250,Edgar Quinet,,,71108,Edgar Quinet,45313,Edgar Quinet,A01539,C01376,METRO 6,6,METRO,0,0,0,0,0,RATP,1,0,650559.8002,6860279.0962,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/57c723464a2a0862aa51d73d8a09eff0,Edgar Quinet
"48.856228090321636, 2.3946756547920454","{""coordinates"": [2.394675654792045, 48.856228090321636], ""type"": ""Point""}",11,Alexandre Dumas,,,71728,Alexandre Dumas,45196,Alexandre Dumas,A01535,C01372,METRO 2,2,METRO,0,0,0,0,0,RATP,1,0,655585.2053,6861969.1765,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/936e2e595d6b2f9c3555b888f90817a1,Alexandre Dumas
"48.85190531802241, 2.3979973148307456","{""coordinates"": [2.397997314830746, 48.85190531802241], ""type"": ""Point""}",44,Avron,,,71697,Buzenval / Avron,42271,Avron,A01535,C01372,METRO 2,2,METRO,0,0,0,0,0,RATP,1,0,655825.258,6861486.6576,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/936e2e595d6b2f9c3555b888f90817a1,Avron
"48.821897938499944, 2.4131329383427076","{""coordinates"": [2.413132938342708, 48.821897938499944], ""type"": ""Point""}",150,Charenton-Écoles,,,70648,Charenton - Écoles,42545,Charenton Écoles,A01541,C01378,METRO 8,8,METRO,0,0,0,0,0,RATP,1,0,656911.0857,6858141.7767,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/fc7c7039b5a3e79675aeb4d59dce6f51,Charenton-Écoles
"48.89220682681276, 2.3272198679191276","{""coordinates"": [2.327219867919128, 48.89220682681276], ""type"": ""Point""}",342,Guy Môquet,,,71528,Guy-Môquet,43333,Guy Môquet,A01546,C01383,METRO 13,13,METRO,0,0,0,0,0,RATP,1,0,650669.9354,6866009.8077,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/1abb1d47991fd6f6cb130b89715ad9f1,Guy Môquet
"48.884970561831835, 2.3787169232246446","{""coordinates"": [2.378716923224645, 48.884970561831835], ""type"": ""Point""}",426,Laumière,,,71957,Laumière,45581,Laumière,A01538,C01375,METRO 5,5,METRO,0,0,0,0,0,RATP,1,0,654439.427,6865174.2323,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/3c28f4bbbdd8db6a404f77a19c935273,Laumière
"48.842412769424165, 2.2596084727525714","{""coordinates"": [2.259608472752571, 48.842412769424165], ""type"": ""Point""}",278,Exelmans,,,71124,Exelmans,42977,Exelmans,A01542,C01379,METRO 9,9,METRO,0,0,0,0,0,RATP,1,0,645660.7071,6860517.5076,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/78e78b6d779fd1700a65a68abe9b1b7a,Exelmans
"48.809703996598586, 2.317449187923372","{""coordinates"": [2.317449187923372, 48.809703996598586], ""type"": ""Point""}",1249,Barbara,,,70441,Barbara,483278,Barbara,A01537,C01374,METRO 4,4,METRO,0,0,0,0,0,RATP,1,0,649874.2426,6856842.4412,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/40edb03ba8639ac2542ee899469bacdb,Barbara
"48.90808243688599, 2.3777414811061086","{""coordinates"": [2.377741481106109, 48.90808243688599], ""type"": ""Point""}",1251,Aimé Césaire,,,72491,Aimé Césaire,483901,Aimé Césaire,A01545,C01382,METRO 12,12,METRO,0,0,0,0,0,RATP,1,1,654388.149,6867744.7341,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/5629d91af00c9f8af73e2b4cfdbcbb49,Aimé Césaire
"48.860028457267546, 2.3139151192031537","{""coordinates"": [2.313915119203154, 48.860028457267546], ""type"": ""Point""}",362,Invalides,,,71274,Invalides,470540,Invalides,A01546,C01383,METRO 13,13,METRO,0,0,0,0,0,RATP,1,0,649663.3303,6862440.1994,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/1abb1d47991fd6f6cb130b89715ad9f1,Invalides
"48.85216836871572, 2.3896255399759543","{""coordinates"": [2.389625539975954, 48.85216836871572], ""type"": ""Point""}",98,Rue des Boulets,,,71694,Rue des Boulets,425987,Rue des Boulets,A01542,C01379,METRO 9,9,METRO,0,0,0,0,0,RATP,1,0,655211.1784,6861520.6226,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/78e78b6d779fd1700a65a68abe9b1b7a,Rue des Boulets
"48.892082785032315, 2.2850095013824134","{""coordinates"": [2.285009501382413, 48.892082785032315], ""type"": ""Point""}",16,Anatole France,,,71519,Anatole France,42195,Anatole France,A01536,C01373,METRO 3,3,METRO,0,0,0,0,0,RATP,1,0,647574.914,6866023.2122,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/f78ce6bd7997c9c645e25ebdc320ff0a,Anatole France
"48.841338248197566, 2.4009185367798023","{""coordinates"": [2.400918536779802, 48.841338248197566], ""type"": ""Point""}",59,Bel-Air,,,73650,Bel-Air,45222,Bel-Air,A01539,C01376,METRO 6,6,METRO,0,0,0,0,0,RATP,1,0,656030.6976,6860310.0662,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/57c723464a2a0862aa51d73d8a09eff0,Bel-Air
"48.869091161091255, 2.380542586000036","{""coordinates"": [2.380542586000036, 48.869091161091255], ""type"": ""Point""}",220,Couronnes,,,71834,Couronnes,42772,Couronnes,A01535,C01372,METRO 2,2,METRO,0,0,0,0,0,RATP,1,0,654559.4536,6863407.492,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/936e2e595d6b2f9c3555b888f90817a1,Couronnes
"48.83333855831707, 2.3866324020669847","{""coordinates"": [2.386632402066985, 48.83333855831707], ""type"": ""Point""}",221,Cour Saint-Émilion,,,71576,Cour Saint-Emilion,45234,Cour Saint-Emilion,A01547,C01384,METRO 14,14,METRO,0,0,0,0,0,RATP,1,0,654975.2848,6859428.6327,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/9bca75433eb738dae9e4d3657b7a3de5,Cour Saint-Émilion
"48.85043454807889, 2.2936124371878024","{""coordinates"": [2.293612437187802, 48.85043454807889], ""type"": ""Point""}",245,Dupleix,,,71197,Dupleix,42871,Dupleix,A01539,C01376,METRO 6,6,METRO,0,0,0,0,0,RATP,1,0,648164.2592,6861386.5825,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/57c723464a2a0862aa51d73d8a09eff0,Dupleix
"48.81074648584623, 2.301678555482428","{""coordinates"": [2.301678555482428, 48.81074648584623], ""type"": ""Point""}",171,Châtillon-Montrouge,,,461505,Châtillon Montrouge,42588,Châtillon-Montrouge,A01546,C01383,METRO 13,13,METRO,0,0,METRO 13,0,0,RATP,1,0,648717.1202,6856968.4784,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/1abb1d47991fd6f6cb130b89715ad9f1,Châtillon-Montrouge
"48.83494772231993, 2.3681263304132094","{""coordinates"": [2.368126330413209, 48.83494772231993], ""type"": ""Point""}",183,Chevaleret,,,73651,Chevaleret,45267,Chevaleret,A01539,C01376,METRO 6,6,METRO,0,0,0,0,0,RATP,1,0,653618.2929,6859618.2658,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/57c723464a2a0862aa51d73d8a09eff0,Chevaleret
"48.844794762777255, 2.293951963648717","{""coordinates"": [2.293951963648717, 48.844794762777255], ""type"": ""Point""}",197,Commerce,,,71132,Commerce,42734,Commerce,A01541,C01378,METRO 8,8,METRO,0,0,0,0,0,RATP,1,0,648183.5662,6860759.2738,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/fc7c7039b5a3e79675aeb4d59dce6f51,Commerce
"48.84447014036132, 2.317852783041331","{""coordinates"": [2.317852783041331, 48.84447014036132], ""type"": ""Point""}",280,Falguière,,,73641,Falguière,42981,Falguière,A01545,C01382,METRO 12,12,METRO,0,0,0,0,0,RATP,1,0,649937.2765,6860707.7605,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/5629d91af00c9f8af73e2b4cfdbcbb49,Falguière
"48.86479406396573, 2.2941620153942783","{""coordinates"": [2.294162015394278, 48.86479406396573], ""type"": ""Point""}",359,Iéna,,,71294,Iéna,43395,Iéna,A01542,C01379,METRO 9,9,METRO,0,0,0,0,0,RATP,1,0,648218.8596,6862982.8661,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/78e78b6d779fd1700a65a68abe9b1b7a,Iéna
"48.89241892201138, 2.344764611738356","{""coordinates"": [2.344764611738356, 48.89241892201138], ""type"": ""Point""}",382,Jules Joffrin,,,71521,Jules Joffrin,479055,Jules Joffrin,A01545,C01382,METRO 12,12,METRO,0,0,0,0,0,RATP,1,0,651956.5294,6866022.5738,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/5629d91af00c9f8af73e2b4cfdbcbb49,Jules Joffrin
"48.8527251192356, 2.4060891618687723","{""coordinates"": [2.406089161868772, 48.8527251192356], ""type"": ""Point""}",509,Maraîchers,,,71703,Maraîchers,44072,Maraîchers,A01542,C01379,METRO 9,9,METRO,0,0,0,0,0,RATP,1,0,656419.7092,6861573.316,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/78e78b6d779fd1700a65a68abe9b1b7a,Maraîchers
"48.89048545381225, 2.3599957663946203","{""coordinates"": [2.35999576639462, 48.89048545381225], ""type"": ""Point""}",519,Marx Dormoy,,,71510,Marx Dormoy,44113,Marx Dormoy,A01545,C01382,METRO 12,12,METRO,0,0,0,0,0,RATP,1,0,653071.5478,6865798.4226,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/5629d91af00c9f8af73e2b4cfdbcbb49,Marx Dormoy
"48.86080629033762, 2.341108591634066","{""coordinates"": [2.341108591634066, 48.86080629033762], ""type"": ""Point""}",481,Louvre-Rivoli,,,73630,Louvre Rivoli,44645,Louvre Rivoli,A01534,C01371,METRO 1,1,METRO,0,0,0,0,0,RATP,1,0,651659.1352,6862509.6962,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/f99937fd31b1787d79e47d20b18f71c4,Louvre-Rivoli
"48.88685693056751, 2.3859131742732753","{""coordinates"": [2.385913174273275, 48.88685693056751], ""type"": ""Point""}",614,Ourcq,,,71972,Ourcq,44227,Ourcq,A01538,C01375,METRO 5,5,METRO,0,0,0,0,0,RATP,1,0,654968.7705,6865379.8582,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/3c28f4bbbdd8db6a404f77a19c935273,Ourcq
"48.842866829748104, 2.3522247281830833","{""coordinates"": [2.352224728183083, 48.842866829748104], ""type"": ""Point""}",655,Place Monge,Jardin des Plantes – Arènes de Lutèce,,71133,Place Monge,44435,Place Monge,A01540,C01377,METRO 7,7,METRO,0,0,0,0,0,RATP,1,0,652458.3099,6860508.2454,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/0b6c43f2294318bf37466cef3a6c001a,Place Monge
"48.85377278708037, 2.411894837056435","{""coordinates"": [2.411894837056435, 48.85377278708037], ""type"": ""Point""}",693,Porte de Montreuil,,,71710,Porte de Montreuil,44520,Porte de Montreuil,A01542,C01379,METRO 9,9,METRO,0,0,0,0,0,RATP,1,0,656846.5807,6861686.6193,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/78e78b6d779fd1700a65a68abe9b1b7a,Porte de Montreuil
"48.85523625186787, 2.360956490023828","{""coordinates"": [2.360956490023828, 48.85523625186787], ""type"": ""Point""}",777,Saint-Paul,Le Marais,,71222,Saint-Paul (Le Marais),44881,Saint-Paul (Le Marais),A01534,C01371,METRO 1,1,METRO,0,0,0,0,0,RATP,1,0,653110.2706,6861878.3873,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/f99937fd31b1787d79e47d20b18f71c4,Saint-Paul
"48.888417477833464, 2.391784450963432","{""coordinates"": [2.391784450963432, 48.888417477833464], ""type"": ""Point""}",694,Porte de Pantin,Parc de la Villette,,71989,Porte de Pantin,44521,Porte de Pantin,A01538,C01375,METRO 5,5,METRO,0,0,0,0,0,RATP,1,0,655400.6416,6865550.0507,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/3c28f4bbbdd8db6a404f77a19c935273,Porte de Pantin
"48.83796121350173, 2.25712222983262","{""coordinates"": [2.25712222983262, 48.83796121350173], ""type"": ""Point""}",695,Porte de Saint-Cloud,Parc des Princes,,71084,Porte de Saint-Cloud,44524,Porte de Saint-Cloud,A01542,C01379,METRO 9,9,METRO,0,0,0,0,0,RATP,1,0,645473.5838,6860024.2598,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/78e78b6d779fd1700a65a68abe9b1b7a,Porte de Saint-Cloud
"48.827795542560736, 2.305534669653894","{""coordinates"": [2.305534669653894, 48.827795542560736], ""type"": ""Point""}",700,Porte de Vanves,,,71006,Porte de Vanves,44526,Porte de Vanves,A01546,C01383,METRO 13,13,METRO,0,0,0,0,0,RATP,1,0,649016.968,6858861.6144,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/1abb1d47991fd6f6cb130b89715ad9f1,Porte de Vanves
"48.81922334867439, 2.35970521674602","{""coordinates"": [2.35970521674602, 48.81922334867439], ""type"": ""Point""}",703,Porte d'Italie,,,70596,Porte d'Italie,473456,Porte d'Italie,A01540,C01377,METRO 7,7,METRO,0,0,0,0,0,RATP,1,0,652985.99,6857874.877,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/0b6c43f2294318bf37466cef3a6c001a,Porte d'Italie
"48.865737865732086, 2.3344377148655506","{""coordinates"": [2.334437714865551, 48.865737865732086], ""type"": ""Point""}",715,Pyramides,,,73788,Pyramides,44579,Pyramides,A01540,C01377,METRO 7,7,METRO,0,0,0,0,0,RATP,1,0,651174.3468,6863062.1512,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/0b6c43f2294318bf37466cef3a6c001a,Pyramides
"48.85548504946991, 2.270109138941893","{""coordinates"": [2.270109138941893, 48.85548504946991], ""type"": ""Point""}",722,Ranelagh,,,71243,Ranelagh,44594,Ranelagh,A01542,C01379,METRO 9,9,METRO,0,0,0,0,0,RATP,1,0,646444.7925,6861963.8329,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/78e78b6d779fd1700a65a68abe9b1b7a,Ranelagh
"48.853718933065686, 2.3337761382184663","{""coordinates"": [2.333776138218466, 48.853718933065686], ""type"": ""Point""}",767,Saint-Germain-des-Prés,,,71216,Saint-Germain-des-Prés,44799,Saint-Germain-des-Prés,A01537,C01374,METRO 4,4,METRO,0,0,0,0,0,RATP,1,0,651114.5389,6861726.1589,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/40edb03ba8639ac2542ee899469bacdb,Saint-Germain-des-Prés
"48.86428575771083, 2.3797418931775534","{""coordinates"": [2.379741893177553, 48.86428575771083], ""type"": ""Point""}",774,Rue Saint-Maur,,,71795,Rue Saint-Maur,45194,Rue Saint-Maur,A01536,C01373,METRO 3,3,METRO,0,0,0,0,0,RATP,1,0,654496.5224,6862873.6278,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/f78ce6bd7997c9c645e25ebdc320ff0a,Rue Saint-Maur
"48.86361093671121, 2.2875801625296517","{""coordinates"": [2.287580162529652, 48.86361093671121], ""type"": ""Point""}",862,Trocadéro,,,71285,Trocadéro,44962,Trocadéro,A01539,C01376,METRO 6,6,METRO,0,0,0,0,0,RATP,1,0,647734.8329,6862855.649,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/57c723464a2a0862aa51d73d8a09eff0,Trocadéro
"48.818676408977936, 2.3197403132985555","{""coordinates"": [2.319740313298555, 48.818676408977936], ""type"": ""Point""}",1134,Mairie de Montrouge,,,70586,Mairie de Montrouge,45904,Mairie de Montrouge,A01537,C01374,METRO 4,4,METRO,0,0,METRO 4,0,0,RATP,1,0,650051.0907,6857838.6019,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/40edb03ba8639ac2542ee899469bacdb,Mairie de Montrouge
"48.89740222196378, 2.344847748752398","{""coordinates"": [2.344847748752398, 48.89740222196378], ""type"": ""Point""}",690,Porte de Clignancourt,,,478883,Porte de Clignancourt,44515,Porte de Clignancourt,A01537,C01374,METRO 4,4,METRO,0,0,METRO 4,0,0,RATP,1,0,651967.2227,6866576.6415,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/40edb03ba8639ac2542ee899469bacdb,Porte de Clignancourt
"48.89724528715874, 2.359507868815593","{""coordinates"": [2.359507868815593, 48.89724528715874], ""type"": ""Point""}",691,Porte de la Chapelle,,,72064,Porte de La Chapelle,473459,Porte de La Chapelle,A01545,C01382,METRO 12,12,METRO,0,0,0,0,0,RATP,1,0,653041.8705,6866550.3731,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/5629d91af00c9f8af73e2b4cfdbcbb49,Porte de la Chapelle
"48.884594207093436, 2.337949775692069","{""coordinates"": [2.337949775692069, 48.884594207093436], ""type"": ""Point""}",2,Abbesses,Butte Montmartre,,71432,Abbesses,42155,Abbesses,A01545,C01382,METRO 12,12,METRO,0,0,0,0,0,RATP,1,0,651449.5654,6865156.6779,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/5629d91af00c9f8af73e2b4cfdbcbb49,Abbesses
"48.860786962592236, 2.320998191954084","{""coordinates"": [2.320998191954084, 48.860786962592236], ""type"": ""Point""}",30,Assemblée Nationale,,,73642,Assemblée Nationale / Lille - Université,45704,Assemblée Nationale,A01545,C01382,METRO 12,12,METRO,0,0,0,0,0,RATP,1,0,650183.7135,6862520.0466,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/5629d91af00c9f8af73e2b4cfdbcbb49,Assemblée Nationale
"48.822583706802426, 2.298464191958534","{""coordinates"": [2.298464191958534, 48.822583706802426], ""type"": ""Point""}",504,Malakoff - Plateau de Vanves,,,73766,Malakoff - Plateau De Vanves,413433,Malakoff - Plateau De Vanves,A01546,C01383,METRO 13,13,METRO,0,0,0,0,0,RATP,1,0,648492.7655,6858286.7118,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/1abb1d47991fd6f6cb130b89715ad9f1,Malakoff - Plateau de Vanves
"48.82218265762191, 2.3585513482022034","{""coordinates"": [2.358551348202203, 48.82218265762191], ""type"": ""Point""}",497,Maison Blanche,,,70645,Maison Blanche,44057,Maison Blanche,A01540,C01377,METRO 7,7,METRO,0,0,0,0,0,RATP,1,0,652903.9414,6858204.6036,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/0b6c43f2294318bf37466cef3a6c001a,Maison Blanche
"48.87797270048515, 2.2983103737615282","{""coordinates"": [2.298310373761528, 48.87797270048515], ""type"": ""Point""}",850,Ternes,,,71367,Ternes,44931,Ternes,A01535,C01372,METRO 2,2,METRO,0,0,0,0,0,RATP,1,0,648536.2023,6864445.5141,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/936e2e595d6b2f9c3555b888f90817a1,Ternes
"48.88796756081547, 2.3734568878525493","{""coordinates"": [2.373456887852549, 48.88796756081547], ""type"": ""Point""}",739,Riquet,,,71977,Riquet,44643,Riquet,A01540,C01377,METRO 7,7,METRO,0,0,0,0,0,RATP,1,0,654056.345,6865510.53,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/0b6c43f2294318bf37466cef3a6c001a,Riquet
"48.84797154056247, 2.2577446803632024","{""coordinates"": [2.257744680363202, 48.84797154056247], ""type"": ""Point""}",683,Porte d'Auteuil,,,71169,Porte d'Auteuil,44504,Porte d'Auteuil,A01543,C01380,METRO 10,10,METRO,0,0,0,0,0,RATP,1,0,645529.7326,6861136.8658,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/2354d638a96aaa2bdc700214befec049,Porte d'Auteuil
"48.87755125086984, 2.2831622422302287","{""coordinates"": [2.283162242230229, 48.87755125086984], ""type"": ""Point""}",1,Porte Maillot,Palais des Congrès,,71379,Porte Maillot,44533,Porte Maillot,A01534,C01371,METRO 1,1,METRO,0,0,0,0,0,RATP,1,0,647424.8025,6864408.6314,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/f99937fd31b1787d79e47d20b18f71c4,Porte Maillot
"48.87844429946005, 2.3619653022299594","{""coordinates"": [2.361965302229959, 48.87844429946005], ""type"": ""Point""}",161,Château-Landon,,,71359,Château Landon,470519,Gare de l'Est,A01540,C01377,METRO 7,7,METRO,0,0,0,0,0,RATP,1,0,653205.1424,6864458.3475,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/0b6c43f2294318bf37466cef3a6c001a,Château-Landon
"48.87932978774786, 2.3040703912187595","{""coordinates"": [2.304070391218759, 48.87932978774786], ""type"": ""Point""}",218,Courcelles,,,71376,Courcelles,42771,Courcelles,A01535,C01372,METRO 2,2,METRO,0,0,0,0,0,RATP,1,0,648959.9764,6864592.6739,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/936e2e595d6b2f9c3555b888f90817a1,Courcelles
"48.7966821340621, 2.449412805145807","{""coordinates"": [2.449412805145807, 48.7966821340621], ""type"": ""Point""}",223,Créteil–L’Échat,Hôpital Henri Mondor,,70269,Créteil L'Échat,45712,Créteil L'Échat,A01541,C01378,METRO 8,8,METRO,0,0,0,0,0,RATP,1,0,659555.2293,6855318.906,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/fc7c7039b5a3e79675aeb4d59dce6f51,Créteil–L’Échat
"48.89090644862382, 2.3770904390888754","{""coordinates"": [2.377090439088875, 48.89090644862382], ""type"": ""Point""}",227,Crimée,,,72013,Crimée,42780,Crimée,A01540,C01377,METRO 7,7,METRO,0,0,0,0,0,RATP,1,0,654325.3614,6865835.2112,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/0b6c43f2294318bf37466cef3a6c001a,Crimée
"48.84023383539418, 2.35160647530219","{""coordinates"": [2.35160647530219, 48.84023383539418], ""type"": ""Point""}",127,Censier-Daubenton,,,71100,Censier Daubenton,42461,Censier Daubenton,A01540,C01377,METRO 7,7,METRO,0,0,0,0,0,RATP,1,0,652410.5319,6860215.8558,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/0b6c43f2294318bf37466cef3a6c001a,Censier-Daubenton
"48.88671096710697, 2.349559430194617","{""coordinates"": [2.349559430194617, 48.88671096710697], ""type"": ""Point""}",162,Château Rouge,,,71469,Château Rouge,42585,Château Rouge,A01537,C01374,METRO 4,4,METRO,0,0,0,0,0,RATP,1,0,652302.861,6865384.9736,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/40edb03ba8639ac2542ee899469bacdb,Château Rouge
"48.89465585739898, 2.382160158371537","{""coordinates"": [2.382160158371537, 48.89465585739898], ""type"": ""Point""}",209,Corentin Cariou,,,72031,Corentin Cariou,45598,Corentin Cariou,A01540,C01377,METRO 7,7,METRO,0,0,0,0,0,RATP,1,0,654700.3515,6866249.2071,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/0b6c43f2294318bf37466cef3a6c001a,Corentin Cariou
"48.88233342277264, 2.321801731063168","{""coordinates"": [2.321801731063168, 48.88233342277264], ""type"": ""Point""}",746,Rome,,,71408,Rome,44662,Rome,A01535,C01372,METRO 2,2,METRO,0,0,0,0,0,RATP,1,0,650263.243,6864915.3429,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/936e2e595d6b2f9c3555b888f90817a1,Rome
"48.93677678897849, 2.359366296360598","{""coordinates"": [2.359366296360598, 48.93677678897849], ""type"": ""Point""}",761,Basilique de Saint-Denis,Hôtel de Ville,,72326,Basilique de Saint-Denis,463329,Basilique de Saint-Denis,A01546,C01383,METRO 13,13,METRO,0,0,0,0,0,RATP,1,0,653067.1558,6870946.2603,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/1abb1d47991fd6f6cb130b89715ad9f1,Basilique de Saint-Denis
"48.83173796343587, 2.237436786980606","{""coordinates"": [2.237436786980606, 48.83173796343587], ""type"": ""Point""}",74,Billancourt,,,71034,Billancourt,42334,Billancourt,A01542,C01379,METRO 9,9,METRO,0,0,0,0,0,RATP,1,0,644022.0556,6859346.0848,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/78e78b6d779fd1700a65a68abe9b1b7a,Billancourt
"48.836295300607894, 2.2783302598660233","{""coordinates"": [2.278330259866023, 48.836295300607894], ""type"": ""Point""}",47,Balard,,,71073,Balard,463354,Balard,A01541,C01378,METRO 8,8,METRO,0,0,METRO 8,0,0,RATP,1,0,647028.4931,6859824.5937,https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/fc7c7039b5a3e79675aeb4d59dce6f51,Balard
