PM10,TEMP,HUMI,Year,Gare,Date
104.47826086956522,13.0,33.333333333333336,2022,Nation RER A,2022-12-13
108.79166666666667,13.0,37.666666666666664,2022,Nation RER A,2022-12-14
106.5,13.0,33.333333333333336,2022,Nation RER A,2022-12-15
98.54166666666667,,41.0,2022,Nation RER A,2022-12-16
86.33333333333333,13.0,38.0,2022,Nation RER A,2022-12-17
79.33333333333333,12.0,43.0,2022,Nation RER A,2022-12-18
82.45833333333333,,60.0,2022,Nation RER A,2022-12-19
76.95454545454545,14.0,60.0,2022,Nation RER A,2022-12-20
70.72727272727273,15.5,72.0,2022,Nation RER A,2022-12-21
93.82608695652173,16.0,72.66666666666667,2022,Nation RER A,2022-12-22
82.54166666666667,16.5,,2022,Nation RER A,2022-12-23
84.58333333333333,,64.33333333333333,2022,Nation RER A,2022-12-24
81.75,16.142857142857142,66.33333333333333,2022,Nation RER A,2022-12-25
82.95833333333333,16.0,62.0,2022,Nation RER A,2022-12-26
98.66666666666667,16.0,49.0,2022,Nation RER A,2022-12-27
79.08695652173913,16.0,62.5,2022,Nation RER A,2022-12-28
68.91304347826087,16.0,58.5,2022,Nation RER A,2022-12-29
71.75,,56.0,2022,Nation RER A,2022-12-30
70.66666666666667,17.0,73.0,2022,Nation RER A,2022-12-31
87.66666666666667,18.0,,2023,Nation RER A,2023-01-01
133.08333333333334,17.5,63.25,2023,Nation RER A,2023-01-02
137.30434782608697,18.0,50.0,2023,Nation RER A,2023-01-03
165.17391304347825,18.0,64.66666666666667,2023,Nation RER A,2023-01-04
101.0,18.5,64.5,2023,Nation RER A,2023-01-05
77.625,17.666666666666668,58.0,2023,Nation RER A,2023-01-06
81.95,18.0,48.0,2023,Nation RER A,2023-01-07
63.17391304347826,17.0,54.666666666666664,2023,Nation RER A,2023-01-08
99.20833333333333,16.5,49.5,2023,Nation RER A,2023-01-09
102.29166666666667,16.0,49.666666666666664,2023,Nation RER A,2023-01-10
110.41666666666667,17.0,59.0,2023,Nation RER A,2023-01-11
135.16666666666666,16.75,58.0,2023,Nation RER A,2023-01-12
126.79166666666667,,60.0,2023,Nation RER A,2023-01-13
85.04347826086956,17.0,57.0,2023,Nation RER A,2023-01-14
72.63636363636364,16.0,45.8,2023,Nation RER A,2023-01-15
85.04761904761905,15.5,49.0,2023,Nation RER A,2023-01-16
90.58333333333333,15.0,45.666666666666664,2023,Nation RER A,2023-01-17
93.20833333333333,14.75,38.0,2023,Nation RER A,2023-01-18
61.25,14.0,43.0,2023,Nation RER A,2023-01-19
69.91666666666667,14.0,,2023,Nation RER A,2023-01-20
62.541666666666664,14.0,41.0,2023,Nation RER A,2023-01-21
54.583333333333336,13.0,37.5,2023,Nation RER A,2023-01-22
76.12,13.0,43.0,2023,Nation RER A,2023-01-23
82.625,13.4,44.666666666666664,2023,Nation RER A,2023-01-24
83.0,13.5,43.5,2023,Nation RER A,2023-01-25
85.08333333333333,13.0,51.75,2023,Nation RER A,2023-01-26
70.70833333333333,13.5,47.6,2023,Nation RER A,2023-01-27
72.47826086956522,13.5,42.0,2023,Nation RER A,2023-01-28
86.5,,39.0,2023,Nation RER A,2023-01-29
81.8695652173913,14.0,53.0,2023,Nation RER A,2023-01-30
75.70833333333333,,,2023,Nation RER A,2023-01-31
90.69565217391305,15.0,52.5,2023,Nation RER A,2023-02-01
126.875,15.75,50.0,2023,Nation RER A,2023-02-02
86.95833333333333,,52.0,2023,Nation RER A,2023-02-03
74.5,16.0,61.333333333333336,2023,Nation RER A,2023-02-04
70.30434782608695,15.0,47.75,2023,Nation RER A,2023-02-05
95.91666666666667,,46.666666666666664,2023,Nation RER A,2023-02-06
103.875,14.5,34.0,2023,Nation RER A,2023-02-07
112.70833333333333,15.0,34.666666666666664,2023,Nation RER A,2023-02-08
138.625,14.5,37.0,2023,Nation RER A,2023-02-09
124.29166666666667,15.0,46.75,2023,Nation RER A,2023-02-10
99.33333333333333,14.5,50.666666666666664,2023,Nation RER A,2023-02-11
66.82608695652173,15.333333333333334,53.0,2023,Nation RER A,2023-02-12
90.75,16.0,50.5,2023,Nation RER A,2023-02-13
117.95833333333333,,49.714285714285715,2023,Nation RER A,2023-02-14
194.29166666666666,16.0,51.0,2023,Nation RER A,2023-02-15
186.16666666666666,,51.4,2023,Nation RER A,2023-02-16
184.17391304347825,17.0,63.6,2023,Nation RER A,2023-02-17
139.45454545454547,17.0,53.0,2023,Nation RER A,2023-02-18
129.375,17.0,56.333333333333336,2023,Nation RER A,2023-02-19
189.95833333333334,17.0,50.333333333333336,2023,Nation RER A,2023-02-20
184.41666666666666,,46.333333333333336,2023,Nation RER A,2023-02-21
176.29166666666666,17.5,50.0,2023,Nation RER A,2023-02-22
180.95833333333334,17.0,59.0,2023,Nation RER A,2023-02-23
170.875,17.0,49.4,2023,Nation RER A,2023-02-24
203.25,17.0,40.5,2023,Nation RER A,2023-02-25
144.04166666666666,,37.0,2023,Nation RER A,2023-02-26
185.625,16.0,30.25,2023,Nation RER A,2023-02-27
166.83333333333334,15.333333333333334,35.0,2023,Nation RER A,2023-02-28
167.58333333333334,15.25,35.0,2023,Nation RER A,2023-03-01
177.08333333333334,15.25,,2023,Nation RER A,2023-03-02
163.83333333333334,15.666666666666666,42.6,2023,Nation RER A,2023-03-03
130.41666666666666,,43.5,2023,Nation RER A,2023-03-04
107.63636363636364,15.0,39.5,2023,Nation RER A,2023-03-05
190.2608695652174,,43.5,2023,Nation RER A,2023-03-06
129.6086956521739,16.0,43.25,2023,Nation RER A,2023-03-07
151.8695652173913,16.5,62.0,2023,Nation RER A,2023-03-08
190.125,16.0,65.0,2023,Nation RER A,2023-03-09
191.20833333333334,17.0,54.75,2023,Nation RER A,2023-03-10
183.33333333333334,16.0,44.666666666666664,2023,Nation RER A,2023-03-11
131.29166666666666,16.666666666666668,59.0,2023,Nation RER A,2023-03-12
133.79166666666666,17.8,67.0,2023,Nation RER A,2023-03-13
185.34782608695653,17.0,60.5,2023,Nation RER A,2023-03-14
211.45833333333334,17.0,,2023,Nation RER A,2023-03-15
198.5,17.0,41.0,2023,Nation RER A,2023-03-16
224.29166666666666,17.0,57.0,2023,Nation RER A,2023-03-17
