Rang,Réseau,Station,Trafic,Correspondance_1,Correspondance_2,Correspondance_3,Correspondance_4,Correspondance_5,Ville,Arrondissement,Année
193,Métro,CARREFOUR PLEYEL,2829368,13,,,,,Saint Denis,0,2013,,,,,
87,Métro,GLACIERE,4933269,6,,,,,Paris,13,2013,,,,,
201,Métro,NATIONALE,2710907,6,,,,,Paris,13,2013,,,,,
90,Métro,COLONEL FABIEN,4808282,2,,,,,Paris,10,2013,,,,,
205,Métro,COURCELLES,2650620,2,,,,,Paris,17,2013,,,,,
91,Métro,PLAISANCE,4794268,13,,,,,Paris,14,2013,,,,,
233,Métro,TRINITE D'ESTIENNE D'ORVES,2296191,12,,,,,Paris,9,2013,,,,,
105,Métro,ECOLE MILITAIRE,4443503,8,,,,,Paris,7,2013,,,,,
255,Métro,MALAKOFF RUE ETIENNE DOLET,1881782,13,,,,,Malakoff,0,2013,,,,,
118,Métro,ALMA MARCEAU,4060044,9,,,,,Paris,8,2013,,,,,
119,Métro,CHATEAU D'EAU,4059164,4,,,,,Paris,10,2013,,,,,
120,Métro,CHARONNE,4047046,9,,,,,Paris,12,2013,,,,,
146,Métro,LOUISE MICHEL,3594105,3,,,,,Levallois Perret,0,2013,,,,,
171,Métro,PORTE DE CHOISY,3085089,7,,,,,Paris,13,2013,,,,,
9,Métro,LA DEFENSE,14275382,1,,,,,Puteaux,0,2013,,,,,
221,Métro,TELEGRAPHE,2506008,11,,,,,Paris,20,2013,,,,,
53,Métro,VILLIERS,6309746,2,3,,,,Paris,17,2013
250,Métro,MICHEL BIZOT,2038450,8,,,,,Paris,12,2013,,,,,
55,Métro,CHATILLON MONTROUGE,6246622,13,,,,,Chatillon,0,2013,,,,,
298,Métro,BOLIVAR,646310,7bis,,,,, Paris,19,2013,,,,,
149,Métro,SENTIER,3568784,3,,,,,Paris,3,2013,,,,,
179,Métro,NOTRE DAME DE LORETTE,3007196,12,,,,,Paris,9,2013,,,,,
261,Métro,RASPAIL,1836323,4,6,,,,Paris,14,2013
103,Métro,PORTE DE VANVES,4464578,13,,,,,Paris,14,2013,,,,,
40,Métro,AUBERVILLIERS PANTIN QUATRE CHEMINS,7051944,7,,,,,Aubervilliers,0,2013,,,,,
114,Métro,LA MUETTE,4206204,9,,,,,Paris,16,2013,,,,,
49,Métro,LA CHAPELLE,6503089,2,,,,,Paris,9,2013,,,,,
158,Métro,DUROC,3339347,10,13,,,,Paris,7,2013
66,Métro,REUILLY DIDEROT,5662974,1,8,,,,Paris,12,2013
210,Métro,CORVISART,2622998,6,,,,,Paris,13,2013,,,,,
77,Métro,ALESIA,5237657,4,,,,,Paris,14,2013,,,,,
222,Métro,LOUIS BLANC,2489483,7,7bis,,,,Paris,10,2013
81,Métro,CHATEAU DE VINCENNES,5122469,1,,,,,Vincennes,0,2013,,,,,
260,Métro,SAINT FRANCOIS XAVIER,1837976,13,,,,,Paris,7,2013,,,,,
148,Métro,TOLBIAC,3582639,7,,,,,Paris,13,2013,,,,,
292,Métro,VANEAU,964320,10,,,,,Paris,7,2013,,,,,
151,Métro,JOURDAIN,3462099,11,,,,,Paris,20,2013,,,,,
194,Métro,ROME,2818857,2,,,,,Paris,17,2013,,,,,
216,Métro,LIBERTE,2557299,8,,,,,Charenton,0,2013,,,,,
71,Métro,BASILIQUE DE SAINT DENIS,5393138,13,,,,,Saint Denis,0,2013,,,,,
128,Métro,LEDRU ROLLIN,3917141,8,,,,,Paris,12,2013,,,,,
72,Métro,RICHELIEU DROUOT,5362641,8,9,,,,Paris,9,2013
135,Métro,LES GOBELINS,3835783,7,,,,,Paris,13,2013,,,,,
113,Métro,BLANCHE,4251153,2,,,,,Paris,9,2013,,,,,
242,Métro,MAISON BLANCHE,2122847,7,,,,,Paris,13,2013,,,,,
139,Métro,MARX DORMOY,3753736,12,,,,,Paris,18,2013,,,,,
252,Métro,BUZENVAL,1914564,9,,,,,Paris,20,2013,,,,,
161,Métro,BOURSE,3288142,3,,,,,Paris,2,2013,,,,,
164,Métro,ECOLE VETERINAIRE DE MAISONS ALFORT,3175166,8,,,,,Maisons  Alfort,0,2013,,,,,
23,Métro,PORTE MAILLOT,8998134,1,,,,,Paris,16,2013,,,,,
273,Métro,PONT MARIE,1624879,7,,,,,Paris,4,2013,,,,,
68,Métro,LA COURNEUVE 8 MAI 1945,5536146,7,,,,,La Courneuve,0,2013,,,,,
275,Métro,PONT NEUF,1614109,7,,,,,Paris,4,2013,,,,,
76,Métro,PORTE DE SAINT CLOUD,5284078,9,,,,,Paris,16,2013,,,,,
190,Métro,PORTE DAUPHINE,2890496,2,,,,,Paris,16,2013,,,,,
209,Métro,MALESHERBES,2623165,3,,,,,Paris,17,2013,,,,,
217,Métro,SAINT SULPICE,2551607,4,,,,,Paris,6,2013,,,,,
220,Métro,CLUNY LA SORBONNE,2509657,10,,,,,Paris,5,2013,,,,,
31,Métro,HAVRE CAUMARTIN,7899688,3,9,,,,Paris,9,2013
244,Métro,MICHEL ANGE MOLITOR,2097256,9,10,,,,Paris,16,2013
32,Métro,CHAUSSEE D'ANTIN LA FAYETTE,7600254,7,9,,,,Paris,9,2013
281,Métro,AVENUE EMILE ZOLA,1476223,10,,,,,Paris,15,2013,,,,,
33,Métro,STALINGRAD,7588899,2,5,7,,,Paris,19,2013
294,Métro,FALGUIERE,930847,12,,,,,Paris,15,2013,,,,,
94,Métro,PERE LACHAISE,4682893,2,3,,,,Paris,20,2013
238,Métro,MICHEL ANGE AUTEUIL,2222709,9,10,,,,Paris,16,2013
11,Métro,BASTILLE,13706765,1,5,8,,,Paris,12,2013
302,Métro,PRE SAINT GERVAIS,365930,7bis,,,,, Paris,19,2013,,,,,
15,Métro,BELLEVILLE,11558246,2,11,,,,Paris,10,2013
30,Métro,BIR HAKEIM,8157090,6,,,,,Paris,15,2013,,,,,
122,Métro,PORTE DE CLICHY,4021254,13,,,,,Paris,17,2013,,,,,
168,Métro,RUE DE LA POMPE,3138962,9,,,,,Paris,16,2013,,,,,
167,Métro,FUNICULAIRE,3152786,2,,,,,Paris,18,2013,,,,,
199,Métro,JACQUES BONSERGENT,2727155,5,,,,,Paris,10,2013,,,,,
3,Métro,GARE DE LYON,34895701,1,14,A,,,Paris,12,2013
203,Métro,DUGOMMIER,2674338,6,,,,,Paris,12,2013,,,,,
14,Métro,FRANKLIN D. ROOSEVELT,11890240,1,9,,,,Paris,8,2013
219,Métro,VOLONTAIRES,2511126,12,,,,,Paris,15,2013,,,,,
89,Métro,PORTE DE MONTREUIL,4862314,9,,,,,Paris,20,2013,,,,,
232,Métro,CITE,2317889,4,,,,,Paris,4,2013,,,,,
131,Métro,VICTOR HUGO,3908009,2,,,,,Paris,16,2013,,,,,
251,Métro,MABILLON,1980247,10,,,,,Paris,6,2013,,,,,
145,Métro,POISSONNIERE,3594301,7,,,,,Paris,10,2013,,,,,
272,Métro,PORTE DE CHARENTON,1642061,8,,,,,Paris,12,2013,,,,,
166,Métro,LAMARCK CAULAINCOURT,3154666,12,,,,,Paris,18,2013,,,,,
274,Métro,EUROPE,1619580,3,,,,,Paris,8,2013,,,,,
228,Métro,BOBIGNY PANTIN RAYMOND QUENEAU,2371008,5,,,,,Pantin,0,2013,,,,,
296,Métro,PORTE D'AUTEUIL,687237,10,,,,,Paris,16,2013,,,,,
258,Métro,MONTGALLET,1864016,8,,,,,Paris,12,2013,,,,,
299,Métro,DANUBE,600883,7bis,,,,, Paris,19,2013,,,,,
285,Métro,RENNES,1297127,12,,,,,Paris,6,2013,,,,,
290,Métro,CAMPO FORMIO,1120960,5,,,,,Paris,13,2013,,,,,
18,Métro,STRASBOURG SAINT DENIS,9751180,4,8,9,,,Paris,2,2013
17,Métro,ESPLANADE DE LA DEFENSE,9843051,1,,,,,Puteaux,0,2013,,,,,
279,Métro,FRONT POPULAIRE,1486925,12,,,,,Saint Denis / Aubervilliers,0,2013,,,,,
36,Métro,INVALIDES,7283347,8,13,,,,Paris,7,2013
137,Métro,CENSIER DAUBENTON,3777857,7,,,,,Paris,6,2013,,,,,
56,Métro,PORTE DE VERSAILLES,6238822,12,,,,,Paris,15,2013,,,,,
57,Métro,PIGALLE,6201914,2,12,,,,Paris,18,2013
123,Métro,DUPLEIX,3983127,6,,,,,Paris,15,2013,,,,,
73,Métro,SAINT DENIS UNIVERSITE,5357667,13,,,,,Saint Denis,0,2013,,,,,
7,Métro,BIBLIOTHEQUE,15472531,14,,,,,Paris,13,2013,,,,,
147,Métro,PORTE DE CHAMPERRET,3585658,3,,,,,Paris,17,2013,,,,,
82,Métro,PASTEUR,5110865,6,12,,,,Paris,9,2013
8,Métro,LES HALLES,15347160,4,,,,,Paris,1,2013,,,,,
213,Métro,ABBESSES,2588279,12,,,,,Paris,18,2013,,,,,
110,Métro,CHARLES MICHELS,4339534,10,,,,,Paris,15,2013,,,,,
34,Métro,MADELEINE,7475264,8,12,14,,,Paris,8,2013
240,Métro,LA TOUR MAUBOURG,2152005,8,,,,,Paris,7,2013,,,,,
126,Métro,FORT D'AUBERVILLIERS,3927340,7,,,,,Aubervilliers,0,2013,,,,,
106,Métro,JULES JOFFRIN,4441668,12,,,,,Paris,18,2013,,,,,
243,Métro,JASMIN,2115456,9,,,,,Paris,16,2013,,,,,
160,Métro,PARMENTIER,3305625,3,,,,,Paris,11,2013,,,,,
176,Métro,COURONNES,3034396,2,,,,,Paris,11,2013,,,,,
249,Métro,BREGUET SABIN,2038531,5,,,,,Paris,11,2013,,,,,
269,Métro,MOUTON DUVERNET,1688932,4,,,,,Paris,14,2013,,,,,
188,Métro,LA FOURCHE,2904781,13,,,,,Paris,8,2013,,,,,
257,Métro,PORTE D'IVRY,1868796,7,,,,,Paris,13,2013,,,,,
215,Métro,VILLEJUIF LEO LAGRANGE,2558494,7,,,,,Villejuif,0,2013,,,,,
263,Métro,SAINT SEBASTIEN FROISSART,1783783,8,,,,,Paris,3,2013,,,,,
245,Métro,MAISONS ALFORT LES JUILLIOTTES,2085806,8,,,,,Maisons  Alfort,0,2013,,,,,
264,Métro,RICHARD LENOIR,1767814,5,,,,,Paris,11,2013,,,,,
270,Métro,MONCEAU,1654418,2,,,,,Paris,17,2013,,,,,
277,Métro,SULLY MORLAND,1575223,7,,,,,Paris,4,2013,,,,,
280,Métro,CHEMIN VERT,1483745,8,,,,,Paris,11,2013,,,,,
297,Métro,CHARDON LAGACHE,651234,10,,,,,Paris,16,2013,,,,,
45,Métro,OLYMPIADES,6886845,14,,,,,Paris,13,2013,,,,,
236,Métro,VILLEJUIF PAUL VAILLANT COUTURIER,2261934,7,,,,,Villejuif,0,2013,,,,,
28,Métro,GARE D'AUSTERLITZ,8375268,5,10,,,,Paris,13,2013
287,Métro,KLEBER,1260051,6,,,,,Paris,16,2013,,,,,
271,Métro,CHATEAU LANDON,1644923,7,,,,,Paris,10,2013,,,,,
48,Métro,SAINT PAUL,6515486,1,,,,,Paris,4,2013,,,,,
2,Métro,SAINT LAZARE,44939493,3,9,12,13,14,Paris,8,2013
16,Métro,PLACE D'ITALIE,11534907,5,6,7,,,Paris,13,2013
97,Métro,GUY MOQUET,4660620,13,,,,,Paris,17,2013,,,,,
6,Métro,REPUBLIQUE,16953175,3,5,8,9,11,Paris,11,2013
64,Métro,VILLEJUIF LOUIS ARAGON,5814857,7,,,,,Villejuif,0,2013,,,,,
136,Métro,OURCQ,3792001,5,,,,,Paris,19,2013,,,,,
98,Métro,CHAMPS ELYSEES CLEMENCEAU,4617843,1,13,,,,Paris,8,2013
127,Métro,ALEXANDRE DUMAS,3919412,2,,,,,Paris,11,2013,,,,,
157,Métro,PERNETY,3348989,13,,,,,Paris,14,2013,,,,,
100,Métro,RAMBUTEAU,4498414,11,,,,,Paris,3,2013,,,,,
130,Métro,PASSY,3908764,6,,,,,Paris,16,2013,,,,,
159,Métro,PLACE DES FETES,3321050,7bis,11,,,,Paris,19,2013
102,Métro,PORTE DE BAGNOLET,4487998,3,,,,,Paris,20,2013,,,,,
51,Métro,MAIRIE DE MONTREUIL,6328612,9,,,,,Montreuil,0,2013,,,,,
104,Métro,ROBESPIERRE,4448864,9,,,,,Montreuil,0,2013,,,,,
46,Métro,CHATEAU ROUGE,6874733,4,,,,,Paris,18,2013,,,,,
52,Métro,GALLIENI,6316117,3,,,,,Bagnolet,0,2013,,,,,
266,Métro,CARDINAL LEMOINE,1715926,10,,,,,Paris,5,2013,,,,,
63,Métro,COUR SAINT EMILION,5857110,14,,,,,Paris,12,2013,,,,,
54,Métro,GEORGE V,6302761,1,,,,,Paris,8,2013,,,,,
282,Métro,MIRABEAU,1420987,10,,,,,Paris,16,2013,,,,,
111,Métro,MAIRIE D'ISSY,4322511,12,,,,,Issy Les Moulineaux,0,2013,,,,,
60,Métro,MARCEL SEMBAT,5942496,9,,,,,Boulogne Billancourt,0,2013,,,,,
124,Métro,LES COURTILLES,3944225,13,,,,,Asnières sur Seine,0,2013,,,,,
62,Métro,PORTE DE VINCENNES,5878175,1,,,,,Paris,12,2013,,,,,
198,Métro,RUE DES BOULETS,2740221,9,,,,,Paris,11,2013,,,,,
69,Métro,BERCY,5473870,6,14,,,,Paris,12,2013
218,Métro,RIQUET,2537863,7,,,,,Paris,19,2013,,,,,
109,Métro,DENFERT ROCHEREAU,4339678,4,6,,,,Paris,14,2013
86,Métro,BONNE NOUVELLE,4953438,8,9,,,,Paris,10,2013
235,Métro,LE PELETIER,2271055,7,,,,,Paris,9,2013,,,,,
115,Métro,JUSSIEU,4202204,7,10,,,,Paris,5,2013
133,Métro,MALAKOFF PLATEAU DE VANVES,3852053,13,,,,,Malakoff,0,2013,,,,,
267,Métro,LIEGE,1712165,13,,,,,Paris,8,2013,,,,,
140,Métro,GONCOURT,3740119,11,,,,,Paris,11,2013,,,,,
155,Métro,PORTE DE LA VILLETTE,3391140,7,,,,,Paris,19,2013,,,,,
141,Métro,PORTE DES LILAS,3724568,3bis,11,,,,Paris,20,2013
173,Métro,CHARENTON ECOLES,3074333,8,,,,,Charenton,0,2013,,,,,
239,Métro,VAVIN,2212681,4,,,,,Paris,14,2013,,,,,
180,Métro,SIMPLON,2994773,4,,,,,Paris,18,2013,,,,,
4,Métro,MONTPARNASSE BIENVENUE,31919734,4,6,12,13,,Paris,14,2013
246,Métro,NOTRE DAME DES CHAMPS,2077450,12,,,,,Paris,6,2013,,,,,
184,Métro,ARGENTINE,2932686,1,,,,,Paris,17,2013,,,,,
21,Métro,PLACE CLICHY,9356430,2,13,,,,Paris,17,2013
265,Métro,QUATRE SEPTEMBRE,1758632,3,,,,,Paris,2,2013,,,,,
195,Métro,COMMERCE,2814912,8,,,,,Paris,15,2013,,,,,
27,Métro,BARBES ROCHECHOUART,8392009,2,4,,,,Paris,18,2013
276,Métro,SEGUR,1604694,10,,,,,Paris,15,2013,,,,,
196,Métro,ETIENNE MARCEL,2803893,4,,,,,Paris,1,2013,,,,,
107,Métro,LE KREMLIN BICETRE,4428481,7,,,,,Kremlin Bicêtre,0,2013,,,,,
229,Métro,LES AGNETTES,2368284,13,,,,,Asnières sur Seine,0,2013,,,,,
262,Métro,FILLES DU CALVAIRE,1784167,8,,,,,Paris,3,2013,,,,,
259,Métro,SAINT MARCEL,1853989,5,,,,,Paris,13,2013,,,,,
301,Métro,PELLEPORT,386605,3bis,,,,, Paris,20,2013,,,,,
29,Métro,LA MOTTE PICQUET GRENELLE,8280583,6,8,10,,,Paris,15,2013
59,Métro,SAINT MANDE TOURELLE,6039765,1,,,,,Saint Mandé,0,2013,,,,,
138,Métro,PORTE DE SAINT OUEN,3762943,13,,,,,Paris,17,2013,,,,,
1,Métro,GARE DU NORD,49977513,4,5,,,,Paris,10,2013
80,Métro,CROIX DE CHAVAUX,5167717,9,,,,,Montreuil,0,2013,,,,,
162,Métro,SAINT PLACIDE,3287084,4,,,,,Paris,6,2013,,,,,
50,Métro,MARCADET POISSONNIERS,6381604,4,12,,,,Paris,18,2013
95,Métro,PORTE DE PANTIN,4675965,5,,,,,Paris,19,2013,,,,,
175,Métro,PLACE MONGE,3057167,7,,,,,Paris,6,2013,,,,,
92,Métro,PEREIRE,4787487,3,,,,,Paris,17,2013,,,,,
116,Métro,BALARD,4189814,8,,,,,Paris,15,2013,,,,,
207,Métro,SOLFERINO,2632023,12,,,,,Paris,7,2013,,,,,
99,Métro,PONT DE SEVRES,4557271,9,,,,,Boulogne Billancourt,0,2013,,,,,
121,Métro,ARTS ET METIERS,4036745,3,11,,,,Paris,3,2013
231,Métro,BEL AIR,2319026,6,,,,,Paris,12,2013,,,,,
169,Métro,GARIBALDI,3127029,13,,,,,Saint Ouen,0,2013,,,,,
134,Métro,BOULOGNE JEAN JAURES,3847782,10,,,,,Boulogne Billancourt,0,2013,,,,,
150,Métro,BROCHANT,3492868,13,,,,,Paris,17,2013,,,,,
38,Métro,BOBIGNY PABLO PICASSO,7135266,5,,,,,Bobigny,0,2013,,,,,
208,Métro,MAUBERT MUTUALITE,2631728,10,,,,,Paris,5,2013,,,,,
26,Métro,PORTE DE CLIGNANCOURT,8699614,4,,,,,Paris,18,2013,,,,,
65,Métro,CONVENTION,5792331,12,,,,,Paris,15,2013,,,,,
247,Métro,SAINT JACQUES,2070465,6,,,,,Paris,13,2013,,,,,
37,Métro,CONCORDE,7176639,1,8,12,,,Paris,8,2013
112,Métro,MENILMONTANT,4316980,2,,,,,Paris,11,2013,,,,,
253,Métro,AVRON,1907820,2,,,,,Paris,11,2013,,,,,
83,Métro,PONT DE LEVALLOIS BECON,5100344,3,,,,,Levallois Perret,0,2013,,,,,
129,Métro,VAUGIRARD,3910263,12,,,,,Paris,15,2013,,,,,
284,Métro,PIERRE CURIE,1404039,7,,,,,Ivry,0,2013,,,,,
85,Métro,JAURES,4992926,2,5,7bis,,,Paris,19,2013
185,Métro,MAIRIE DE MONTROUGE**,2916681,4,,,,,Montrouge,0,2013,,,,,
172,Métro,FAIDHERBE CHALIGNY,3079358,8,,,,,Paris,12,2013,,,,,
182,Métro,SAINT DENIS PORTE DE PARIS,2983942,13,,,,,Saint Denis,0,2013,,,,,
93,Métro,LAUMIERE,4726950,5,,,,,Paris,19,2013,,,,,
186,Métro,MAIRIE D'IVRY,2907554,7,,,,,Ivry,0,2013,,,,,
178,Métro,BOUCICAUT,3030137,8,,,,,Paris,15,2013,,,,,
58,Métro,ODEON,6156948,4,10,,,,Paris,6,2013
241,Métro,BOISSIERE,2150445,6,,,,,Paris,16,2013,,,,,
226,Métro,RANELAGH,2390818,9,,,,,Paris,16,2013,,,,,
78,Métro,DAUMESNIL,5195589,6,8,,,,Paris,12,2013
288,Métro,TEMPLE,1207453,3,,,,,Paris,2,2013,,,,,
234,Métro,IENA,2280935,9,,,,,Paris,16,2013,,,,,
108,Métro,CRETEIL PREFECTURE,4349228,8,,,,,Créteil,0,2013,,,,,
291,Métro,QUAI DE LA RAPEE,986508,5,,,,,Paris,12,2013,,,,,
237,Métro,EDGAR QUINET,2241317,6,,,,,Paris,14,2013,,,,,
125,Métro,TERNES,3928660,2,,,,,Paris,17,2013,,,,,
283,Métro,PICPUS,1405460,6,,,,,Paris,12,2013,,,,,
156,Métro,CORENTIN CELTON,3380242,12,,,,,Issy Les Moulineaux,0,2013,,,,,
293,Métro,BOTZARIS,951182,7bis,,,,, Paris,19,2013,,,,,
211,Métro,WAGRAM,2617716,3,,,,,Paris,17,2013,,,,,
153,Métro,QUAI DE LA GARE,3420407,6,,,,,Paris,13,2013,,,,,
96,Métro,MAIRIE DES LILAS,4673141,11,,,,,Les Lilas,0,2013,,,,,
152,Métro,PYRENEES,3457271,11,,,,,Paris,20,2013,,,,,
47,Métro,PORTE D'ORLEANS,6598073,4,,,,,Paris,14,2013,,,,,
163,Métro,CORENTIN CARIOU,3178424,7,,,,,Paris,19,2013,,,,,
70,Métro,LES SABLONS,5439982,1,,,,,Neuilly Sur Seine,0,2013,,,,,
75,Métro,GABRIEL PERI,5285165,13,,,,,Asnières,0,2013,,,,,
177,Métro,BOULOGNE PONT DE SAINT CLOUD,3033621,10,,,,,Boulogne Billancourt,0,2013,,,,,
192,Métro,SAINT PHILIPPE DU ROULE,2833206,9,,,,,Paris,8,2013,,,,,
202,Métro,PORTE DOREE,2702079,8,,,,,Paris,12,2013,,,,,
204,Métro,LOUVRE,2650897,1,,,,,Paris,1,2013,,,,,
303,Métro,EGLISE D'AUTEUIL,183783,10,,,,,Paris,16,2013,,,,,
24,Métro,TROCADERO,8973095,6,9,,,,Paris,16,2013
79,Métro,PYRAMIDES,5172054,7,14,,,,Paris,1,2013
181,Métro,SAINT AUGUSTIN,2994175,9,,,,,Paris,8,2013,,,,,
197,Métro,SAINT AMBROISE,2780473,9,,,,,Paris,11,2013,,,,,
206,Métro,RUE DU BAC,2632889,12,,,,,Paris,7,2013,,,,,
212,Métro,TUILERIES,2616916,1,,,,,Paris,1,2013,,,,,
227,Métro,CRETEIL POINTE DU LAC,2384761,8,,,,,Créteil,0,2013,,,,,
5,Métro,GARE DE L'EST,19989528,4,5,7,,,Paris,10,2013
22,Métro,CHARLES DE GAULLE ETOILE,9067635,1,2,6,,,Paris,8,2013
154,Métro,CRETEIL UNIVERSITE,3395813,8,,,,,Créteil,0,2013,,,,,
