Rang,Réseau,Station,Trafic,Correspondance_1,Correspondance_2,Correspondance_3,Correspondance_4,Correspondance_5,Ville,Arrondissement,Année
183,Métro,BOURSE,1417882,3,,,,,Paris,2,2020
196,Métro,CORENTIN CARIOU,1329810,7,,,,,Paris,19,2020
218,Métro,SAINT SULPICE,1196573,4,,,,,Paris,6,2020
220,Métro,TELEGRAPHE,1194040,11,,,,,Paris,20,2020
227,Métro,RICHARD LENOIR,1148587,5,,,,,Paris,11,2020
230,Métro,MICHEL ANGE AUTEUIL,1131814,9,10,,,,Paris,16,2020
231,Métro,LOURMEL,1120497,8,,,,,Paris,15,2020
234,Métro,BUZENVAL,1080500,9,,,,,Paris,20,2020
238,Métro,AVRON,1034013,2,,,,,Paris,11,2020
246,Métro,MAISON BLANCHE,955254,7,,,,,Paris,13,2020
256,Métro,MONCEAU,902347,2,,,,,Paris,17,2020
257,Métro,SAINT JACQUES,900155,6,,,,,Paris,13,2020
258,Métro,MOUTON DUVERNET,870679,4,,,,,Paris,14,2020
270,Métro,PIERRE CURIE,780043,7,,,,,Ivry,0,2020
275,Métro,CITE,741182,4,,,,,Paris,4,2020
276,Métro,LIEGE,740144,13,,,,,Paris,8,2020
280,Métro,CARDINAL LEMOINE,710141,10,,,,,Paris,5,2020
287,Métro,QUAI DE LA RAPEE,525558,5,,,,,Paris,12,2020
289,Métro,SAINT GEORGES,523670,12,,,,,Paris,9,2020
296,Métro,CHARDON LAGACHE,331901,10,,,,,Paris,16,2020
303,Métro,PONT CARDINET,112229,14,,,,,Paris,17,2020
13,Métro,HOTEL DE VILLE,5673100,1,11,,,,Paris,4,2020
18,Métro,MAIRIE DE MONTREUIL,4764601,9,,,,,Montreuil,0,2020
20,Métro,BOBIGNY PABLO PICASSO,4752569,5,,,,,Bobigny,0,2020
21,Métro,OLYMPIADES,4717069,14,,,,,Paris,13,2020
27,Métro,AUBERVILLIERS PANTIN QUATRE CHEMINS,4131018,7,,,,,Aubervilliers,0,2020
29,Métro,HAVRE CAUMARTIN,3899956,3,9,,,,Paris,9,2020
38,Métro,TROCADERO,3618422,6,9,,,,Paris,16,2020
39,Métro,LA COURNEUVE 8 MAI 1945,3611264,7,,,,,La Courneuve,0,2020
48,Métro,PORTE D'ORLEANS,3314496,4,,,,,Paris,14,2020
3,Métro,GARE DE LYON,22232810,1,14,A,,,Paris,12,2020
49,Métro,GAMBETTA,3310515,3,3bis,,,,Paris,20,2020
5,Métro,GARE DE L'EST,11715190,4,5,7,,,Paris,10,2020
58,Métro,GEORGE V,2871038,1,,,,,Paris,8,2020
7,Métro,LA DEFENSE,8616589,1,,,,,Puteaux,0,2020
59,Métro,MARCEL SEMBAT,2845520,9,,,,,Boulogne Billancourt,0,2020
9,Métro,REPUBLIQUE,6988692,3,5,8,9,11,Paris,11,2020
63,Métro,DAUMESNIL,2723508,6,8,,,,Paris,12,2020
12,Métro,BELLEVILLE,5680933,2,11,,,,Paris,10,2020
1,Métro,SAINT LAZARE,26904975,3,9,12,13,14,Paris,8,2020
4,Métro,MONTPARNASSE BIENVENUE,13783944,4,6,12,13,,Paris,14,2020
82,Métro,MAIRIE DES LILAS,2563685,11,,,,,Les Lilas,0,2020
30,Métro,REUILLY DIDEROT,3860750,1,8,,,,Paris,12,2020
2,Métro,GARE DU NORD,25381876,4,5,,,,Paris,10,2020
14,Métro,PLACE D'ITALIE,5031748,5,6,7,,,Paris,13,2020
84,Métro,PIGALLE,2496923,2,12,,,,Paris,18,2020
34,Métro,CHATEAU DE VINCENNES,3735738,1,,,,,Vincennes,0,2020
8,Métro,LES HALLES,8019633,4,,,,,Paris,1,2020
17,Métro,PORTE DE VINCENNES,4840436,1,,,,,Paris,12,2020
88,Métro,ANVERS,2450333,2,,,,,Paris,18,2020
35,Métro,PALAIS ROYAL,3678654,1,7,,,,Paris,1,2020
10,Métro,BASTILLE,6084635,1,5,8,,,Paris,12,2020
19,Métro,CHATEAU ROUGE,4761367,4,,,,,Paris,18,2020
89,Métro,PORTE DE VERSAILLES,2449859,12,,,,,Paris,15,2020
36,Métro,PONT DE NEUILLY,3678074,1,,,,,Neuilly Sur Seine,0,2020
28,Métro,VILLEJUIF LOUIS ARAGON,4029467,7,,,,,Villejuif,0,2020
23,Métro,GARE D'AUSTERLITZ,4638836,5,10,,,,Paris,13,2020
96,Métro,PORTE DE CLICHY,2352078,13,14,,,,Paris,17,2020
42,Métro,SAINT MANDE TOURELLE,3487584,1,,,,,Saint Mandé,0,2020
37,Métro,PLACE CLICHY,3643247,2,13,,,,Paris,17,2020
24,Métro,ESPLANADE DE LA DEFENSE,4488878,1,,,,,Puteaux,0,2020
105,Métro,SAINT DENIS PORTE DE PARIS,2236506,13,,,,,Saint Denis,0,2020
43,Métro,MAIRIE DE MONTROUGE,3456791,4,,,,,Montrouge,0,2020
44,Métro,LA MOTTE PICQUET GRENELLE,3428458,6,8,10,,,Paris,15,2020
25,Métro,MADELEINE,4297547,8,12,14,,,Paris,8,2020
109,Métro,LES COURTILLES,2194218,13,,,,,Asnières sur Seine,0,2020
47,Métro,MAIRIE DE CLICHY,3316323,13,,,,,Clichy,0,2020
46,Métro,STALINGRAD,3336898,2,5,7,,,Paris,19,2020
32,Métro,PORTE MAILLOT,3784418,1,,,,,Paris,16,2020
123,Métro,PORTE DE LA VILLETTE,1981878,7,,,,,Paris,19,2020
52,Métro,MARCADET POISSONNIERS,3169019,4,12,,,,Paris,18,2020
50,Métro,CHAUSSEE D'ANTIN LA FAYETTE,3299036,7,9,,,,Paris,9,2020
51,Métro,BERCY,3189247,6,14,,,,Paris,12,2020
133,Métro,DENFERT ROCHEREAU,1818730,4,6,,,,Paris,14,2020
54,Métro,JAURES,3148221,2,5,7bis,,,Paris,19,2020
57,Métro,GALLIENI,2893664,3,,,,,Bagnolet,0,2020
56,Métro,LES SABLONS,2965575,1,,,,,Neuilly Sur Seine,0,2020
139,Métro,LOUISE MICHEL,1735982,3,,,,,Levallois Perret,0,2020
55,Métro,PYRAMIDES,3048580,7,14,,,,Paris,1,2020
62,Métro,CRETEIL PREFECTURE,2778189,8,,,,,Créteil,0,2020
67,Métro,CONVENTION,2674415,12,,,,,Paris,15,2020
157,Métro,COURONNES,1623475,2,,,,,Paris,11,2020
61,Métro,COUR SAINT EMILION,2792734,14,,,,,Paris,12,2020
64,Métro,REAUMUR SEBASTOPOL,2718817,3,4,,,,Paris,3,2020
71,Métro,BALARD,2643639,8,,,,,Paris,15,2020
163,Métro,MALAKOFF PLATEAU DE VANVES,1581749,13,,,,,Malakoff,0,2020
66,Métro,INVALIDES,2678838,8,13,,,,Paris,7,2020
78,Métro,GRANDS BOULEVARDS,2608284,8,9,,,,Paris,9,2020
85,Métro,SAINT MICHEL,2481981,4,,,,,Paris,5,2020
165,Métro,PORTE DE CHAMPERRET,1576691,3,,,,,Paris,17,2020
69,Métro,PONT DE SEVRES,2651763,9,,,,,Boulogne Billancourt,0,2020
81,Métro,VOLTAIRE,2572383,9,,,,,Paris,11,2020
87,Métro,PORTE DE VANVES,2460078,13,,,,,Paris,14,2020
168,Métro,SAINT AUGUSTIN,1563979,9,,,,,Paris,8,2020
70,Métro,BIR HAKEIM,2644407,6,,,,,Paris,15,2020
93,Métro,PORTE DE MONTREUIL,2383093,9,,,,,Paris,20,2020
90,Métro,SEVRES BABYLONE,2441636,10,12,,,,Paris,7,2020
171,Métro,SAINT AMBROISE,1544174,9,,,,,Paris,11,2020
72,Métro,SAINT DENIS UNIVERSITE,2626602,13,,,,,Saint Denis,0,2020
100,Métro,ROBESPIERRE,2281953,9,,,,,Montreuil,0,2020
92,Métro,PONT DE LEVALLOIS BECON,2404120,3,,,,,Levallois Perret,0,2020
185,Métro,PERNETY,1395770,13,,,,,Paris,14,2020
77,Métro,HOCHE,2616315,5,,,,,Pantin,0,2020
101,Métro,BONNE NOUVELLE,2254643,8,9,,,,Paris,10,2020
98,Métro,FORT D'AUBERVILLIERS,2328764,7,,,,,Aubervilliers,0,2020
186,Métro,MAISONS ALFORT STADE,1393467,8,,,,,Maisons  Alfort,0,2020
80,Métro,PORTE DE SAINT CLOUD,2576290,9,,,,,Paris,16,2020
104,Métro,VILLIERS,2244643,2,3,,,,Paris,17,2020
99,Métro,RICHELIEU DROUOT,2313492,8,9,,,,Paris,9,2020
187,Métro,RAMBUTEAU,1389112,11,,,,,Paris,3,2020
83,Métro,PERE LACHAISE,2503028,2,3,,,,Paris,20,2020
106,Métro,PEREIRE,2221107,3,,,,,Paris,17,2020
108,Métro,CHARLES MICHELS,2198392,10,,,,,Paris,15,2020
188,Métro,RUE DES BOULETS,1383972,9,,,,,Paris,11,2020
91,Métro,ODEON,2412888,4,10,,,,Paris,6,2020
107,Métro,ALESIA,2204961,4,,,,,Paris,14,2020
110,Métro,GLACIERE,2184910,6,,,,,Paris,13,2020
190,Métro,PASSY,1380218,6,,,,,Paris,16,2020
94,Métro,COLONEL FABIEN,2378863,2,,,,,Paris,10,2020
114,Métro,BERAULT,2112213,1,,,,,Vincennes,0,2020
111,Métro,MENILMONTANT,2171543,2,,,,,Paris,11,2020
193,Métro,SAINT PHILIPPE DU ROULE,1353374,9,,,,,Paris,8,2020
102,Métro,PORTE DE BAGNOLET,2244934,3,,,,,Paris,20,2020
121,Métro,BOULOGNE JEAN JAURES,2016202,10,,,,,Boulogne Billancourt,0,2020
112,Métro,EGLISE DE PANTIN,2139986,5,,,,,Pantin,0,2020
197,Métro,LOUVRE,1328080,1,,,,,Paris,1,2020
103,Métro,LE KREMLIN BICETRE,2244686,7,,,,,Kremlin Bicêtre,0,2020
128,Métro,ECOLE MILITAIRE,1863016,8,,,,,Paris,7,2020
113,Métro,LA MUETTE,2114924,9,,,,,Paris,16,2020
200,Métro,LES AGNETTES,1283180,13,,,,,Asnières sur Seine,0,2020
116,Métro,MAIRIE D'ISSY,2083392,12,,,,,Issy Les Moulineaux,0,2020
140,Métro,CHAMPS ELYSEES CLEMENCEAU,1735350,1,13,,,,Paris,8,2020
117,Métro,CHATEAU D'EAU,2069680,4,,,,,Paris,10,2020
201,Métro,PORTE DE LA CHAPELLE,1276901,12,,,,,Paris,18,2020
124,Métro,DUROC,1972711,10,13,,,,Paris,7,2020
143,Métro,BOBIGNY PANTIN RAYMOND QUENEAU,1726493,5,,,,,Pantin,0,2020
122,Métro,VICTOR HUGO,1991304,2,,,,,Paris,16,2020
202,Métro,PLACE MONGE,1269871,7,,,,,Paris,6,2020
126,Métro,CHEVALERET,1923876,6,,,,,Paris,13,2020
148,Métro,GARIBALDI,1697555,13,,,,,Saint Ouen,0,2020
127,Métro,JUSSIEU,1891986,7,10,,,,Paris,5,2020
208,Métro,BROCHANT,1227003,13,,,,,Paris,17,2020
132,Métro,GONCOURT,1829817,11,,,,,Paris,11,2020
150,Métro,CRETEIL POINTE DU LAC,1684557,8,,,,,Créteil,0,2020
129,Métro,ALEXANDRE DUMAS,1849785,2,,,,,Paris,11,2020
215,Métro,CARREFOUR PLEYEL,1205747,13,,,,,Saint Denis,0,2020
134,Métro,CHARONNE,1815517,9,,,,,Paris,12,2020
153,Métro,SAINT PLACIDE,1673383,4,,,,,Paris,6,2020
135,Métro,ECOLE VETERINAIRE DE MAISONS ALFORT,1808155,8,,,,,Maisons  Alfort,0,2020
226,Métro,CORVISART,1157408,6,,,,,Paris,13,2020
144,Métro,SAINT GERMAIN DES PRES,1712923,4,,,,,Paris,6,2020
155,Métro,CHARENTON ECOLES,1654160,8,,,,,Charenton,0,2020
138,Métro,CORENTIN CELTON,1774654,12,,,,,Issy Les Moulineaux,0,2020
233,Métro,IENA,1093805,9,,,,,Paris,16,2020
146,Métro,TERNES,1703632,2,,,,,Paris,17,2020
160,Métro,ARGENTINE,1603575,1,,,,,Paris,17,2020
141,Métro,BOUCICAUT,1734347,8,,,,,Paris,15,2020
241,Métro,VAVIN,1009201,4,,,,,Paris,14,2020
151,Métro,JOURDAIN,1683473,11,,,,,Paris,20,2020
164,Métro,SIMPLON,1576778,4,,,,,Paris,18,2020
149,Métro,POISSONNIERE,1686977,7,,,,,Paris,10,2020
247,Métro,QUATRE SEPTEMBRE,938821,3,,,,,Paris,2,2020
176,Métro,PARMENTIER,1499805,3,,,,,Paris,11,2020
167,Métro,CAMBRONNE,1567953,6,,,,,Paris,15,2020
156,Métro,LEDRU ROLLIN,1636428,8,,,,,Paris,12,2020
251,Métro,SEVRES LECOURBE,923347,6,,,,,Paris,15,2020
195,Métro,SAINT MAUR,1331250,3,,,,,Paris,11,2020
169,Métro,CENSIER DAUBENTON,1557698,7,,,,,Paris,6,2020
158,Métro,PLACE DES FETES,1620143,7bis,11,,,,Paris,19,2020
260,Métro,ABBESSES,854658,12,,,,,Paris,18,2020
199,Métro,LAMARCK CAULAINCOURT,1283881,12,,,,,Paris,18,2020
170,Métro,ALMA MARCEAU,1547789,9,,,,,Paris,8,2020
166,Métro,FAIDHERBE CHALIGNY,1570746,8,,,,,Paris,12,2020
264,Métro,AVENUE EMILE ZOLA,823178,10,,,,,Paris,15,2020
204,Métro,CADET,1240692,7,,,,,Paris,9,2020
184,Métro,QUAI DE LA GARE,1410543,6,,,,,Paris,13,2020
173,Métro,BILLANCOURT,1525990,9,,,,,Boulogne Billancourt,0,2020
267,Métro,MONTGALLET,804190,8,,,,,Paris,12,2020
212,Métro,SAINT MARCEL,1211679,5,,,,,Paris,13,2020
189,Métro,VILLEJUIF PAUL VAILLANT COUTURIER,1382850,7,,,,,Villejuif,0,2020
174,Métro,FRONT POPULAIRE,1525242,12,,,,,Saint Denis / Aubervilliers,0,2020
269,Métro,FILLES DU CALVAIRE,784137,8,,,,,Paris,3,2020
213,Métro,CRETEIL L'ECHAT,1209224,8,,,,,Créteil,0,2020
191,Métro,PYRENEES,1364625,11,,,,,Paris,20,2020
175,Métro,VILLEJUIF LEO LAGRANGE,1500000,7,,,,,Villejuif,0,2020
274,Métro,TRINITE D'ESTIENNE D'ORVES,757661,12,,,,,Paris,9,2020
223,Métro,NOTRE DAME DE LORETTE,1176983,12,,,,,Paris,9,2020
194,Métro,JAVEL ANDRE CITROEN,1331833,10,,,,,Paris,15,2020
178,Métro,TOLBIAC,1496862,7,,,,,Paris,13,2020
281,Métro,CHEMIN VERT,685924,8,,,,,Paris,11,2020
228,Métro,PORTE DE CHARENTON,1146232,8,,,,,Paris,12,2020
206,Métro,RANELAGH,1234203,9,,,,,Paris,16,2020
179,Métro,PORTE DAUPHINE,1460742,2,,,,,Paris,16,2020
284,Métro,PONT NEUF,605030,7,,,,,Paris,4,2020
236,Métro,EXELMANS,1055609,9,,,,,Paris,16,2020
211,Métro,JACQUES BONSERGENT,1216884,5,,,,,Paris,10,2020
181,Métro,ROME,1435310,2,,,,,Paris,17,2020
290,Métro,KLEBER,513955,6,,,,,Paris,16,2020
240,Métro,EDGAR QUINET,1011168,6,,,,,Paris,14,2020
216,Métro,LE PELETIER,1203233,7,,,,,Paris,9,2020
182,Métro,PORTE DOREE,1428784,8,,,,,Paris,12,2020
294,Métro,ASSEMBLEE NATIONALE,395997,12,,,,,Paris,7,2020
243,Métro,BREGUET SABIN,1003059,5,,,,,Paris,11,2020
217,Métro,DUGOMMIER,1200589,6,,,,,Paris,12,2020
192,Métro,NATIONALE,1360198,6,,,,,Paris,13,2020
297,Métro,BOLIVAR,278933,7bis,,,,,Paris,19,2020
245,Métro,LA TOUR MAUBOURG,965136,8,,,,,Paris,7,2020
221,Métro,GUY MOQUET,1191891,13,,,,,Paris,17,2020
198,Métro,MARAICHERS,1316167,9,,,,,Paris,20,2020
298,Métro,DANUBE,266623,7bis,,,,,Paris,19,2020
250,Métro,SOLFERINO,923536,12,,,,,Paris,7,2020
225,Métro,COURCELLES,1168779,2,,,,,Paris,17,2020
203,Métro,ETIENNE MARCEL,1254829,4,,,,,Paris,1,2020
300,Métro,BUTTES CHAUMONT,242027,7bis,,,,,Paris,19,2020
255,Métro,MAISONS ALFORT LES JUILLIOTTES,905627,8,,,,,Maisons  Alfort,0,2020
229,Métro,MALESHERBES,1133574,3,,,,,Paris,17,2020
205,Métro,TUILERIES,1239066,1,,,,,Paris,1,2020
302,Métro,PELLEPORT,178325,3bis,,,,,Paris,20,2020
265,Métro,SAINT SEBASTIEN FROISSART,816381,8,,,,,Paris,3,2020
232,Métro,VOLONTAIRES,1111705,12,,,,,Paris,15,2020
207,Métro,WAGRAM,1231276,3,,,,,Paris,17,2020
266,Métro,SAINT FRANCOIS XAVIER,812792,13,,,,,Paris,7,2020
239,Métro,JASMIN,1017366,9,,,,,Paris,16,2020
209,Métro,LOUIS BLANC,1226441,7,7bis,,,,Paris,10,2020
272,Métro,EUROPE,769896,3,,,,,Paris,8,2020
249,Métro,BOISSIERE,925034,6,,,,,Paris,16,2020
210,Métro,RIQUET,1226397,7,,,,,Paris,19,2020
273,Métro,SULLY MORLAND,767233,7,,,,,Paris,4,2020
253,Métro,MAUBERT MUTUALITE,913919,10,,,,,Paris,5,2020
214,Métro,GAITE,1205958,13,,,,,Paris,14,2020
285,Métro,PICPUS,595063,6,,,,,Paris,12,2020
259,Métro,RASPAIL,867633,4,6,,,,Paris,14,2020
219,Métro,LIBERTE,1195690,8,,,,,Charenton,0,2020
295,Métro,SAINT FARGEAU,339164,3bis,,,,,Paris,8,2020
262,Métro,CLUNY LA SORBONNE,842980,10,,,,,Paris,5,2020
222,Métro,MICHEL ANGE MOLITOR,1180095,9,10,,,,Paris,16,2020
263,Métro,MABILLON,839743,10,,,,,Paris,6,2020
224,Métro,BEL AIR,1168869,6,,,,,Paris,12,2020
277,Métro,TEMPLE,731355,3,,,,,Paris,2,2020
235,Métro,PORTE D'IVRY,1055770,7,,,,,Paris,13,2020
282,Métro,CAMPO FORMIO,664119,5,,,,,Paris,13,2020
237,Métro,MALAKOFF RUE ETIENNE DOLET,1054998,13,,,,,Malakoff,0,2020
286,Métro,VARENNE,559530,13,,,,,Paris,7,2020
242,Métro,CHATEAU LANDON,1009087,7,,,,,Paris,10,2020
293,Métro,FALGUIERE,479988,12,,,,,Paris,15,2020
244,Métro,NOTRE DAME DES CHAMPS,996587,12,,,,,Paris,6,2020
304,Métro,EGLISE D'AUTEUIL,95182,10,,,,,Paris,16,2020
248,Métro,PHILIPPE AUGUSTE,925913,2,,,,,Paris,11,2020
305,Métro,CLICHY SAINT OUEN,75809,14,,,,,Saint ouen,0,2020
252,Métro,RUE DU BAC,916367,12,,,,,Paris,7,2020
254,Métro,MICHEL BIZOT,910938,8,,,,,Paris,12,2020
261,Métro,FUNICULAIRE,843984,2,,,,,Paris,18,2020
268,Métro,SEGUR,804110,10,,,,,Paris,15,2020
271,Métro,FELIX FAURE,776924,8,,,,,Paris,15,2020
278,Métro,MIRABEAU,724167,10,,,,,Paris,16,2020
279,Métro,PONT MARIE,721712,7,,,,,Paris,4,2020
283,Métro,PORTE DE CHOISY,647656,7,,,,,Paris,13,2020
288,Métro,VANEAU,524526,10,,,,,Paris,7,2020
291,Métro,BOTZARIS,511339,7bis,,,,,Paris,19,2020
292,Métro,RENNES,506779,12,,,,,Paris,6,2020
299,Métro,PORTE D'AUTEUIL,262784,10,,,,,Paris,16,2020
301,Métro,PRE SAINT GERVAIS,226935,7bis,,,,,Paris,19,2020
