Rang,Réseau,Station,Trafic,Correspondance_1,Correspondance_2,Correspondance_3,Correspondance_4,Correspondance_5,Ville,Arrondissement,Année
213,Métro,ABBESSES,2555092,12,,,,,Paris,18,2014
92,Métro,PLAISANCE,4821682,13,,,,,Paris,14,2014
218,Métro,RUE DU BAC,2529823,12,,,,,Paris,7,2014
135,Métro,MARX DORMOY,3708018,12,,,,,Paris,18,2014
296,Métro,PORTE D'AUTEUIL,682814,10,,,,,Paris,16,2014
219,Métro,CLUNY LA SORBONNE,2483282,10,,,,,Paris,5,2014
138,Métro,PORTE DES LILAS,3627528,3bis,11,,,,Paris,20,2014
239,Métro,MAISONS ALFORT LES JUILLIOTTES,2137509,8,,,,,Maisons  Alfort,0,2014
145,Métro,LOUISE MICHEL,3543857,3,,,,,Levallois Perret,0,2014
244,Métro,EDGAR QUINET,2081259,6,,,,,Paris,14,2014
166,Métro,LOUVRE,3174681,1,,,,,Paris,1,2014
249,Métro,EXELMANS,2040930,9,,,,,Paris,16,2014
190,Métro,BILLANCOURT,2903875,9,,,,,Boulogne Billancourt,0,2014
80,Métro,ALESIA,5208628,4,,,,,Paris,14,2014
270,Métro,MAISONS ALFORT STADE,1750437,8,,,,,Maisons  Alfort,0,2014
195,Métro,TUILERIES,2877169,1,,,,,Paris,1,2014
82,Métro,DAUMESNIL,5140492,6,8,,,,Paris,12,2014
253,Métro,BOISSIERE,1984327,6,,,,,Paris,16,2014
143,Métro,POISSONNIERE,3569568,7,,,,,Paris,10,2014
264,Métro,FILLES DU CALVAIRE,1832013,8,,,,,Paris,3,2014
157,Métro,PASSY,3366482,6,,,,,Paris,16,2014
279,Métro,AVENUE EMILE ZOLA,1551758,10,,,,,Paris,15,2014
221,Métro,TELEGRAPHE,2465718,11,,,,,Paris,20,2014
11,Métro,HOTEL DE VILLE,12621901,1,11,,,,Paris,4,2014
227,Métro,LOUIS BLANC,2386942,7,7bis,,,,Paris,10,2014
62,Métro,JAURES,5960472,2,5,7bis,,,Paris,19,2014
229,Métro,IENA,2383490,9,,,,,Paris,16,2014
70,Métro,BASILIQUE DE SAINT DENIS,5434754,13,,,,,Saint Denis,0,2014
234,Métro,FRONT POPULAIRE,2287004,12,,,,,Saint Denis / Aubervilliers,0,2014
86,Métro,PERE LACHAISE,4932986,2,3,,,,Paris,20,2014
235,Métro,LE PELETIER,2258996,7,,,,,Paris,9,2014
90,Métro,CHARLES MICHELS,4897053,10,,,,,Paris,15,2014
122,Métro,CHATEAU D'EAU,3967264,4,,,,,Paris,10,2014
133,Métro,PORTE DE SAINT OUEN,3776345,13,,,,,Paris,17,2014
12,Métro,CHATELET,12502708,1,4,7,11,14,Paris,1,2014
13,Métro,OPERA,12288027,3,7,8,,,Paris,9,2014
168,Métro,OBERKAMPF,3133981,5,9,,,,Paris,11,2014
14,Métro,FRANKLIN D. ROOSEVELT,12053554,1,9,,,,Paris,8,2014
123,Métro,OURCQ,3930609,5,,,,,Paris,19,2014
184,Métro,MAIRIE D'IVRY,2975244,7,,,,,Ivry,0,2014
17,Métro,ESPLANADE DE LA DEFENSE,9992248,1,,,,,Puteaux,0,2014
203,Métro,JACQUES BONSERGENT,2667291,5,,,,,Paris,10,2014
194,Métro,SAINT AMBROISE,2877583,9,,,,,Paris,11,2014
99,Métro,ECOLE MILITAIRE,4640723,8,,,,,Paris,7,2014
271,Métro,SEGUR,1735579,10,,,,,Paris,15,2014
223,Métro,RIQUET,2452712,7,,,,,Paris,19,2014
148,Métro,DUROC,3515234,10,13,,,,Paris,7,2014
256,Métro,BUZENVAL,1896837,9,,,,,Paris,20,2014
162,Métro,SAINT PLACIDE,3278515,4,,,,,Paris,6,2014
32,Métro,PALAIS ROYAL,7448640,1,7,,,,Paris,1,2014
261,Métro,PORTE D'IVRY,1869444,7,,,,,Paris,13,2014
220,Métro,MAUBERT MUTUALITE,2480448,10,,,,,Paris,5,2014
35,Métro,GRANDS BOULEVARDS,7345811,8,9,,,,Paris,9,2014
273,Métro,PONT MARIE,1695690,7,,,,,Paris,4,2014
236,Métro,BEL AIR,2249229,6,,,,,Paris,12,2014
98,Métro,PASTEUR,4655655,6,12,,,,Paris,9,2014
242,Métro,MICHEL ANGE MOLITOR,2091229,9,10,,,,Paris,16,2014
149,Métro,CADET,3485034,7,,,,,Paris,9,2014
263,Métro,FELIX FAURE,1838532,8,,,,,Paris,15,2014
187,Métro,SAINT AUGUSTIN,2947957,9,,,,,Paris,8,2014
283,Métro,MIRABEAU,1390817,10,,,,,Paris,16,2014
198,Métro,PORTE DOREE,2822951,8,,,,,Paris,12,2014
237,Métro,VILLEJUIF PAUL VAILLANT COUTURIER,2244984,7,,,,,Villejuif,0,2014
22,Métro,GARE D'AUSTERLITZ,9210572,5,10,,,,Paris,13,2014
240,Métro,SAINT MARCEL,2101575,5,,,,,Paris,13,2014
54,Métro,LA CHAPELLE,6352766,2,,,,,Paris,9,2014
246,Métro,JASMIN,2047639,9,,,,,Paris,16,2014
72,Métro,CHATEAU DE VINCENNES,5365513,1,,,,,Vincennes,0,2014
278,Métro,VARENNE,1552036,13,,,,,Paris,7,2014
105,Métro,JULES JOFFRIN,4464152,12,,,,,Paris,18,2014
293,Métro,FALGUIERE,965829,12,,,,,Paris,15,2014
132,Métro,BOULOGNE JEAN JAURES,3797640,10,,,,,Boulogne Billancourt,0,2014
301,Métro,PELLEPORT,382266,3bis,,,,,Paris,20,2014
137,Métro,EGLISE DE PANTIN,3633009,5,,,,,Pantin,0,2014
173,Métro,RUE DE LA POMPE,3093242,9,,,,,Paris,16,2014
186,Métro,SAINT MAUR,2961357,3,,,,,Paris,11,2014
197,Métro,SAINT PHILIPPE DU ROULE,2840177,9,,,,,Paris,8,2014
202,Métro,RUE DES BOULETS,2693345,9,,,,,Paris,11,2014
20,Métro,PLACE CLICHY,9346342,2,13,,,,Paris,17,2014
211,Métro,CAMBRONNE,2565239,6,,,,,Paris,15,2014
24,Métro,PORTE MAILLOT,9089205,1,,,,,Paris,16,2014
215,Métro,CORVISART,2538729,6,,,,,Paris,13,2014
31,Métro,BOBIGNY PABLO PICASSO,7461452,5,,,,,Bobigny,0,2014
259,Métro,PONT NEUF,1886611,7,,,,,Paris,4,2014
41,Métro,AUBERVILLIERS PANTIN QUATRE CHEMINS,6927817,7,,,,,Aubervilliers,0,2014
267,Métro,SAINT SEBASTIEN FROISSART,1804340,8,,,,,Paris,3,2014
53,Métro,VILLEJUIF LOUIS ARAGON,6360814,7,,,,,Villejuif,0,2014
302,Métro,PRE SAINT GERVAIS,350959,7bis,,,,,Paris,19,2014
112,Métro,LA MUETTE,4328056,9,,,,,Paris,16,2014
119,Métro,RICHELIEU DROUOT,4114054,8,9,,,,Paris,9,2014
128,Métro,TERNES,3833182,2,,,,,Paris,17,2014
131,Métro,ANATOLE FRANCE,3801122,3,,,,,Levallois Perret,0,2014
25,Métro,CHARLES DE GAULLE ETOILE,8941588,1,2,6,,,Paris,8,2014
141,Métro,PORTE DE CHAMPERRET,3595140,3,,,,,Paris,17,2014
38,Métro,BIR HAKEIM,7094930,6,,,,,Paris,15,2014
155,Métro,TOLBIAC,3419771,7,,,,,Paris,13,2014
140,Métro,FUNICULAIRE,3596114,2,,,,,Paris,18,2014
167,Métro,GAITE,3134147,13,,,,,Paris,14,2014
142,Métro,PORTE DE LA VILLETTE,3583870,7,,,,,Paris,19,2014
170,Métro,CHARENTON ECOLES,3111359,8,,,,,Charenton,0,2014
152,Métro,BROCHANT,3471022,13,,,,,Paris,17,2014
177,Métro,BOULOGNE PONT DE SAINT CLOUD,3051796,10,,,,,Boulogne Billancourt,0,2014
248,Métro,MICHEL BIZOT,2043217,8,,,,,Paris,12,2014
238,Métro,MICHEL ANGE AUTEUIL,2172312,9,10,,,,Paris,16,2014
281,Métro,SULLY MORLAND,1468391,7,,,,,Paris,4,2014
245,Métro,NOTRE DAME DES CHAMPS,2058675,12,,,,,Paris,6,2014
250,Métro,SAINT JACQUES,2030314,6,,,,,Paris,13,2014
258,Métro,MALAKOFF RUE ETIENNE DOLET,1888784,13,,,,,Malakoff,0,2014
16,Métro,PLACE D'ITALIE,11542761,5,6,7,,,Paris,13,2014
66,Métro,COUR SAINT EMILION,5805955,14,,,,,Paris,12,2014
89,Métro,PORTE DE MONTREUIL,4906785,9,,,,,Paris,20,2014
116,Métro,DENFERT ROCHEREAU,4268859,4,6,,,,Paris,14,2014
147,Métro,GONCOURT,3517379,11,,,,,Paris,11,2014
160,Métro,BOURSE,3293898,3,,,,,Paris,2,2014
191,Métro,ETIENNE MARCEL,2897367,4,,,,,Paris,1,2014
201,Métro,COURCELLES,2733589,2,,,,,Paris,17,2014
216,Métro,SOLFERINO,2534934,12,,,,,Paris,7,2014
15,Métro,BELLEVILLE,11598308,2,11,,,,Paris,10,2014
286,Métro,CAMPO FORMIO,1280674,5,,,,,Paris,13,2014
121,Métro,CHARONNE,3980318,9,,,,,Paris,12,2014
153,Métro,PARMENTIER,3455199,3,,,,,Paris,11,2014
172,Métro,LAMARCK CAULAINCOURT,3094805,12,,,,,Paris,18,2014
233,Métro,TRINITE D'ESTIENNE D'ORVES,2302331,12,,,,,Paris,9,2014
3,Métro,GARE DE LYON,35162388,1,14,A,,,Paris,12,2014
241,Métro,LA TOUR MAUBOURG,2096559,8,,,,,Paris,7,2014
33,Métro,INVALIDES,7420581,8,13,,,,Paris,7,2014
280,Métro,CHEMIN VERT,1488841,8,,,,,Paris,11,2014
47,Métro,ANVERS,6780971,2,,,,,Paris,18,2014
50,Métro,PORTE DE VERSAILLES,6424182,12,,,,,Paris,15,2014
58,Métro,PIGALLE,6176020,2,12,,,,Paris,18,2014
87,Métro,BONNE NOUVELLE,4932874,8,9,,,,Paris,10,2014
93,Métro,PORTE DE PANTIN,4749922,5,,,,,Paris,19,2014
265,Métro,MONTGALLET,1823041,8,,,,,Paris,12,2014
56,Métro,VILLIERS,6257050,2,3,,,,Paris,17,2014
269,Métro,MOUTON DUVERNET,1752336,4,,,,,Paris,14,2014
64,Métro,MIROMESNIL,5841806,9,13,,,,Paris,8,2014
95,Métro,PONT DE SEVRES,4701284,9,,,,,Boulogne Billancourt,0,2014
103,Métro,PORTE DE BAGNOLET,4495023,3,,,,,Paris,20,2014
291,Métro,ASSEMBLEE NATIONALE,1142259,12,,,,,Paris,7,2014
144,Métro,CENSIER DAUBENTON,3566470,7,,,,,Paris,6,2014
146,Métro,CRETEIL UNIVERSITE,3522563,8,,,,,Créteil,0,2014
19,Métro,TROCADERO,9516364,6,9,,,,Paris,16,2014
161,Métro,PERNETY,3282156,13,,,,,Paris,14,2014
43,Métro,CHATEAU ROUGE,6879272,4,,,,,Paris,18,2014
182,Métro,SIMPLON,2994372,4,,,,,Paris,18,2014
63,Métro,MARCEL SEMBAT,5916640,9,,,,,Boulogne Billancourt,0,2014
188,Métro,ARGENTINE,2947071,1,,,,,Paris,17,2014
68,Métro,CONVENTION,5614573,12,,,,,Paris,15,2014
212,Métro,CRETEIL POINTE DU LAC,2564228,8,,,,,Créteil,0,2014
83,Métro,PYRAMIDES,5096769,7,14,,,,Paris,1,2014
228,Métro,LES AGNETTES,2386282,13,,,,,Asnières sur Seine,0,2014
84,Métro,HOCHE,5040191,5,,,,,Pantin,0,2014
290,Métro,QUAI DE LA RAPEE,1197619,5,,,,,Paris,12,2014
91,Métro,GLACIERE,4827308,6,,,,,Paris,13,2014
175,Métro,FAIDHERBE CHALIGNY,3073785,8,,,,,Paris,12,2014
210,Métro,WAGRAM,2575870,3,,,,,Paris,17,2014
288,Métro,TEMPLE,1222777,3,,,,,Paris,2,2014
298,Métro,DANUBE,617424,7bis,,,,,Paris,19,2014
