date,NO,NO2,CO2,PM10,TEMP,HUMI,Month,Date,Saison
2018-01-01T23:00:00+01:00,8.826086956521738,39.73913043478261,512.1304347826087,43.21739130434783,17.782608695652176,43.77391304347826,January,2018-01-01,Winter
2018-01-02T23:00:00+01:00,27.541666666666668,42.458333333333336,540.75,95.375,17.695833333333333,46.475,January,2018-01-02,Winter
2018-01-03T23:00:00+01:00,12.666666666666666,39.625,546.875,66.75,18.6125,47.84166666666667,January,2018-01-03,Winter
2018-01-04T23:00:00+01:00,16.25,40.041666666666664,560.2916666666666,57.583333333333336,18.599999999999998,56.68333333333334,January,2018-01-04,Winter
2018-01-05T23:00:00+01:00,25.208333333333332,51.541666666666664,537.75,58.333333333333336,18.591666666666665,50.012499999999996,January,2018-01-05,Winter
2018-01-06T23:00:00+01:00,31.75,60.125,494.8333333333333,36.875,17.6875,46.39166666666667,January,2018-01-06,Winter
2018-01-07T23:00:00+01:00,11.833333333333334,32.958333333333336,465.9166666666667,32.083333333333336,16.837500000000002,45.82083333333333,January,2018-01-07,Winter
2018-01-08T23:00:00+01:00,35.833333333333336,31.5,516.7083333333334,87.04166666666667,16.662499999999998,44.21666666666667,January,2018-01-08,Winter
2018-01-09T23:00:00+01:00,64.79166666666667,32.375,574.3333333333334,83.66666666666667,16.329166666666666,47.7875,January,2018-01-09,Winter
2018-01-10T23:00:00+01:00,37.875,45.041666666666664,588.0416666666666,75.5,17.520833333333332,48.99583333333334,January,2018-01-10,Winter
2018-01-11T23:00:00+01:00,46.75,52.5,593.9583333333334,81.0,17.429166666666667,48.60833333333333,January,2018-01-11,Winter
2018-01-12T23:00:00+01:00,45.083333333333336,43.833333333333336,592.75,61.5,16.979166666666668,44.78333333333333,January,2018-01-12,Winter
2018-01-13T23:00:00+01:00,44.375,44.083333333333336,562.375,34.291666666666664,16.479166666666668,41.4125,January,2018-01-13,Winter
2018-01-14T23:00:00+01:00,58.541666666666664,50.125,552.0416666666666,50.0,15.795833333333334,38.80833333333333,January,2018-01-14,Winter
2018-01-15T23:00:00+01:00,23.583333333333332,41.458333333333336,578.9166666666666,69.83333333333333,16.233333333333334,48.800000000000004,January,2018-01-15,Winter
2018-01-16T23:00:00+01:00,13.0,43.75,584.6666666666666,66.125,17.441666666666666,46.63333333333333,January,2018-01-16,Winter
2018-01-17T23:00:00+01:00,14.208333333333334,44.083333333333336,566.25,62.875,16.316666666666666,38.5375,January,2018-01-17,Winter
2018-01-18T23:00:00+01:00,18.75,44.541666666666664,600.75,90.25,17.445833333333333,49.88333333333333,January,2018-01-18,Winter
2018-01-19T23:00:00+01:00,24.75,55.25,552.7083333333334,66.66666666666667,16.933333333333334,41.829166666666666,January,2018-01-19,Winter
2018-01-20T23:00:00+01:00,23.625,55.708333333333336,487.625,22.416666666666668,16.583333333333332,47.862500000000004,January,2018-01-20,Winter
2018-01-21T23:00:00+01:00,33.375,51.541666666666664,468.7083333333333,21.083333333333332,16.966666666666665,48.1875,January,2018-01-21,Winter
2018-01-22T23:00:00+01:00,31.0,39.25,525.625,80.75,18.083333333333332,60.48333333333333,January,2018-01-22,Winter
2018-01-23T23:00:00+01:00,33.333333333333336,49.458333333333336,510.9166666666667,67.83333333333333,17.970833333333335,49.0875,January,2018-01-23,Winter
