Rang,Réseau,Station,Trafic,Correspondance_1,Correspondance_2,Correspondance_3,Correspondance_4,Correspondance_5,Ville,Arrondissement,Année
115,Métro,SAINT DENIS PORTE DE PARIS,4179663,13,,,,,Saint Denis,0,2016
14,Métro,BELLEVILLE,11402348,2,11,,,,Paris,10,2016
139,Métro,PORTE DE LA VILLETTE,3661072,7,,,,,Paris,19,2016
68,Métro,PIGALLE,5589061,2,12,,,,Paris,18,2016
175,Métro,PLACE DES FETES,3078947,7bis,11,,,,Paris,19,2016
24,Métro,NATION,8792715,1,2,6,9,,Paris,12,2016
85,Métro,PONT DE LEVALLOIS BECON,5025588,3,,,,,Levallois Perret,0,2016
186,Métro,ROME,2870252,2,,,,,Paris,17,2016
58,Métro,ODEON,5896554,4,10,,,,Paris,6,2016
89,Métro,PASTEUR,4944020,6,12,,,,Paris,9,2016
193,Métro,NOTRE DAME DE LORETTE,2794182,12,,,,,Paris,9,2016
80,Métro,PORTE DE PANTIN,5126473,5,,,,,Paris,19,2016
87,Métro,PONT DE SEVRES,4980193,9,,,,,Boulogne Billancourt,0,2016
231,Métro,VAVIN,2279221,4,,,,,Paris,14,2016
130,Métro,BLANCHE,3829404,2,,,,,Paris,9,2016
102,Métro,ROBESPIERRE,4551649,9,,,,,Montreuil,0,2016
243,Métro,BREGUET SABIN,2139259,5,,,,,Paris,11,2016
121,Métro,CHARONNE,4020524,9,,,,,Paris,12,2016
118,Métro,RAMBUTEAU,4139059,11,,,,,Paris,3,2016
252,Métro,JASMIN,2037263,9,,,,,Paris,16,2016
134,Métro,EGLISE DE PANTIN,3769284,5,,,,,Pantin,0,2016
154,Métro,BOURSE,3410557,3,,,,,Paris,2,2016
258,Métro,RICHARD LENOIR,1906906,5,,,,,Paris,11,2016
145,Métro,SENTIER,3575805,3,,,,,Paris,3,2016
169,Métro,ETIENNE MARCEL,3131944,4,,,,,Paris,1,2016
262,Métro,PHILIPPE AUGUSTE,1812544,2,,,,,Paris,11,2016
166,Métro,PERNETY,3151413,13,,,,,Paris,14,2016
195,Métro,MARAICHERS,2769540,9,,,,,Paris,20,2016
273,Métro,SEGUR,1597696,10,,,,,Paris,15,2016
172,Métro,BERAULT,3094974,1,,,,,Vincennes,0,2016
235,Métro,CLUNY LA SORBONNE,2255703,10,,,,,Paris,5,2016
275,Métro,PIERRE CURIE,1523465,7,,,,,Ivry,0,2016
299,Métro,BOLIVAR,564032,7bis,,,,,Paris,19,2016
220,Métro,RIQUET,2391609,7,,,,,Paris,19,2016
292,Métro,BOTZARIS,958552,7bis,,,,,Paris,19,2016
228,Métro,RUE DU BAC,2314720,12,,,,,Paris,7,2016
7,Métro,BIBLIOTHEQUE,17491541,14,,,,,Paris,13,2016
256,Métro,PORTE D'IVRY,1929011,7,,,,,Paris,13,2016
25,Métro,PORTE DE CLIGNANCOURT,8432306,4,,,,,Paris,18,2016
264,Métro,MONTGALLET,1755560,8,,,,,Paris,12,2016
15,Métro,OPERA,10981914,3,7,8,,,Paris,9,2016
202,Métro,CHATEAU ROUGE,2664077,4,,,,,Paris,18,2016
293,Métro,FALGUIERE,884202,12,,,,,Paris,15,2016
45,Métro,VILLEJUIF LOUIS ARAGON,6865612,7,,,,,Villejuif,0,2016
148,Métro,LES GOBELINS,3520605,7,,,,,Paris,13,2016
55,Métro,PORTE DE VERSAILLES,6080322,12,,,,,Paris,15,2016
160,Métro,PYRENEES,3335906,11,,,,,Paris,20,2016
119,Métro,LES COURTILLES,4103831,13,,,,,Asnières sur Seine,0,2016
189,Métro,FUNICULAIRE,2850830,2,,,,,Paris,18,2016
20,Métro,PALAIS ROYAL,9621986,1,7,,,,Paris,1,2016
140,Métro,VAUGIRARD,3648085,12,,,,,Paris,15,2016
176,Métro,SIMPLON,3021317,4,,,,,Paris,18,2016
63,Métro,MARCEL SEMBAT,5879264,9,,,,,Boulogne Billancourt,0,2016
187,Métro,SAINT MAUR,2863984,3,,,,,Paris,11,2016
191,Métro,SAINT AMBROISE,2820580,9,,,,,Paris,11,2016
73,Métro,DAUMESNIL,5316753,6,8,,,,Paris,12,2016
194,Métro,SAINT PHILIPPE DU ROULE,2782782,9,,,,,Paris,8,2016
203,Métro,COURCELLES,2663534,2,,,,,Paris,17,2016
82,Métro,CRETEIL PREFECTURE,5080418,8,,,,,Créteil,0,2016
270,Métro,CHATEAU LANDON,1679432,7,,,,,Paris,10,2016
209,Métro,JACQUES BONSERGENT,2569940,5,,,,,Paris,10,2016
101,Métro,GUY MOQUET,4587665,13,,,,,Paris,17,2016
294,Métro,SAINT FARGEAU,742869,3bis,,,,,Paris,8,2016
238,Métro,BEL AIR,2223888,6,,,,,Paris,12,2016
133,Métro,ANATOLE FRANCE,3794787,3,,,,,Levallois Perret,0,2016
21,Métro,GARE D'AUSTERLITZ,9438016,5,10,,,,Paris,13,2016
279,Métro,PONT NEUF,1466310,7,,,,,Paris,4,2016
147,Métro,POISSONNIERE,3528982,7,,,,,Paris,10,2016
38,Métro,GAMBETTA,7095196,3,3bis,,,,Paris,20,2016
277,Métro,EUROPE,1501598,3,,,,,Paris,8,2016
183,Métro,COMMERCE,2885201,8,,,,,Paris,15,2016
39,Métro,MAIRIE DE CLICHY,7089241,13,,,,,Clichy,0,2016
298,Métro,DANUBE,618124,7bis,,,,,Paris,19,2016
210,Métro,RUE DES BOULETS,2561884,9,,,,,Paris,11,2016
54,Métro,SAINT MANDE TOURELLE,6099638,1,,,,,Saint Mandé,0,2016
241,Métro,EDGAR QUINET,2178463,6,,,,,Paris,14,2016
81,Métro,HOCHE,5085421,5,,,,,Pantin,0,2016
244,Métro,LA TOUR MAUBOURG,2110789,8,,,,,Paris,7,2016
90,Métro,CHARLES MICHELS,4923871,10,,,,,Paris,15,2016
116,Métro,PORTE DE CLICHY,4145014,13,,,,,Paris,17,2016
2,Métro,SAINT LAZARE,45879586,3,9,12,13,14,Paris,8,2016
123,Métro,OURCQ,3985487,5,,,,,Paris,19,2016
4,Métro,MONTPARNASSE BIENVENUE,30359225,4,6,12,13,,Paris,14,2016
135,Métro,BOULOGNE JEAN JAURES,3767032,10,,,,,Boulogne Billancourt,0,2016
18,Métro,ESPLANADE DE LA DEFENSE,10317385,1,,,,,Puteaux,0,2016
158,Métro,JOURDAIN,3356879,11,,,,,Paris,20,2016
34,Métro,HAVRE CAUMARTIN,7356084,3,9,,,,Paris,9,2016
177,Métro,GAITE,3009210,13,,,,,Paris,14,2016
31,Métro,BOBIGNY PABLO PICASSO,7737626,5,,,,,Bobigny,0,2016
37,Métro,OLYMPIADES,7103304,14,,,,,Paris,13,2016
182,Métro,LAMARCK CAULAINCOURT,2946177,12,,,,,Paris,18,2016
61,Métro,ANVERS,5890665,2,,,,,Paris,18,2016
47,Métro,PORTE D'ORLEANS,6643601,4,,,,,Paris,14,2016
206,Métro,TUILERIES,2622025,1,,,,,Paris,1,2016
52,Métro,SAINT PAUL,6158849,1,,,,,Paris,4,2016
59,Métro,MIROMESNIL,5895561,9,13,,,,Paris,8,2016
240,Métro,SAINT JACQUES,2187883,6,,,,,Paris,13,2016
66,Métro,REUILLY DIDEROT,5765809,1,8,,,,Paris,12,2016
149,Métro,CENSIER DAUBENTON,3519746,7,,,,,Paris,6,2016
265,Métro,MABILLON,1738843,10,,,,,Paris,6,2016
105,Métro,JULES JOFFRIN,4344027,12,,,,,Paris,18,2016
170,Métro,BILLANCOURT,3105469,9,,,,,Boulogne Billancourt,0,2016
111,Métro,JUSSIEU,4282997,7,10,,,,Paris,5,2016
234,Métro,MAUBERT MUTUALITE,2260212,10,,,,,Paris,5,2016
126,Métro,DUPLEIX,3905952,6,,,,,Paris,15,2016
224,Métro,TELEGRAPHE,2342747,11,,,,,Paris,20,2016
5,Métro,GARE DE L'EST,20373189,4,5,7,,,Paris,10,2016
125,Métro,FORT D'AUBERVILLIERS,3928197,7,,,,,Aubervilliers,0,2016
226,Métro,LES AGNETTES,2323166,13,,,,,Asnières sur Seine,0,2016
28,Métro,LA MOTTE PICQUET GRENELLE,8000496,6,8,10,,,Paris,15,2016
211,Métro,QUAI DE LA GARE,2544008,6,,,,,Paris,13,2016
245,Métro,CITE,2109969,4,,,,,Paris,4,2016
36,Métro,CHATILLON MONTROUGE,7274236,13,,,,,Chatillon,0,2016
190,Métro,CORENTIN CARIOU,2833439,7,,,,,Paris,19,2016
254,Métro,BUZENVAL,1963737,9,,,,,Paris,20,2016
71,Métro,CONVENTION,5533112,12,,,,,Paris,15,2016
174,Métro,RUE DE LA POMPE,3082105,9,,,,,Paris,16,2016
287,Métro,KLEBER,1249446,6,,,,,Paris,16,2016
113,Métro,SAINT GERMAIN DES PRES,4195883,4,,,,,Paris,6,2016
232,Métro,ABBESSES,2276012,12,,,,,Paris,18,2016
138,Métro,MALAKOFF PLATEAU DE VANVES,3667554,13,,,,,Malakoff,0,2016
301,Métro,PRE SAINT GERVAIS,360890,7bis,,,,,Paris,19,2016
141,Métro,MARX DORMOY,3645866,12,,,,,Paris,18,2016
204,Métro,NATIONALE,2641580,6,,,,,Paris,13,2016
271,Métro,CARDINAL LEMOINE,1642759,10,,,,,Paris,5,2016
1,Métro,GARE DU NORD,50872319,4,5,,,,Paris,10,2016
289,Métro,SAINT GEORGES,1233216,12,,,,,Paris,9,2016
104,Métro,MENILMONTANT,4348973,2,,,,,Paris,11,2016
120,Métro,ALMA MARCEAU,4070093,9,,,,,Paris,8,2016
150,Métro,PORTE DE CHAMPERRET,3512664,3,,,,,Paris,17,2016
163,Métro,BOULOGNE PONT DE SAINT CLOUD,3202618,10,,,,,Boulogne Billancourt,0,2016
201,Métro,CARREFOUR PLEYEL,2669794,13,,,,,Saint Denis,0,2016
41,Métro,PORTE DE VINCENNES,7058223,1,,,,,Paris,12,2016
215,Métro,SAINT SULPICE,2432844,4,,,,,Paris,6,2016
64,Métro,COUR SAINT EMILION,5859214,14,,,,,Paris,12,2016
255,Métro,QUATRE SEPTEMBRE,1929562,3,,,,,Paris,2,2016
76,Métro,CROIX DE CHAVAUX,5215902,9,,,,,Montreuil,0,2016
261,Métro,FELIX FAURE,1814488,8,,,,,Paris,15,2016
91,Métro,PLAISANCE,4903776,13,,,,,Paris,14,2016
267,Métro,FILLES DU CALVAIRE,1710231,8,,,,,Paris,3,2016
188,Métro,PORTE DE LA CHAPELLE,2853699,12,,,,,Paris,18,2016
295,Métro,ASSEMBLEE NATIONALE,739282,12,,,,,Paris,7,2016
208,Métro,LIBERTE,2574219,8,,,,,Charenton,0,2016
207,Métro,BOBIGNY PANTIN RAYMOND QUENEAU,2579124,5,,,,,Pantin,0,2016
236,Métro,SOLFERINO,2243672,12,,,,,Paris,7,2016
13,Métro,PLACE D'ITALIE,11462253,5,6,7,,,Paris,13,2016
247,Métro,MICHEL ANGE MOLITOR,2093279,9,10,,,,Paris,16,2016
40,Métro,STALINGRAD,7063687,2,5,7,,,Paris,19,2016
22,Métro,PORTE MAILLOT,9083545,1,,,,,Paris,16,2016
291,Métro,VANEAU,980057,10,,,,,Paris,7,2016
75,Métro,GABRIEL PERI,5245603,13,,,,,Asnières,0,2016
77,Métro,ALESIA,5207485,4,,,,,Paris,14,2016
109,Métro,PORTE DE BAGNOLET,4305206,3,,,,,Paris,20,2016
127,Métro,ARTS ET METIERS,3899198,3,11,,,,Paris,3,2016
151,Métro,DUROC,3509866,10,13,,,,Paris,7,2016
129,Métro,PASSY,3835814,6,,,,,Paris,16,2016
159,Métro,GARIBALDI,3346731,13,,,,,Saint Ouen,0,2016
153,Métro,GONCOURT,3415341,11,,,,,Paris,11,2016
179,Métro,ARGENTINE,2975436,1,,,,,Paris,17,2016
152,Métro,CORENTIN CELTON,3486870,12,,,,,Issy Les Moulineaux,0,2016
198,Métro,CRETEIL POINTE DU LAC,2729376,8,,,,,Créteil,0,2016
155,Métro,BROCHANT,3383369,13,,,,,Paris,17,2016
227,Métro,PORTE D'ITALIE,2316136,7,,,,,Paris,13,2016
192,Métro,LA FOURCHE,2817908,13,,,,,Paris,8,2016
297,Métro,CHARDON LAGACHE,642202,10,,,,,Paris,16,2016
218,Métro,LOUIS BLANC,2419456,7,7bis,,,,Paris,10,2016
274,Métro,PONT MARIE,1558885,7,,,,,Paris,4,2016
283,Métro,PICPUS,1313242,6,,,,,Paris,12,2016
51,Métro,MAIRIE DE MONTROUGE,6164559,4,,,,,Montrouge,0,2016
110,Métro,CHAMPS ELYSEES CLEMENCEAU,4300906,1,13,,,,Paris,8,2016
157,Métro,TOLBIAC,3363265,7,,,,,Paris,13,2016
185,Métro,SAINT AUGUSTIN,2872445,9,,,,,Paris,8,2016
200,Métro,FRONT POPULAIRE,2672036,12,,,,,Saint Denis / Aubervilliers,0,2016
219,Métro,VOLONTAIRES,2405459,12,,,,,Paris,15,2016
199,Métro,DUGOMMIER,2694704,6,,,,,Paris,12,2016
216,Métro,IENA,2430271,9,,,,,Paris,16,2016
213,Métro,CORVISART,2495811,6,,,,,Paris,13,2016
268,Métro,LIEGE,1690807,13,,,,,Paris,8,2016
9,Métro,LA DEFENSE,15031139,1,,,,,Puteaux,0,2016
19,Métro,STRASBOURG SAINT DENIS,10145616,4,8,9,,,Paris,2,2016
17,Métro,BARBES ROCHECHOUART,10856026,2,4,,,,Paris,18,2016
106,Métro,ECOLE MILITAIRE,4315153,8,,,,,Paris,7,2016
117,Métro,MAIRIE DE SAINT OUEN,4143606,13,,,,,Saint Ouen,0,2016
180,Métro,PLACE MONGE,2971998,7,,,,,Paris,6,2016
167,Métro,CAMBRONNE,3140382,6,,,,,Paris,15,2016
237,Métro,TRINITE D'ESTIENNE D'ORVES,2226802,12,,,,,Paris,9,2016
251,Métro,EXELMANS,2044451,9,,,,,Paris,16,2016
253,Métro,MICHEL BIZOT,2006980,8,,,,,Paris,12,2016
11,Métro,BASTILLE,13225099,1,5,8,,,Paris,12,2016
12,Métro,HOTEL DE VILLE,11764439,1,11,,,,Paris,4,2016
35,Métro,MAIRIE DE MONTREUIL,7335865,9,,,,,Montreuil,0,2016
48,Métro,LA CHAPELLE,6630341,2,,,,,Paris,9,2016
56,Métro,VILLIERS,6063343,2,3,,,,Paris,17,2016
112,Métro,MAIRIE D'ISSY,4279661,12,,,,,Issy Les Moulineaux,0,2016
137,Métro,ALEXANDRE DUMAS,3685441,2,,,,,Paris,11,2016
156,Métro,ECOLE VETERINAIRE DE MAISONS ALFORT,3367371,8,,,,,Maisons  Alfort,0,2016
181,Métro,COURONNES,2965420,2,,,,,Paris,11,2016
205,Métro,MALESHERBES,2626600,3,,,,,Paris,17,2016
164,Métro,PARMENTIER,3201707,3,,,,,Paris,11,2016
225,Métro,SEVRES LECOURBE,2341763,6,,,,,Paris,15,2016
278,Métro,AVENUE EMILE ZOLA,1466777,10,,,,,Paris,15,2016
288,Métro,QUAI DE LA RAPEE,1239904,5,,,,,Paris,12,2016
30,Métro,BIR HAKEIM,7932555,6,,,,,Paris,15,2016
70,Métro,BERCY,5544847,6,14,,,,Paris,12,2016
92,Métro,SAINT DENIS UNIVERSITE,4875315,13,,,,,Saint Denis,0,2016
94,Métro,PERE LACHAISE,4808099,2,3,,,,Paris,20,2016
100,Métro,PORTE DE VANVES,4619691,13,,,,,Paris,14,2016
136,Métro,PORTE DE SAINT OUEN,3725695,13,,,,,Paris,17,2016
144,Métro,LOUISE MICHEL,3577070,3,,,,,Levallois Perret,0,2016
143,Métro,CRETEIL UNIVERSITE,3598231,8,,,,,Créteil,0,2016
173,Métro,PORTE DE CHOISY,3094950,7,,,,,Paris,13,2016
184,Métro,PORTE DAUPHINE,2879755,2,,,,,Paris,16,2016
284,Métro,MOUTON DUVERNET,1300317,4,,,,,Paris,14,2016
280,Métro,CHEMIN VERT,1445627,8,,,,,Paris,11,2016
290,Métro,RENNES,1218261,12,,,,,Paris,6,2016
6,Métro,REPUBLIQUE,18340798,3,5,8,9,11,Paris,11,2016
27,Métro,TROCADERO,8351649,6,9,,,,Paris,16,2016
44,Métro,GRANDS BOULEVARDS,6889717,8,9,,,,Paris,9,2016
84,Métro,VOLTAIRE,5036297,9,,,,,Paris,11,2016
79,Métro,RICHELIEU DROUOT,5157761,8,9,,,,Paris,9,2016
124,Métro,LA MUETTE,3977748,9,,,,,Paris,16,2016
168,Métro,FAIDHERBE CHALIGNY,3134776,8,,,,,Paris,12,2016
221,Métro,CRETEIL L'ECHAT,2388835,8,,,,,Créteil,0,2016
239,Métro,MAISONS ALFORT LES JUILLIOTTES,2196535,8,,,,,Maisons  Alfort,0,2016
260,Métro,MAISONS ALFORT STADE,1831297,8,,,,,Maisons  Alfort,0,2016
281,Métro,VARENNE,1429509,13,,,,,Paris,7,2016
23,Métro,PLACE CLICHY,9024733,2,13,,,,Paris,17,2016
26,Métro,CHARLES DE GAULLE ETOILE,8381433,1,2,6,,,Paris,8,2016
60,Métro,GEORGE V,5891713,1,,,,,Paris,8,2016
88,Métro,GLACIERE,4966081,6,,,,,Paris,13,2016
99,Métro,PORTE DE MONTREUIL,4647724,9,,,,,Paris,20,2016
98,Métro,MAIRIE DES LILAS,4656048,11,,,,,Les Lilas,0,2016
114,Métro,OBERKAMPF,4192585,5,9,,,,Paris,11,2016
162,Métro,SAINT PLACIDE,3281669,4,,,,,Paris,6,2016
165,Métro,BOUCICAUT,3172612,8,,,,,Paris,15,2016
146,Métro,CHEVALERET,3550425,6,,,,,Paris,13,2016
171,Métro,MAIRIE D'IVRY,3102623,7,,,,,Ivry,0,2016
212,Métro,VILLEJUIF LEO LAGRANGE,2529256,7,,,,,Villejuif,0,2016
230,Métro,VILLEJUIF PAUL VAILLANT COUTURIER,2297351,7,,,,,Villejuif,0,2016
263,Métro,RASPAIL,1773665,4,6,,,,Paris,14,2016
266,Métro,SAINT FRANCOIS XAVIER,1725103,13,,,,,Paris,7,2016
285,Métro,CAMPO FORMIO,1281234,5,,,,,Paris,13,2016
50,Métro,CRIMEE,6175537,7,,,,,Paris,19,2016
65,Métro,CONCORDE,5847907,1,8,12,,,Paris,8,2016
161,Métro,CADET,3289639,7,,,,,Paris,9,2016
233,Métro,SAINT MARCEL,2260458,5,,,,,Paris,13,2016
276,Métro,SULLY MORLAND,1513782,7,,,,,Paris,4,2016
69,Métro,CHATEAU DE VINCENNES,5581700,1,,,,,Vincennes,0,2016
74,Métro,PORTE DE SAINT CLOUD,5311324,9,,,,,Paris,16,2016
93,Métro,BASILIQUE DE SAINT DENIS,4857996,13,,,,,Saint Denis,0,2016
103,Métro,PEREIRE,4547754,3,,,,,Paris,17,2016
107,Métro,LAUMIERE,4311908,5,,,,,Paris,19,2016
222,Métro,RANELAGH,2380218,9,,,,,Paris,16,2016
223,Métro,LOUVRE,2366043,1,,,,,Paris,1,2016
248,Métro,MAISON BLANCHE,2085927,7,,,,,Paris,13,2016
269,Métro,SAINT SEBASTIEN FROISSART,1688254,8,,,,,Paris,3,2016
286,Métro,TEMPLE,1270793,3,,,,,Paris,2,2016
10,Métro,CHATELET,13466536,1,4,7,11,14,Paris,1,2016
32,Métro,SAINT MICHEL,7562865,4,,,,,Paris,5,2016
43,Métro,CHAUSSEE D'ANTIN LA FAYETTE,6945565,7,9,,,,Paris,9,2016
29,Métro,MARCADET POISSONNIERS,7963672,4,12,,,,Paris,18,2016
62,Métro,GALLIENI,5884810,3,,,,,Bagnolet,0,2016
67,Métro,LES SABLONS,5740806,1,,,,,Neuilly Sur Seine,0,2016
95,Métro,BONNE NOUVELLE,4786149,8,9,,,,Paris,10,2016
96,Métro,COLONEL FABIEN,4706560,2,,,,,Paris,10,2016
97,Métro,DENFERT ROCHEREAU,4701323,4,6,,,,Paris,14,2016
132,Métro,VICTOR HUGO,3802054,2,,,,,Paris,16,2016
196,Métro,PORTE DOREE,2760380,8,,,,,Paris,12,2016
229,Métro,LE PELETIER,2304258,7,,,,,Paris,9,2016
242,Métro,PORTE DE CHARENTON,2151353,8,,,,,Paris,12,2016
249,Métro,NOTRE DAME DES CHAMPS,2074698,12,,,,,Paris,6,2016
300,Métro,BUTTES CHAUMONT,521634,7bis,,,,,Paris,19,2016
