Rang,Réseau,Station,Trafic,Correspondance_1,Correspondance_2,Correspondance_3,Correspondance_4,Correspondance_5,Ville,Arrondissement,Année
139,Métro,POISSONNIERE,3466034,7,,,,,Paris,10,2019
44,Métro,GRANDS BOULEVARDS,6807424,8,9,,,,Paris,9,2019
59,Métro,PYRAMIDES,6069724,7,14,,,,Paris,1,2019
141,Métro,VAUGIRARD,3445009,12,,,,,Paris,15,2019
4,Métro,MONTPARNASSE BIENVENUE,29857740,4,6,12,13,,Paris,14,2019
50,Métro,CHATEAU DE VINCENNES,6353285,1,,,,,Vincennes,0,2019
61,Métro,MARCADET POISSONNIERS,5973655,4,12,,,,Paris,18,2019
152,Métro,GARIBALDI,3330349,13,,,,,Saint Ouen,0,2019
7,Métro,REPUBLIQUE,16596521,3,5,8,9,11,Paris,11,2019
51,Métro,MAIRIE DE CLICHY,6342058,13,,,,,Clichy,0,2019
62,Métro,MIROMESNIL,5908201,9,13,,,,Paris,8,2019
164,Métro,PARMENTIER,3103492,3,,,,,Paris,11,2019
10,Métro,BASTILLE,13151192,1,5,8,,,Paris,12,2019
58,Métro,CONCORDE,6115023,1,8,12,,,Paris,8,2019
64,Métro,JAURES,5836196,2,5,7bis,,,Paris,19,2019
166,Métro,MAIRIE D'IVRY,3074561,7,,,,,Ivry,0,2019
26,Métro,PORTE MAILLOT,8226552,1,,,,,Paris,16,2019
72,Métro,GALLIENI,5595343,3,,,,,Bagnolet,0,2019
71,Métro,PIGALLE,5599495,2,12,,,,Paris,18,2019
167,Métro,SAINT AUGUSTIN,3052723,9,,,,,Paris,8,2019
31,Métro,OLYMPIADES,7912359,14,,,,,Paris,13,2019
82,Métro,GABRIEL PERI,4998394,13,,,,,Asnières,0,2019
73,Métro,MARCEL SEMBAT,5521946,9,,,,,Boulogne Billancourt,0,2019
5,Métro,GARE DE L'EST,22443106,4,5,7,,,Paris,10,2019
168,Métro,PERNETY,3050541,13,,,,,Paris,14,2019
33,Métro,PORTE DE VINCENNES,7633984,1,,,,,Paris,12,2019
86,Métro,DAUMESNIL,4954004,6,8,,,,Paris,12,2019
75,Métro,REAUMUR SEBASTOPOL,5291106,3,4,,,,Paris,3,2019
9,Métro,LES HALLES,16069170,4,,,,,Paris,1,2019
170,Métro,QUAI DE LA GARE,3033927,6,,,,,Paris,13,2019
46,Métro,GEORGE V,6643262,1,,,,,Paris,8,2019
92,Métro,PORTE DE VANVES,4660158,13,,,,,Paris,14,2019
78,Métro,PONT DE LEVALLOIS BECON,5068483,3,,,,,Levallois Perret,0,2019
14,Métro,PLACE D'ITALIE,10577276,5,6,7,,,Paris,13,2019
181,Métro,SAINT MAUR,2924501,3,,,,,Paris,11,2019
52,Métro,REUILLY DIDEROT,6328040,1,8,,,,Paris,12,2019
95,Métro,COLONEL FABIEN,4511921,2,,,,,Paris,10,2019
89,Métro,ALESIA,4764374,4,,,,,Paris,14,2019
21,Métro,TROCADERO,9327124,6,9,,,,Paris,16,2019
183,Métro,PYRENEES,2920049,11,,,,,Paris,20,2019
54,Métro,BERCY,6311543,6,14,,,,Paris,12,2019
118,Métro,GUY MOQUET,4004960,13,,,,,Paris,17,2019
98,Métro,PASTEUR,4493457,6,12,,,,Paris,9,2019
29,Métro,BARBES ROCHECHOUART,7974496,2,4,,,,Paris,18,2019
193,Métro,ROME,2753714,2,,,,,Paris,17,2019
65,Métro,PORTE DE VERSAILLES,5823995,12,,,,,Paris,15,2019
122,Métro,BLANCHE,3893362,2,,,,,Paris,9,2019
103,Métro,ALMA MARCEAU,4382709,9,,,,,Paris,8,2019
30,Métro,LA MOTTE PICQUET GRENELLE,7958383,6,8,10,,,Paris,15,2019
194,Métro,GAITE,2713799,13,,,,,Paris,14,2019
69,Métro,PORTE DE PANTIN,5615256,5,,,,,Paris,19,2019
130,Métro,LEDRU ROLLIN,3777270,8,,,,,Paris,12,2019
121,Métro,DENFERT ROCHEREAU,3911586,4,6,,,,Paris,14,2019
32,Métro,BOBIGNY PABLO PICASSO,7879929,5,,,,,Bobigny,0,2019
195,Métro,LAMARCK CAULAINCOURT,2704202,12,,,,,Paris,18,2019
70,Métro,ODEON,5600764,4,10,,,,Paris,6,2019
133,Métro,BERAULT,3656859,1,,,,,Vincennes,0,2019
124,Métro,LES COURTILLES,3886523,13,,,,,Asnières sur Seine,0,2019
34,Métro,CHAUSSEE D'ANTIN LA FAYETTE,7312371,7,9,,,,Paris,9,2019
200,Métro,MARAICHERS,2608017,9,,,,,Paris,20,2019
76,Métro,CONVENTION,5275717,12,,,,,Paris,15,2019
143,Métro,PORTE DES LILAS,3439385,3bis,11,,,,Paris,20,2019
125,Métro,CHATEAU D'EAU,3878260,4,,,,,Paris,10,2019
39,Métro,CHATILLON MONTROUGE,7196503,13,,,,,Chatillon,0,2019
202,Métro,RUE DES BOULETS,2583609,9,,,,,Paris,11,2019
77,Métro,PORTE DE SAINT CLOUD,5174694,9,,,,,Paris,16,2019
149,Métro,CENSIER DAUBENTON,3385284,7,,,,,Paris,6,2019
134,Métro,CHARONNE,3652338,9,,,,,Paris,12,2019
41,Métro,PONT DE NEUILLY,6902027,1,,,,,Neuilly Sur Seine,0,2019
203,Métro,DUGOMMIER,2579556,6,,,,,Paris,12,2019
79,Métro,PONT DE SEVRES,5048247,9,,,,,Boulogne Billancourt,0,2019
151,Métro,MARX DORMOY,3359946,12,,,,,Paris,18,2019
135,Métro,DUROC,3596220,10,13,,,,Paris,7,2019
45,Métro,GAMBETTA,6798910,3,3bis,,,,Paris,20,2019
204,Métro,LA FOURCHE,2563103,13,,,,,Paris,8,2019
84,Métro,VOLTAIRE,4975145,9,,,,,Paris,11,2019
153,Métro,TERNES,3329214,2,,,,,Paris,17,2019
137,Métro,CRETEIL UNIVERSITE,3536972,8,,,,,Créteil,0,2019
47,Métro,INVALIDES,6540934,8,13,,,,Paris,7,2019
205,Métro,COURCELLES,2557929,2,,,,,Paris,17,2019
101,Métro,MAIRIE DES LILAS,4436148,11,,,,,Les Lilas,0,2019
171,Métro,FAIDHERBE CHALIGNY,3032239,8,,,,,Paris,12,2019
140,Métro,MALAKOFF PLATEAU DE VANVES,3454231,13,,,,,Malakoff,0,2019
49,Métro,SAINT PAUL,6502842,1,,,,,Paris,4,2019
209,Métro,NATIONALE,2497964,6,,,,,Paris,13,2019
104,Métro,PORTE DE MONTREUIL,4344016,9,,,,,Paris,20,2019
175,Métro,CHARENTON ECOLES,2984929,8,,,,,Charenton,0,2019
144,Métro,CORENTIN CELTON,3438335,12,,,,,Issy Les Moulineaux,0,2019
63,Métro,LA COURNEUVE 8 MAI 1945,5886507,7,,,,,La Courneuve,0,2019
210,Métro,JACQUES BONSERGENT,2477876,5,,,,,Paris,10,2019
105,Métro,JUSSIEU,4328012,7,10,,,,Paris,5,2019
176,Métro,BROCHANT,2984525,13,,,,,Paris,17,2019
146,Métro,SENTIER,3420249,3,,,,,Paris,3,2019
67,Métro,ANVERS,5643147,2,,,,,Paris,18,2019
217,Métro,PORTE DE LA CHAPELLE,2379751,12,,,,,Paris,18,2019
108,Métro,BASILIQUE DE SAINT DENIS,4311590,13,,,,,Saint Denis,0,2019
179,Métro,BOBIGNY PANTIN RAYMOND QUENEAU,2951030,5,,,,,Pantin,0,2019
148,Métro,BOURSE,3386481,3,,,,,Paris,2,2019
68,Métro,BALARD,5626040,8,,,,,Paris,15,2019
222,Métro,MAISONS ALFORT STADE,2330375,8,,,,,Maisons  Alfort,0,2019
109,Métro,ROBESPIERRE,4221091,9,,,,,Montreuil,0,2019
180,Métro,PORTE DAUPHINE,2932159,2,,,,,Paris,16,2019
154,Métro,SAINT PLACIDE,3304968,4,,,,,Paris,6,2019
74,Métro,CRIMEE,5431969,7,,,,,Paris,19,2019
224,Métro,RIQUET,2312581,7,,,,,Paris,19,2019
111,Métro,MAIRIE D'ISSY,4096487,12,,,,,Issy Les Moulineaux,0,2019
184,Métro,COURONNES,2897777,2,,,,,Paris,11,2019
156,Métro,RAMBUTEAU,3219510,11,,,,,Paris,3,2019
83,Métro,HOCHE,4995902,5,,,,,Pantin,0,2019
233,Métro,CLUNY LA SORBONNE,2232036,10,,,,,Paris,5,2019
112,Métro,LE KREMLIN BICETRE,4062243,7,,,,,Kremlin Bicêtre,0,2019
189,Métro,PLACE MONGE,2828772,7,,,,,Paris,6,2019
159,Métro,PORTE DE CHAMPERRET,3189251,3,,,,,Paris,17,2019
85,Métro,CROIX DE CHAVAUX,4954717,9,,,,,Montreuil,0,2019
234,Métro,MAUBERT MUTUALITE,2226690,10,,,,,Paris,5,2019
113,Métro,JULES JOFFRIN,4034229,12,,,,,Paris,18,2019
197,Métro,IENA,2646049,9,,,,,Paris,16,2019
173,Métro,ARGENTINE,3026210,1,,,,,Paris,17,2019
90,Métro,PERE LACHAISE,4724592,2,3,,,,Paris,20,2019
235,Métro,GONCOURT,2192190,11,,,,,Paris,11,2019
114,Métro,SAINT DENIS PORTE DE PARIS,4032072,13,,,,,Saint Denis,0,2019
199,Métro,TUILERIES,2614837,1,,,,,Paris,1,2019
174,Métro,RUE DE LA POMPE,3004505,9,,,,,Paris,16,2019
93,Métro,CHARLES MICHELS,4601730,10,,,,,Paris,15,2019
238,Métro,SAINT MARCEL,2131369,5,,,,,Paris,13,2019
116,Métro,ARTS ET METIERS,4011632,3,11,,,,Paris,3,2019
216,Métro,WAGRAM,2386255,3,,,,,Paris,17,2019
198,Métro,LOUVRE,2633369,1,,,,,Paris,1,2019
99,Métro,ECOLE MILITAIRE,4468169,8,,,,,Paris,7,2019
249,Métro,BUZENVAL,1941769,9,,,,,Paris,20,2019
117,Métro,CHAMPS ELYSEES CLEMENCEAU,4006171,1,13,,,,Paris,8,2019
218,Métro,SIMPLON,2366858,4,,,,,Paris,18,2019
219,Métro,PORTE D'ITALIE,2363639,7,,,,,Paris,13,2019
102,Métro,OBERKAMPF,4416955,5,9,,,,Paris,11,2019
261,Métro,MAISONS ALFORT LES JUILLIOTTES,1779627,8,,,,,Maisons  Alfort,0,2019
129,Métro,BOULOGNE JEAN JAURES,3785458,10,,,,,Boulogne Billancourt,0,2019
220,Métro,VOLONTAIRES,2362771,12,,,,,Paris,15,2019
226,Métro,RUE DU BAC,2304665,12,,,,,Paris,7,2019
106,Métro,LAUMIERE,4325317,5,,,,,Paris,19,2019
262,Métro,PHILIPPE AUGUSTE,1763562,2,,,,,Paris,11,2019
131,Métro,OURCQ,3763663,5,,,,,Paris,19,2019
221,Métro,ABBESSES,2349588,12,,,,,Paris,18,2019
227,Métro,LOURMEL,2301922,8,,,,,Paris,15,2019
107,Métro,MAIRIE DE SAINT OUEN,4314548,13,,,,,Saint Ouen,0,2019
264,Métro,FELIX FAURE,1744774,8,,,,,Paris,15,2019
145,Métro,CHEVALERET,3426306,6,,,,,Paris,13,2019
228,Métro,SAINT SULPICE,2287634,4,,,,,Paris,6,2019
237,Métro,LA TOUR MAUBOURG,2139593,8,,,,,Paris,7,2019
110,Métro,PORTE DE LA VILLETTE,4159555,7,,,,,Paris,19,2019
270,Métro,SEGUR,1669348,10,,,,,Paris,15,2019
147,Métro,FUNICULAIRE,3400474,2,,,,,Paris,18,2019
232,Métro,MICHEL ANGE MOLITOR,2247014,9,10,,,,Paris,16,2019
239,Métro,PORTE DE CHARENTON,2105924,8,,,,,Paris,12,2019
115,Métro,PORTE DE BAGNOLET,4020800,3,,,,,Paris,20,2019
272,Métro,LIEGE,1662452,13,,,,,Paris,8,2019
150,Métro,LES GOBELINS,3377372,7,,,,,Paris,13,2019
241,Métro,SOLFERINO,2073832,12,,,,,Paris,7,2019
243,Métro,MALAKOFF RUE ETIENNE DOLET,2048140,13,,,,,Malakoff,0,2019
132,Métro,PORTE DE SAINT OUEN,3761155,13,,,,,Paris,17,2019
273,Métro,EUROPE,1618088,3,,,,,Paris,8,2019
157,Métro,ECOLE VETERINAIRE DE MAISONS ALFORT,3193857,8,,,,,Maisons  Alfort,0,2019
245,Métro,VAVIN,2021987,4,,,,,Paris,14,2019
251,Métro,BOISSIERE,1919511,6,,,,,Paris,16,2019
136,Métro,LOUISE MICHEL,3546360,3,,,,,Levallois Perret,0,2019
276,Métro,MOUTON DUVERNET,1583761,4,,,,,Paris,14,2019
158,Métro,TOLBIAC,3191066,7,,,,,Paris,13,2019
248,Métro,SAINT JACQUES,1954772,6,,,,,Paris,13,2019
253,Métro,PORTE D'IVRY,1901960,7,,,,,Paris,13,2019
142,Métro,ALEXANDRE DUMAS,3439879,2,,,,,Paris,11,2019
278,Métro,PIERRE CURIE,1535768,7,,,,,Ivry,0,2019
160,Métro,SAINT PHILIPPE DU ROULE,3187997,9,,,,,Paris,8,2019
250,Métro,JASMIN,1935764,9,,,,,Paris,16,2019
259,Métro,MAISON BLANCHE,1803381,7,,,,,Paris,13,2019
155,Métro,DUPLEIX,3221871,6,,,,,Paris,15,2019
283,Métro,CAMPO FORMIO,1335450,5,,,,,Paris,13,2019
162,Métro,BOUCICAUT,3152108,8,,,,,Paris,15,2019
252,Métro,MICHEL BIZOT,1906545,8,,,,,Paris,12,2019
267,Métro,SAINT FRANCOIS XAVIER,1701996,13,,,,,Paris,7,2019
161,Métro,PASSY,3187985,6,,,,,Paris,16,2019
290,Métro,SAINT GEORGES,1135274,12,,,,,Paris,9,2019
163,Métro,BOULOGNE PONT DE SAINT CLOUD,3145907,10,,,,,Boulogne Billancourt,0,2019
258,Métro,TELEGRAPHE,1823734,11,,,,,Paris,20,2019
271,Métro,CARDINAL LEMOINE,1663781,10,,,,,Paris,5,2019
169,Métro,CADET,3042484,7,,,,,Paris,9,2019
298,Métro,DANUBE,547896,7bis,,,,,Paris,19,2019
165,Métro,BILLANCOURT,3099341,9,,,,,Boulogne Billancourt,0,2019
260,Métro,BREGUET SABIN,1791352,5,,,,,Paris,11,2019
274,Métro,FILLES DU CALVAIRE,1606192,8,,,,,Paris,3,2019
177,Métro,SAINT AMBROISE,2977955,9,,,,,Paris,11,2019
172,Métro,JOURDAIN,3029314,11,,,,,Paris,20,2019
268,Métro,SAINT SEBASTIEN FROISSART,1685816,8,,,,,Paris,3,2019
295,Métro,SAINT FARGEAU,716699,3bis,,,,,Paris,8,2019
178,Métro,JAVEL ANDRE CITROEN,2969444,10,,,,,Paris,15,2019
185,Métro,COMMERCE,2864592,8,,,,,Paris,15,2019
277,Métro,PONT NEUF,1546517,7,,,,,Paris,4,2019
302,Métro,PELLEPORT,329597,3bis,,,,,Paris,20,2019
182,Métro,PLACE DES FETES,2921564,7bis,11,,,,Paris,19,2019
187,Métro,NOTRE DAME DE LORETTE,2833104,12,,,,,Paris,9,2019
281,Métro,AVENUE EMILE ZOLA,1479759,10,,,,,Paris,15,2019
303,Métro,EGLISE D'AUTEUIL,169939,10,,,,,Paris,16,2019
186,Métro,CRETEIL POINTE DU LAC,2849288,8,,,,,Créteil,0,2019
190,Métro,FRONT POPULAIRE,2802852,12,,,,,Saint Denis / Aubervilliers,0,2019
287,Métro,TEMPLE,1194283,3,,,,,Paris,2,2019
188,Métro,VILLEJUIF LEO LAGRANGE,2830893,7,,,,,Villejuif,0,2019
192,Métro,PORTE DOREE,2763236,8,,,,,Paris,12,2019
301,Métro,PRE SAINT GERVAIS,386948,7bis,,,,,Paris,19,2019
191,Métro,CORENTIN CARIOU,2766678,7,,,,,Paris,19,2019
201,Métro,PORTE DE CHOISY,2598026,7,,,,,Paris,13,2019
196,Métro,ETIENNE MARCEL,2676549,4,,,,,Paris,1,2019
211,Métro,CARREFOUR PLEYEL,2473446,13,,,,,Saint Denis,0,2019
206,Métro,LIBERTE,2532442,8,,,,,Charenton,0,2019
212,Métro,LE PELETIER,2451509,7,,,,,Paris,9,2019
207,Métro,CAMBRONNE,2524418,6,,,,,Paris,15,2019
213,Métro,VILLEJUIF PAUL VAILLANT COUTURIER,2449391,7,,,,,Villejuif,0,2019
208,Métro,CORVISART,2512122,6,,,,,Paris,13,2019
229,Métro,LOUIS BLANC,2272326,7,7bis,,,,Paris,10,2019
214,Métro,RICHARD LENOIR,2422197,5,,,,,Paris,11,2019
230,Métro,CRETEIL L'ECHAT,2253948,8,,,,,Créteil,0,2019
215,Métro,MALESHERBES,2406916,3,,,,,Paris,17,2019
231,Métro,BEL AIR,2247926,6,,,,,Paris,12,2019
223,Métro,RANELAGH,2314539,9,,,,,Paris,16,2019
244,Métro,MICHEL ANGE AUTEUIL,2042174,9,10,,,,Paris,16,2019
225,Métro,LES AGNETTES,2309419,13,,,,,Asnières sur Seine,0,2019
247,Métro,SEVRES LECOURBE,1957206,6,,,,,Paris,15,2019
236,Métro,EDGAR QUINET,2142333,6,,,,,Paris,14,2019
255,Métro,TRINITE D'ESTIENNE D'ORVES,1876512,12,,,,,Paris,9,2019
240,Métro,EXELMANS,2102492,9,,,,,Paris,16,2019
257,Métro,MABILLON,1859872,10,,,,,Paris,6,2019
242,Métro,NOTRE DAME DES CHAMPS,2051828,12,,,,,Paris,6,2019
266,Métro,PONT MARIE,1733641,7,,,,,Paris,4,2019
246,Métro,QUATRE SEPTEMBRE,1997741,3,,,,,Paris,2,2019
275,Métro,MONTGALLET,1596702,8,,,,,Paris,12,2019
254,Métro,RASPAIL,1887146,4,6,,,,Paris,14,2019
280,Métro,SULLY MORLAND,1502672,7,,,,,Paris,4,2019
256,Métro,AVRON,1871024,2,,,,,Paris,11,2019
282,Métro,MIRABEAU,1377611,10,,,,,Paris,16,2019
263,Métro,CHATEAU LANDON,1759434,7,,,,,Paris,10,2019
284,Métro,PICPUS,1302314,6,,,,,Paris,12,2019
265,Métro,CITE,1740572,4,,,,,Paris,4,2019
285,Métro,KLEBER,1253324,6,,,,,Paris,16,2019
269,Métro,MONCEAU,1672269,2,,,,,Paris,17,2019
288,Métro,RENNES,1181641,12,,,,,Paris,6,2019
279,Métro,CHEMIN VERT,1527533,8,,,,,Paris,11,2019
289,Métro,QUAI DE LA RAPEE,1155002,5,,,,,Paris,12,2019
286,Métro,VARENNE,1241311,13,,,,,Paris,7,2019
292,Métro,VANEAU,1028480,10,,,,,Paris,7,2019
291,Métro,ASSEMBLEE NATIONALE,1063551,12,,,,,Paris,7,2019
293,Métro,BOTZARIS,993450,7bis,,,,,Paris,19,2019
296,Métro,CHARDON LAGACHE,692665,10,,,,,Paris,16,2019
294,Métro,FALGUIERE,881763,12,,,,,Paris,15,2019
297,Métro,PORTE D'AUTEUIL,622094,10,,,,,Paris,16,2019
299,Métro,BOLIVAR,546780,7bis,,,,,Paris,19,2019
300,Métro,BUTTES CHAUMONT,545750,7bis,,,,,Paris,19,2019
