Rang,Réseau,Station,Trafic,Correspondance_1,Correspondance_2,Correspondance_3,Correspondance_4,Correspondance_5,Ville,Arrondissement,Année
279,Métro,SULLY MORLAND,1550640,7,,,,,Paris,4,2018
31,Métro,LA MOTTE PICQUET GRENELLE,7959759,6,8,10,,,Paris,15,2018
66,Métro,MARCEL SEMBAT,5958354,9,,,,,Boulogne Billancourt,0,2018
142,Métro,CORENTIN CELTON,3715160,12,,,,,Issy Les Moulineaux,0,2018
44,Métro,MADELEINE,7088856,8,12,14,,,Paris,8,2018
241,Métro,PORTE DE CHARENTON,2262053,8,,,,,Paris,12,2018
16,Métro,FRANKLIN D. ROOSEVELT,10705337,1,9,,,,Paris,8,2018
174,Métro,RUE DE LA POMPE,3241496,9,,,,,Paris,16,2018
53,Métro,LES SABLONS,6396994,1,,,,,Neuilly Sur Seine,0,2018
221,Métro,MAISONS ALFORT STADE,2465520,8,,,,,Maisons  Alfort,0,2018
116,Métro,DENFERT ROCHEREAU,4401791,4,6,,,,Paris,14,2018
121,Métro,SAINT GERMAIN DES PRES,4191939,4,,,,,Paris,6,2018
210,Métro,RUE DES BOULETS,2654910,9,,,,,Paris,11,2018
228,Métro,TELEGRAPHE,2425536,11,,,,,Paris,20,2018
60,Métro,VILLIERS,6237308,2,3,,,,Paris,17,2018
203,Métro,VILLEJUIF LEO LAGRANGE,2799771,7,,,,,Villejuif,0,2018
4,Métro,MONTPARNASSE BIENVENUE,30646580,4,6,12,13,,Paris,14,2018
119,Métro,ARTS ET METIERS,4235686,3,11,,,,Paris,3,2018
192,Métro,PORTE DE CHOISY,2943551,7,,,,,Paris,13,2018
173,Métro,QUAI DE LA GARE,3252321,6,,,,,Paris,13,2018
103,Métro,JUSSIEU,4684325,7,10,,,,Paris,5,2018
178,Métro,CHARENTON ECOLES,3132036,8,,,,,Charenton,0,2018
251,Métro,TRINITE D'ESTIENNE D'ORVES,2133878,12,,,,,Paris,9,2018
141,Métro,MALAKOFF PLATEAU DE VANVES,3718080,13,,,,,Malakoff,0,2018
139,Métro,PORTE DE SAINT OUEN,3764392,13,,,,,Paris,17,2018
290,Métro,TEMPLE,1258217,3,,,,,Paris,2,2018
239,Métro,MICHEL ANGE MOLITOR,2298330,9,10,,,,Paris,16,2018
133,Métro,VICTOR HUGO,4005276,2,,,,,Paris,16,2018
232,Métro,EDGAR QUINET,2364420,6,,,,,Paris,14,2018
127,Métro,BLANCHE,4120807,2,,,,,Paris,9,2018
134,Métro,LEDRU ROLLIN,3977633,8,,,,,Paris,12,2018
299,Métro,DANUBE,566268,7bis,,,,,Paris,19,2018
258,Métro,MICHEL BIZOT,2009808,8,,,,,Paris,12,2018
107,Métro,GUY MOQUET,4593098,13,,,,,Paris,17,2018
190,Métro,NATIONALE,2970029,6,,,,,Paris,13,2018
293,Métro,BOTZARIS,1016993,7bis,,,,,Paris,19,2018
88,Métro,ALESIA,5113245,4,,,,,Paris,14,2018
200,Métro,DUGOMMIER,2836152,6,,,,,Paris,12,2018
300,Métro,BUTTES CHAUMONT,560675,7bis,,,,,Paris,19,2018
123,Métro,FORT D'AUBERVILLIERS,4165208,7,,,,,Aubervilliers,0,2018
219,Métro,VILLEJUIF PAUL VAILLANT COUTURIER,2470026,7,,,,,Villejuif,0,2018
225,Métro,LOUIS BLANC,2439575,7,7bis,,,,Paris,10,2018
35,Métro,VILLEJUIF LOUIS ARAGON,7479307,7,,,,,Villejuif,0,2018
163,Métro,SAINT PLACIDE,3376988,4,,,,,Paris,6,2018
2,Métro,GARE DU NORD,45793828,4,5,,,,Paris,10,2018
181,Métro,SAINT MAUR,3065770,3,,,,,Paris,11,2018
9,Métro,LA DEFENSE,15954978,1,,,,,Puteaux,0,2018
196,Métro,ETIENNE MARCEL,2907953,4,,,,,Paris,1,2018
149,Métro,MARX DORMOY,3616802,12,,,,,Paris,18,2018
238,Métro,SAINT JACQUES,2324865,6,,,,,Paris,13,2018
151,Métro,LES GOBELINS,3595435,7,,,,,Paris,13,2018
223,Métro,LES AGNETTES,2448699,13,,,,,Asnières sur Seine,0,2018
271,Métro,SAINT SEBASTIEN FROISSART,1731645,8,,,,,Paris,3,2018
274,Métro,MONTGALLET,1690677,8,,,,,Paris,12,2018
136,Métro,PORTE DES LILAS,3868367,3bis,11,,,,Paris,20,2018
115,Métro,PORTE DE CLICHY,4410686,13,,,,,Paris,17,2018
90,Métro,CRETEIL PREFECTURE,5028020,8,,,,,Créteil,0,2018
79,Métro,RICHELIEU DROUOT,5340869,8,9,,,,Paris,9,2018
246,Métro,MICHEL ANGE AUTEUIL,2175029,9,10,,,,Paris,16,2018
95,Métro,PERE LACHAISE,4882748,2,3,,,,Paris,20,2018
198,Métro,PORTE DOREE,2850341,8,,,,,Paris,12,2018
101,Métro,PORTE DE MONTREUIL,4735534,9,,,,,Paris,20,2018
207,Métro,TUILERIES,2682811,1,,,,,Paris,1,2018
46,Métro,CHATEAU ROUGE,7053570,4,,,,,Paris,18,2018
41,Métro,GAMBETTA,7137504,3,3bis,,,,Paris,20,2018
61,Métro,COUR SAINT EMILION,6068940,14,,,,,Paris,12,2018
278,Métro,SEGUR,1605135,10,,,,,Paris,15,2018
68,Métro,CRIMEE,5921134,7,,,,,Paris,19,2018
13,Métro,PLACE D'ITALIE,11508361,5,6,7,,,Paris,13,2018
42,Métro,PONT DE NEUILLY,7127658,1,,,,,Neuilly Sur Seine,0,2018
170,Métro,CAMBRONNE,3286006,6,,,,,Paris,15,2018
69,Métro,ODEON,5905175,4,10,,,,Paris,6,2018
168,Métro,CADET,3338778,7,,,,,Paris,9,2018
105,Métro,MAIRIE DE SAINT OUEN,4641862,13,,,,,Saint Ouen,0,2018
167,Métro,BILLANCOURT,3348058,9,,,,,Boulogne Billancourt,0,2018
243,Métro,LA TOUR MAUBOURG,2218166,8,,,,,Paris,7,2018
244,Métro,VAVIN,2182742,4,,,,,Paris,14,2018
231,Métro,RUE DU BAC,2389323,12,,,,,Paris,7,2018
112,Métro,MAIRIE D'ISSY,4473140,12,,,,,Issy Les Moulineaux,0,2018
64,Métro,BALARD,6028656,8,,,,,Paris,15,2018
92,Métro,SAINT DENIS UNIVERSITE,4993498,13,,,,,Saint Denis,0,2018
214,Métro,JACQUES BONSERGENT,2596218,5,,,,,Paris,10,2018
296,Métro,CHARDON LAGACHE,718908,10,,,,,Paris,16,2018
185,Métro,CORENTIN CARIOU,3023221,7,,,,,Paris,19,2018
297,Métro,PORTE D'AUTEUIL,652631,10,,,,,Paris,16,2018
216,Métro,LE PELETIER,2510950,7,,,,,Paris,9,2018
267,Métro,CHATEAU LANDON,1779651,7,,,,,Paris,10,2018
222,Métro,ABBESSES,2450498,12,,,,,Paris,18,2018
28,Métro,PORTE MAILLOT,8181976,1,,,,,Paris,16,2018
205,Métro,SIMPLON,2756818,4,,,,,Paris,18,2018
8,Métro,LES HALLES,17509498,4,,,,,Paris,1,2018
256,Métro,QUATRE SEPTEMBRE,2038075,3,,,,,Paris,2,2018
230,Métro,BEL AIR,2406187,6,,,,,Paris,12,2018
51,Métro,SAINT PAUL,6443129,1,,,,,Paris,4,2018
37,Métro,GRANDS BOULEVARDS,7416725,8,9,,,,Paris,9,2018
34,Métro,CHATILLON MONTROUGE,7574425,13,,,,,Chatillon,0,2018
65,Métro,LA COURNEUVE 8 MAI 1945,5962052,7,,,,,La Courneuve,0,2018
27,Métro,MAIRIE DE MONTREUIL,8182788,9,,,,,Montreuil,0,2018
183,Métro,SAINT AMBROISE,3037654,9,,,,,Paris,11,2018
56,Métro,GEORGE V,6380669,1,,,,,Paris,8,2018
204,Métro,MARAICHERS,2788149,9,,,,,Paris,20,2018
97,Métro,GLACIERE,4863838,6,,,,,Paris,13,2018
291,Métro,ASSEMBLEE NATIONALE,1131202,12,,,,,Paris,7,2018
85,Métro,CROIX DE CHAVAUX,5210557,9,,,,,Montreuil,0,2018
1,Métro,SAINT LAZARE,46679970,3,9,12,13,14,Paris,8,2018
211,Métro,LIBERTE,2631382,8,,,,,Charenton,0,2018
12,Métro,BELLEVILLE,11755857,2,11,,,,Paris,10,2018
160,Métro,BROCHANT,3418061,13,,,,,Paris,17,2018
159,Métro,GONCOURT,3420469,11,,,,,Paris,11,2018
14,Métro,HOTEL DE VILLE,11467832,1,11,,,,Paris,4,2018
154,Métro,CENSIER DAUBENTON,3514620,7,,,,,Paris,6,2018
49,Métro,BERCY,6700350,6,14,,,,Paris,12,2018
132,Métro,EGLISE DE PANTIN,4056872,5,,,,,Pantin,0,2018
57,Métro,CONCORDE,6325918,1,8,12,,,Paris,8,2018
298,Métro,BOLIVAR,575968,7bis,,,,,Paris,19,2018
76,Métro,PORTE DE SAINT CLOUD,5386794,9,,,,,Paris,16,2018
111,Métro,SAINT DENIS PORTE DE PARIS,4503548,13,,,,,Saint Denis,0,2018
180,Métro,SAINT PHILIPPE DU ROULE,3076501,9,,,,,Paris,8,2018
158,Métro,PORTE DE CHAMPERRET,3431010,3,,,,,Paris,17,2018
233,Métro,BREGUET SABIN,2351237,5,,,,,Paris,11,2018
234,Métro,SAINT SULPICE,2350813,4,,,,,Paris,6,2018
276,Métro,PONT NEUF,1613273,7,,,,,Paris,4,2018
283,Métro,VARENNE,1410421,13,,,,,Paris,7,2018
266,Métro,LIEGE,1795368,13,,,,,Paris,8,2018
3,Métro,GARE DE LYON,36864326,1,14,A,,,Paris,12,2018
36,Métro,CHAUSSEE D'ANTIN LA FAYETTE,7470237,7,9,,,,Paris,9,2018
30,Métro,PORTE DE CLIGNANCOURT,8050206,4,,,,,Paris,18,2018
80,Métro,PONT DE SEVRES,5332900,9,,,,,Boulogne Billancourt,0,2018
93,Métro,PORTE DE VANVES,4907106,13,,,,,Paris,14,2018
89,Métro,PLAISANCE,5091432,13,,,,,Paris,14,2018
71,Métro,REAUMUR SEBASTOPOL,5669490,3,4,,,,Paris,3,2018
150,Métro,BOURSE,3596746,3,,,,,Paris,2,2018
43,Métro,MAIRIE DE CLICHY,7105379,13,,,,,Clichy,0,2018
284,Métro,PICPUS,1404477,6,,,,,Paris,12,2018
104,Métro,JULES JOFFRIN,4677666,12,,,,,Paris,18,2018
11,Métro,CHATELET,12505675,1,4,7,11,14,Paris,1,2018
245,Métro,BOISSIERE,2180159,6,,,,,Paris,16,2018
176,Métro,BERAULT,3182589,1,,,,,Vincennes,0,2018
224,Métro,PORTE D'ITALIE,2444086,7,,,,,Paris,13,2018
281,Métro,AVENUE EMILE ZOLA,1506963,10,,,,,Paris,15,2018
206,Métro,COURCELLES,2713346,2,,,,,Paris,17,2018
277,Métro,PIERRE CURIE,1608512,7,,,,,Ivry,0,2018
191,Métro,BOBIGNY PANTIN RAYMOND QUENEAU,2957528,5,,,,,Pantin,0,2018
209,Métro,CARREFOUR PLEYEL,2657021,13,,,,,Saint Denis,0,2018
113,Métro,LE KREMLIN BICETRE,4447608,7,,,,,Kremlin Bicêtre,0,2018
212,Métro,MALESHERBES,2628908,3,,,,,Paris,17,2018
39,Métro,OLYMPIADES,7306272,14,,,,,Paris,13,2018
193,Métro,NOTRE DAME DE LORETTE,2943066,12,,,,,Paris,9,2018
218,Métro,CLUNY LA SORBONNE,2493703,10,,,,,Paris,5,2018
10,Métro,BASTILLE,13172392,1,5,8,,,Paris,12,2018
240,Métro,SAINT MARCEL,2286932,5,,,,,Paris,13,2018
175,Métro,FAIDHERBE CHALIGNY,3206635,8,,,,,Paris,12,2018
202,Métro,LA FOURCHE,2814675,13,,,,,Paris,8,2018
143,Métro,POISSONNIERE,3704783,7,,,,,Paris,10,2018
162,Métro,BOUCICAUT,3403615,8,,,,,Paris,15,2018
140,Métro,ANATOLE FRANCE,3734650,3,,,,,Levallois Perret,0,2018
262,Métro,PHILIPPE AUGUSTE,1922463,2,,,,,Paris,11,2018
147,Métro,DUROC,3645141,10,13,,,,Paris,7,2018
286,Métro,KLEBER,1357710,6,,,,,Paris,16,2018
109,Métro,ALMA MARCEAU,4561735,9,,,,,Paris,8,2018
98,Métro,MAIRIE DES LILAS,4817603,11,,,,,Les Lilas,0,2018
82,Métro,MARCADET POISSONNIERS,5285526,4,12,,,,Paris,18,2018
22,Métro,STRASBOURG SAINT DENIS,9258372,4,8,9,,,Paris,2,2018
77,Métro,PORTE DE PANTIN,5377661,5,,,,,Paris,19,2018
23,Métro,BIR HAKEIM,8772981,6,,,,,Paris,15,2018
208,Métro,PORTE DE LA CHAPELLE,2673189,12,,,,,Paris,18,2018
182,Métro,JAVEL ANDRE CITROEN,3042409,10,,,,,Paris,15,2018
78,Métro,PONT DE LEVALLOIS BECON,5374925,3,,,,,Levallois Perret,0,2018
250,Métro,MALAKOFF RUE ETIENNE DOLET,2140693,13,,,,,Malakoff,0,2018
32,Métro,HAVRE CAUMARTIN,7865303,3,9,,,,Paris,9,2018
17,Métro,GARE D'AUSTERLITZ,10443637,5,10,,,,Paris,13,2018
54,Métro,MIROMESNIL,6391877,9,13,,,,Paris,8,2018
52,Métro,INVALIDES,6411555,8,13,,,,Paris,7,2018
177,Métro,PLACE MONGE,3134478,7,,,,,Paris,6,2018
45,Métro,MAIRIE DE MONTROUGE,7081319,4,,,,,Montrouge,0,2018
287,Métro,RENNES,1288804,12,,,,,Paris,6,2018
161,Métro,FUNICULAIRE,3415784,2,,,,,Paris,18,2018
118,Métro,PORTE DE BAGNOLET,4347994,3,,,,,Paris,20,2018
7,Métro,REPUBLIQUE,18327920,3,5,8,9,11,Paris,11,2018
129,Métro,DUPLEIX,4092602,6,,,,,Paris,15,2018
91,Métro,BONNE NOUVELLE,5025192,8,9,,,,Paris,10,2018
96,Métro,CHARLES MICHELS,4865336,10,,,,,Paris,15,2018
24,Métro,PLACE CLICHY,8769157,2,13,,,,Paris,17,2018
99,Métro,PEREIRE,4804340,3,,,,,Paris,17,2018
55,Métro,PORTE DE VERSAILLES,6388506,12,,,,,Paris,15,2018
270,Métro,CARDINAL LEMOINE,1753554,10,,,,,Paris,5,2018
84,Métro,PASTEUR,5217986,6,12,,,,Paris,9,2018
265,Métro,MONCEAU,1804353,2,,,,,Paris,17,2018
73,Métro,CHATEAU DE VINCENNES,5544176,1,,,,,Vincennes,0,2018
25,Métro,NATION,8638165,1,2,6,9,,Paris,12,2018
124,Métro,PORTE DE LA VILLETTE,4162037,7,,,,,Paris,19,2018
26,Métro,BOBIGNY PABLO PICASSO,8262452,5,,,,,Bobigny,0,2018
114,Métro,CHATEAU D'EAU,4439398,4,,,,,Paris,10,2018
125,Métro,LA MUETTE,4150248,9,,,,,Paris,16,2018
199,Métro,LAMARCK CAULAINCOURT,2843167,12,,,,,Paris,18,2018
74,Métro,SEVRES BABYLONE,5430593,10,12,,,,Paris,7,2018
171,Métro,PARMENTIER,3283276,3,,,,,Paris,11,2018
108,Métro,OBERKAMPF,4580340,5,9,,,,Paris,11,2018
189,Métro,COMMERCE,2973194,8,,,,,Paris,15,2018
235,Métro,MAUBERT MUTUALITE,2349339,10,,,,,Paris,5,2018
195,Métro,CRETEIL POINTE DU LAC,2924153,8,,,,,Créteil,0,2018
179,Métro,PORTE DAUPHINE,3119154,2,,,,,Paris,16,2018
146,Métro,VAUGIRARD,3663937,12,,,,,Paris,15,2018
169,Métro,PERNETY,3310917,13,,,,,Paris,14,2018
155,Métro,SENTIER,3507732,3,,,,,Paris,3,2018
148,Métro,TERNES,3627447,2,,,,,Paris,17,2018
130,Métro,OURCQ,4089055,5,,,,,Paris,19,2018
164,Métro,BOULOGNE PONT DE SAINT CLOUD,3358482,10,,,,,Boulogne Billancourt,0,2018
252,Métro,SOLFERINO,2130716,12,,,,,Paris,7,2018
226,Métro,RIQUET,2434730,7,,,,,Paris,19,2018
248,Métro,EXELMANS,2152072,9,,,,,Paris,16,2018
197,Métro,FRONT POPULAIRE,2877264,12,,,,,Saint Denis / Aubervilliers,0,2018
268,Métro,PONT MARIE,1769299,7,,,,,Paris,4,2018
269,Métro,SAINT FRANCOIS XAVIER,1756612,13,,,,,Paris,7,2018
294,Métro,FALGUIERE,912582,12,,,,,Paris,15,2018
260,Métro,MAISON BLANCHE,1974306,7,,,,,Paris,13,2018
273,Métro,EUROPE,1694103,3,,,,,Paris,8,2018
263,Métro,MAISONS ALFORT LES JUILLIOTTES,1905384,8,,,,,Maisons  Alfort,0,2018
292,Métro,VANEAU,1067512,10,,,,,Paris,7,2018
6,Métro,BIBLIOTHEQUE,18770034,14,,,,,Paris,13,2018
81,Métro,DAUMESNIL,5317608,6,8,,,,Paris,12,2018
67,Métro,PIGALLE,5949716,2,12,,,,Paris,18,2018
72,Métro,CONVENTION,5609633,12,,,,,Paris,15,2018
62,Métro,ANVERS,6047635,2,,,,,Paris,18,2018
58,Métro,SAINT MANDE TOURELLE,6314385,1,,,,,Saint Mandé,0,2018
100,Métro,COLONEL FABIEN,4794789,2,,,,,Paris,10,2018
126,Métro,PASSY,4124316,6,,,,,Paris,16,2018
220,Métro,RANELAGH,2470025,9,,,,,Paris,16,2018
217,Métro,IENA,2506768,9,,,,,Paris,16,2018
172,Métro,CHEVALERET,3257784,6,,,,,Paris,13,2018
186,Métro,GAITE,2995328,13,,,,,Paris,14,2018
137,Métro,SAINT AUGUSTIN,3853378,9,,,,,Paris,8,2018
255,Métro,PORTE D'IVRY,2045606,7,,,,,Paris,13,2018
229,Métro,LOURMEL,2424947,8,,,,,Paris,15,2018
253,Métro,JASMIN,2103952,9,,,,,Paris,16,2018
259,Métro,RASPAIL,1995962,4,6,,,,Paris,14,2018
272,Métro,FILLES DU CALVAIRE,1718975,8,,,,,Paris,3,2018
261,Métro,MABILLON,1963879,10,,,,,Paris,6,2018
303,Métro,EGLISE D'AUTEUIL,182153,10,,,,,Paris,16,2018
295,Métro,SAINT FARGEAU,737146,3bis,,,,,Paris,8,2018
