Date,Year,Gare,Attribute,Value
2013-09-11,2013,Chatelet,NO,30.583333333333332
2013-09-12,2013,Chatelet,NO,40.0
2013-09-13,2013,Chatelet,NO,61.291666666666664
2013-09-14,2013,Chatelet,NO,18.333333333333332
2013-09-15,2013,Chatelet,NO,9.125
2013-09-16,2013,Chatelet,NO,31.416666666666668
2013-09-17,2013,Chatelet,NO,38.958333333333336
2013-09-18,2013,Chatelet,NO,29.75
2013-09-19,2013,Chatelet,NO,39.041666666666664
2013-09-20,2013,Chatelet,NO,32.0
2013-09-21,2013,Chatelet,NO,43.625
2013-09-22,2013,Chatelet,NO,19.958333333333332
2013-09-23,2013,Chatelet,NO,21.0
2013-09-24,2013,Chatelet,NO,49.125
2013-09-25,2013,Chatelet,NO,127.66666666666667
2013-09-26,2013,Chatelet,NO,55.375
2013-09-27,2013,Chatelet,NO,26.125
2013-09-28,2013,Chatelet,NO,19.208333333333332
2013-09-29,2013,Chatelet,NO,21.583333333333332
2013-09-30,2013,Chatelet,NO,68.41666666666667
2013-10-01,2013,Chatelet,NO,41.208333333333336
2013-10-02,2013,Chatelet,NO,62.125
2013-10-03,2013,Chatelet,NO,94.83333333333333
2013-10-04,2013,Chatelet,NO,47.083333333333336
2013-10-05,2013,Chatelet,NO,19.458333333333332
2013-10-06,2013,Chatelet,NO,7.833333333333333
2013-10-07,2013,Chatelet,NO,25.708333333333332
2013-10-08,2013,Chatelet,NO,44.25
2013-10-09,2013,Chatelet,NO,38.083333333333336
2013-10-10,2013,Chatelet,NO,24.75
2013-10-11,2013,Chatelet,NO,23.625
2013-10-12,2013,Chatelet,NO,16.625
2013-10-13,2013,Chatelet,NO,25.708333333333332
2013-10-14,2013,Chatelet,NO,35.75
2013-10-15,2013,Chatelet,NO,38.875
2013-10-16,2013,Chatelet,NO,85.83333333333333
2013-10-17,2013,Chatelet,NO,39.958333333333336
2013-10-18,2013,Chatelet,NO,61.791666666666664
2013-10-19,2013,Chatelet,NO,48.541666666666664
2013-10-20,2013,Chatelet,NO,22.916666666666668
2013-10-21,2013,Chatelet,NO,52.083333333333336
2013-10-22,2013,Chatelet,NO,50.333333333333336
2013-10-23,2013,Chatelet,NO,22.75
2013-10-24,2013,Chatelet,NO,34.833333333333336
2013-10-25,2013,Chatelet,NO,53.083333333333336
2013-10-26,2013,Chatelet,NO,22.125
2013-10-27,2013,Chatelet,NO,3.72
2013-10-28,2013,Chatelet,NO,9.458333333333334
2013-10-29,2013,Chatelet,NO,16.833333333333332
2013-10-30,2013,Chatelet,NO,47.75
2013-10-31,2013,Chatelet,NO,62.0
2013-11-01,2013,Chatelet,NO,19.166666666666668
2013-11-02,2013,Chatelet,NO,18.458333333333332
2013-11-03,2013,Chatelet,NO,6.916666666666667
2013-11-04,2013,Chatelet,NO,20.041666666666668
2013-11-05,2013,Chatelet,NO,36.916666666666664
2013-11-06,2013,Chatelet,NO,12.583333333333334
2013-11-07,2013,Chatelet,NO,18.625
2013-11-08,2013,Chatelet,NO,26.708333333333332
2013-11-09,2013,Chatelet,NO,12.166666666666666
2013-11-10,2013,Chatelet,NO,5.583333333333333
2013-11-11,2013,Chatelet,NO,27.375
2013-11-12,2013,Chatelet,NO,57.625
2013-11-13,2013,Chatelet,NO,45.875
2013-11-14,2013,Chatelet,NO,44.625
2013-11-15,2013,Chatelet,NO,30.708333333333332
2013-11-16,2013,Chatelet,NO,27.875
2013-11-17,2013,Chatelet,NO,16.958333333333332
2013-11-18,2013,Chatelet,NO,53.125
2013-11-19,2013,Chatelet,NO,43.875
2013-11-20,2013,Chatelet,NO,33.208333333333336
2013-11-21,2013,Chatelet,NO,37.0
2013-11-22,2013,Chatelet,NO,34.0
2013-11-23,2013,Chatelet,NO,22.333333333333332
2013-11-24,2013,Chatelet,NO,10.25
2013-11-25,2013,Chatelet,NO,22.208333333333332
2013-11-26,2013,Chatelet,NO,39.125
2013-11-27,2013,Chatelet,NO,50.958333333333336
2013-11-28,2013,Chatelet,NO,83.16666666666667
2013-11-29,2013,Chatelet,NO,53.541666666666664
2013-11-30,2013,Chatelet,NO,14.041666666666666
2013-12-01,2013,Chatelet,NO,14.166666666666666
2013-12-02,2013,Chatelet,NO,46.875
2013-12-03,2013,Chatelet,NO,150.83333333333334
2013-12-04,2013,Chatelet,NO,76.83333333333333
2013-12-05,2013,Chatelet,NO,33.5
2013-12-06,2013,Chatelet,NO,29.166666666666668
2013-12-07,2013,Chatelet,NO,31.625
2013-12-08,2013,Chatelet,NO,24.375
2013-12-09,2013,Chatelet,NO,152.5
2013-12-10,2013,Chatelet,NO,160.70833333333334
2013-12-11,2013,Chatelet,NO,154.5
2013-12-12,2013,Chatelet,NO,176.79166666666666
2013-12-13,2013,Chatelet,NO,144.29166666666666
2013-12-14,2013,Chatelet,NO,32.416666666666664
2013-12-15,2013,Chatelet,NO,25.666666666666668
2013-12-16,2013,Chatelet,NO,94.16666666666667
2013-12-17,2013,Chatelet,NO,110.125
2013-12-18,2013,Chatelet,NO,44.0
2013-12-19,2013,Chatelet,NO,40.5
2013-12-20,2013,Chatelet,NO,23.166666666666668
2013-12-21,2013,Chatelet,NO,10.0
2013-12-22,2013,Chatelet,NO,10.0
2013-12-23,2013,Chatelet,NO,10.0
2013-12-24,2013,Chatelet,NO,10.0
2013-12-25,2013,Chatelet,NO,10.0
2013-12-26,2013,Chatelet,NO,10.0
2013-12-27,2013,Chatelet,NO,10.0
2013-12-28,2013,Chatelet,NO,10.0
2013-12-29,2013,Chatelet,NO,10.0
2013-12-30,2013,Chatelet,NO,10.0
2013-12-31,2013,Chatelet,NO,16.875
2014-01-01,2014,Chatelet,NO,9.583333333333334
2014-01-02,2014,Chatelet,NO,10.0
2014-01-03,2014,Chatelet,NO,10.0
2014-01-04,2014,Chatelet,NO,10.0
2014-01-05,2014,Chatelet,NO,10.0
2014-01-06,2014,Chatelet,NO,10.0
2014-01-07,2014,Chatelet,NO,10.0
2014-01-08,2014,Chatelet,NO,10.0
2014-01-09,2014,Chatelet,NO,10.0
2014-01-10,2014,Chatelet,NO,10.0
2014-01-11,2014,Chatelet,NO,10.0
2014-01-12,2014,Chatelet,NO,10.0
2014-01-13,2014,Chatelet,NO,10.0
2014-01-14,2014,Chatelet,NO,10.0
2014-01-15,2014,Chatelet,NO,10.0
2014-01-16,2014,Chatelet,NO,10.0
2014-01-17,2014,Chatelet,NO,10.0
2014-01-18,2014,Chatelet,NO,10.0
2014-01-19,2014,Chatelet,NO,10.0
2014-01-20,2014,Chatelet,NO,10.0
2014-01-21,2014,Chatelet,NO,10.0
2014-01-22,2014,Chatelet,NO,10.0
2014-01-23,2014,Chatelet,NO,10.0
2014-01-24,2014,Chatelet,NO,10.0
2014-01-25,2014,Chatelet,NO,10.0
2014-01-26,2014,Chatelet,NO,10.0
2014-01-27,2014,Chatelet,NO,10.0
2014-01-28,2014,Chatelet,NO,10.0
2014-01-29,2014,Chatelet,NO,10.0
2014-01-30,2014,Chatelet,NO,10.0
2014-01-31,2014,Chatelet,NO,10.0
2014-02-01,2014,Chatelet,NO,10.0
2014-02-02,2014,Chatelet,NO,10.0
2014-02-03,2014,Chatelet,NO,10.0
2014-02-04,2014,Chatelet,NO,10.0
2014-02-05,2014,Chatelet,NO,10.0
2014-02-06,2014,Chatelet,NO,10.0
2014-02-07,2014,Chatelet,NO,10.0
2014-02-08,2014,Chatelet,NO,10.0
2014-02-09,2014,Chatelet,NO,10.0
2014-02-10,2014,Chatelet,NO,10.0
2014-02-11,2014,Chatelet,NO,10.0
2014-02-12,2014,Chatelet,NO,10.0
2014-02-13,2014,Chatelet,NO,10.0
2014-02-14,2014,Chatelet,NO,10.0
2014-02-15,2014,Chatelet,NO,10.0
2014-02-16,2014,Chatelet,NO,10.0
2014-02-17,2014,Chatelet,NO,10.0
2014-02-18,2014,Chatelet,NO,10.0
2014-02-19,2014,Chatelet,NO,10.0
2014-02-20,2014,Chatelet,NO,10.0
2014-02-21,2014,Chatelet,NO,10.0
2014-02-22,2014,Chatelet,NO,10.0
2014-02-23,2014,Chatelet,NO,10.0
2014-02-24,2014,Chatelet,NO,10.0
2014-02-25,2014,Chatelet,NO,10.0
2014-02-26,2014,Chatelet,NO,10.0
2014-02-27,2014,Chatelet,NO,10.0
2014-02-28,2014,Chatelet,NO,10.0
2014-03-01,2014,Chatelet,NO,10.0
2014-03-02,2014,Chatelet,NO,10.0
2014-03-03,2014,Chatelet,NO,10.0
2014-03-04,2014,Chatelet,NO,10.0
2014-03-05,2014,Chatelet,NO,10.0
2014-03-06,2014,Chatelet,NO,10.0
2014-03-07,2014,Chatelet,NO,10.0
2014-03-08,2014,Chatelet,NO,10.0
2014-03-09,2014,Chatelet,NO,10.0
2014-03-10,2014,Chatelet,NO,10.0
2014-03-11,2014,Chatelet,NO,10.0
2014-03-12,2014,Chatelet,NO,10.0
2014-03-13,2014,Chatelet,NO,10.0
2014-03-14,2014,Chatelet,NO,10.0
2014-03-15,2014,Chatelet,NO,10.0
2014-03-16,2014,Chatelet,NO,10.0
2014-03-17,2014,Chatelet,NO,10.0
2014-03-18,2014,Chatelet,NO,10.0
2014-03-19,2014,Chatelet,NO,10.0
2014-03-20,2014,Chatelet,NO,10.0
2014-03-21,2014,Chatelet,NO,10.0
2014-03-22,2014,Chatelet,NO,10.0
2014-03-23,2014,Chatelet,NO,10.0
2014-03-24,2014,Chatelet,NO,10.0
2014-03-25,2014,Chatelet,NO,10.0
2014-03-26,2014,Chatelet,NO,10.0
2014-03-27,2014,Chatelet,NO,10.0
2014-03-28,2014,Chatelet,NO,10.0
2014-03-29,2014,Chatelet,NO,10.0
2014-03-30,2014,Chatelet,NO,10.0
2014-03-31,2014,Chatelet,NO,10.0
2014-04-01,2014,Chatelet,NO,10.0
2014-04-02,2014,Chatelet,NO,10.0
2014-04-03,2014,Chatelet,NO,10.0
2014-04-04,2014,Chatelet,NO,10.0
2014-04-05,2014,Chatelet,NO,10.0
2014-04-06,2014,Chatelet,NO,10.0
2014-04-07,2014,Chatelet,NO,10.0
2014-04-08,2014,Chatelet,NO,10.0
2014-04-09,2014,Chatelet,NO,10.0
2014-04-10,2014,Chatelet,NO,10.0
2014-04-11,2014,Chatelet,NO,10.0
2014-04-12,2014,Chatelet,NO,10.0
2014-04-13,2014,Chatelet,NO,10.0
2014-04-14,2014,Chatelet,NO,10.0
2014-04-15,2014,Chatelet,NO,10.0
2014-04-16,2014,Chatelet,NO,10.0
2014-04-17,2014,Chatelet,NO,10.0
2014-04-18,2014,Chatelet,NO,10.0
2014-04-19,2014,Chatelet,NO,10.0
2014-04-20,2014,Chatelet,NO,10.0
2014-04-21,2014,Chatelet,NO,10.0
2014-04-22,2014,Chatelet,NO,10.0
2014-04-23,2014,Chatelet,NO,10.0
2014-04-24,2014,Chatelet,NO,10.0
2014-04-25,2014,Chatelet,NO,10.0
2014-04-26,2014,Chatelet,NO,10.0
2014-04-27,2014,Chatelet,NO,10.0
2014-04-28,2014,Chatelet,NO,10.0
2014-04-29,2014,Chatelet,NO,10.0
2014-04-30,2014,Chatelet,NO,10.0
2014-05-01,2014,Chatelet,NO,10.0
2014-05-02,2014,Chatelet,NO,10.0
2014-05-03,2014,Chatelet,NO,10.0
2014-05-04,2014,Chatelet,NO,10.0
2014-05-05,2014,Chatelet,NO,10.0
2014-05-06,2014,Chatelet,NO,10.0
2014-05-07,2014,Chatelet,NO,10.0
2014-05-08,2014,Chatelet,NO,10.0
2014-05-09,2014,Chatelet,NO,10.0
2014-05-10,2014,Chatelet,NO,10.0
2014-05-11,2014,Chatelet,NO,10.0
2014-05-12,2014,Chatelet,NO,10.0
2014-05-13,2014,Chatelet,NO,10.0
2014-05-14,2014,Chatelet,NO,10.0
2014-05-15,2014,Chatelet,NO,10.0
2014-05-16,2014,Chatelet,NO,10.0
